PGC,re,amp,n
PGC11124,7.76,1.3713305243387137,0.554
PGC11134,14.594,1.5292339186104278,0.698
PGC11135,18.084,0.0545790828776698,0.667
PGC11139,,,
PGC1114,,,
PGC11153,,,
PGC11154,17.293,0.03577763097761187,0.881
PGC11156,,,
PGC11163,16.229,0.4999352285109651,0.702
PGC11179,18.682,0.2665158942603494,1.891
PGC11181,,,
PGC11192,12.043,0.1902044549007021,0.733
PGC11198,,,
PGC112,7.7,1.3007817573811822,0.745
PGC11202,40.642,0.05745490422390761,1.524
PGC11204,15.041,0.18740074697683815,0.903
PGC11210,24.033,0.0622745237545467,1.426
PGC11214,6.431,1.0157835741451207,0.622
PGC11217,22.654,0.77681509349358,0.855
PGC11221,,,
PGC11228,13.429,0.07609156510430563,0.723
PGC11230,19.975,0.6192060631730347,1.672
PGC1123197,30.668,0.09226052018892197,1.923
PGC11233,,,
PGC11242,,,
PGC11245,18.167,0.21187872975092345,0.548
PGC11248,34.207,0.06922093077841088,1.222
PGC11252,34.559,0.30660935543930334,0.897
PGC1125459,,,
PGC11261,,,
PGC11263,10.984,0.07462673452107116,0.738
PGC11264,,,
PGC11265,,,
PGC11270,,,
PGC11274,,,
PGC1127439,6.533,0.3560365171317915,0.631
PGC11282,,,
PGC11287,7.969,0.9953401018226897,1.028
PGC11290,18.461,0.06634079163305526,0.808
PGC11292,10.435,0.8159670465333806,0.794
PGC11299,24.42,0.039576034226953515,0.866
PGC1130,29.991,0.12047384805748977,1.442
PGC11309,7.349,0.930390799120709,0.957
PGC1131621,,,
PGC1131704,7.319,0.25576339873642007,0.52
PGC11329,37.012,0.20660858806558158,0.792
PGC11336,22.879,0.22120921005902067,2.029
PGC11341,,,
PGC11344,12.083,0.2267485739359482,1.347
PGC1134909,15.034,0.02394483996213395,0.874
PGC11352,13.412,0.0693789625444517,0.658
PGC11357,14.276,0.17354105022709398,0.403
PGC11359,,,
PGC11367,24.051,0.1070999118651064,0.835
PGC11368,,,
PGC11369,,,
PGC11370,,,
PGC11371,36.19,0.06674816273508517,1.176
PGC11375,,,
PGC1137500,8.769,0.3942879706304928,0.675
PGC11376,,,
PGC11377,14.46,0.07659937386800578,0.833
PGC11383,6.407,0.6594634325775977,0.507
PGC113900,10.201,0.15091465125017509,1.041
PGC113918,7.484,0.16882839303594807,0.682
PGC11392,9.723,1.6051869223386712,0.768
PGC11397,16.497,0.03645456010905194,0.831
PGC11399,8.995,0.16722417974190998,0.591
PGC11403,20.531,0.641567354764319,0.607
PGC1140347,19.027,0.01762325639156365,1.469
PGC11404,10.691,5.851268476978505,0.878
PGC11414,,,
PGC1141629,7.576,0.29991860787562896,0.616
PGC11420,72.008,0.05680405441602089,3.259
PGC11425,16.052,0.8134985728055006,1.328
PGC11432,,,
PGC11441,44.126,0.08905798633015502,2.787
PGC11453,,,
PGC11455,11.746,0.037266237741265765,0.914
PGC11462,15.259,0.0845821329337712,0.765
PGC11463,22.225,0.5355813405910258,1.169
PGC11469,20.738,0.05703695925759508,0.926
PGC1147270,,,
PGC11479,40.059,0.22143959012608733,2.511
PGC11480,82.723,0.021276045681621912,2.014
PGC11484,9.192,0.7075779824849489,0.798
PGC1148459,13.922,0.2691009138769708,0.846
PGC11488,16.488,1.0068100648807374,0.608
PGC11503,,,
PGC1150429,10.915,0.0749107306507236,0.733
PGC11506,10.47,1.3396465873900816,0.872
PGC11508,,,
PGC11511,13.154,0.35969283243222633,0.511
PGC11515,21.565,0.055305889570276275,0.971
PGC11517,7.552,0.46810070270566445,0.976
PGC1151916,7.286,0.24332793961359359,0.651
PGC11520,23.391,0.028001961490423503,0.631
PGC11521,27.827,0.659828306786028,1.562
PGC11522,,,
PGC11527,28.845,0.5016773732733474,1.878
PGC11529,7.374,0.17585216400150547,0.543
PGC11533,17.721,0.23185306497696745,1.189
PGC11536,,,
PGC11537,7.559,13.38773143816164,0.768
PGC11538,38.994,0.014775352827363553,1.001
PGC1154,23.503,0.05655572776879218,1.39
PGC11543,11.475,0.10353843033251503,0.783
PGC11545,17.733,0.8706589244904263,1.259
PGC11552,18.456,0.6286492413374066,0.936
PGC11554,,,
PGC11557,20.468,0.29479908512490655,1.02
PGC1156203,10.933,0.2367968254754382,1.584
PGC11563,15.447,0.24542519211588254,0.868
PGC11573,19.02,0.02259820126906676,0.873
PGC11574,,,
PGC11583,,,
PGC11592,16.94,0.14581850766124824,0.822
PGC11594,,,
PGC11595,40.301,0.06563719258011944,0.908
PGC1160,16.675,1.2924506713739354,1.011
PGC11609,12.712,0.3150900775729413,0.3
PGC11617,38.504,0.5266203060612435,1.417
PGC11625,,,
PGC11628,12.38,0.5039950785017022,0.795
PGC11638,,,
PGC11640,7.072,0.26290291005903976,0.602
PGC11643,48.131,0.19703617747053334,1.087
PGC11647,17.058,1.2455213291780534,1.105
PGC11648,,,
PGC11652,9.33,1.0819998979494831,0.981
PGC11658,,,
PGC11665,20.123,0.1348626528139085,0.771
PGC1166532,,,
PGC11666,9.272,1.0367130032759104,0.787
PGC11670,8.657,2.0815977848087672,0.781
PGC11671,24.544,0.13001729212672844,1.077
PGC11673,8.744,0.3040238238018812,0.711
PGC11675,,,
PGC11676,,,
PGC11677,20.588,0.055772311227547305,1.051
PGC11679,9.243,1.2268335452785009,0.731
PGC11682,17.72,0.19219566965906393,0.774
PGC11687,8.388,0.9985022682988942,1.019
PGC11691,21.388,0.1124227335468819,1.085
PGC11699,9.101,1.270981406359112,0.625
PGC11713,17.333,0.16516819847174,0.712
PGC11715,11.312,0.18629368492748327,1.203
PGC11740,33.87,0.057397753757413975,1.197
PGC11744,11.081,0.5659281397398688,0.777
PGC11767,,,
PGC11768,,,
PGC11770,,,
PGC11771,10.103,0.6012234029757185,0.953
PGC11774,38.693,0.3496135838323787,2.387
PGC1177602,,,
PGC11781,30.284,0.04049455593739214,1.005
PGC11782,22.073,0.2468368198548397,0.673
PGC11789,19.464,0.0863497948728482,0.786
PGC117913,19.416,0.01954331123558375,0.655
PGC11793,18.508,0.48717103292266334,0.819
PGC11798,21.941,0.015564155366727884,0.929
PGC1180,,,
PGC11800,20.454,0.12795748766305243,0.733
PGC11807,7.831,0.9277149467828265,1.024
PGC11809,,,
PGC11810,13.256,0.24732163380580302,1.372
PGC11812,,,
PGC11813,23.919,0.05299447959006089,1.24
PGC11819,92.094,0.09702084259216964,2.003
PGC11824,,,
PGC11830,14.644,0.10294796714775402,1.098
PGC11836,43.033,0.15852449147062936,1.199
PGC11846,14.387,0.9487558172492867,0.657
PGC11847,12.012,0.22179569231885357,0.791
PGC11851,,,
PGC11856,,,
PGC11866,10.5,0.5937601847640148,0.742
PGC11868,13.164,0.6486813455756815,1.299
PGC1187270,,,
PGC11873,13.477,0.3259667258541449,1.246
PGC11875,,,
PGC11887,24.299,0.5180968847933554,1.921
PGC11892,16.51,0.1553614184638979,1.464
PGC11902,,,
PGC11926,14.378,0.1346029592183543,0.909
PGC11931,,,
PGC11936,25.915,0.04885024705233345,1.022
PGC11937,,,
PGC11941,17.175,1.5156001955351774,0.855
PGC11942,5.217,0.7442168903296374,0.621
PGC1195996,5.569,0.3785660564686572,0.634
PGC11969,,,
