,PGC,re,amp,n
3820,PGC23411,,,
3821,PGC23413,,,
3822,PGC23418,43.848,0.008246023767864796,0.491
3823,PGC23419,,,
3824,PGC23420,59.462,0.002626770472686125,2.855
3825,PGC2342623,9.389,0.006937625824594739,0.994
3826,PGC23437,,,
3827,PGC23440,,,
3828,PGC23441,27.83,0.003500546070125469,0.682
3829,PGC23447,25.125,0.023214736880202334,0.76
3830,PGC23448,,,
3831,PGC23449,45.16,0.0006626685282960821,3.344
3832,PGC23451,,,
3833,PGC23453,,fit fail,fit fail
3834,PGC23462,23.943,0.005718869742280179,0.402
3835,PGC23465,27.809,0.016213175006946207,0.425
3836,PGC23469,,,
3837,PGC23474,18.523,0.012759331753107308,0.616
3838,PGC23479,,,
3839,PGC23483,,,
3840,PGC23485,,,
3841,PGC23486,54.063,0.0018021539400781997,0.988
3842,PGC2349,,,
3843,PGC23495,23.921,0.00428814626763543,0.387
3844,PGC23496,,,
3845,PGC23498,102.635,0.00013913637341119158,4.52
3846,PGC23501,,,
3847,PGC23504,21.812,0.01733305655525789,0.301
3848,PGC23506,19.065,0.010291086962772127,0.338
3849,PGC23507,,,
3850,PGC23509,,,
3851,PGC23519,35.034,0.006199082725737666,0.56
3852,PGC2352,28.978,0.0069961779559986675,0.413
3853,PGC23520,42.306,0.00033176645125677397,1.001
3854,PGC23522,39.065,0.009014700168583105,0.421
3855,PGC23527,,,
3856,PGC23530,,,
3857,PGC23534,25.205,0.0030358776931659827,0.44
3858,PGC235364,,fit fail,fit fail
3859,PGC23540,,,
3860,PGC23545,114.876,5.283533404783921e-05,4.81
3861,PGC23550,,,
3862,PGC23552,,,
3863,PGC23557,12.106,0.014254476901305975,0.518
3864,PGC23558,,,
3865,PGC23559,35.733,0.006610534300900084,3.009
3866,PGC2356,24.913,0.028883126543133103,0.342
3867,PGC23561,241.568,2.3830482507578516e-06,5.514
3868,PGC2356340,,,
3869,PGC23567,,,
3870,PGC2357,,fit fail,fit fail
3871,PGC23574,,,
3872,PGC23579,,,
3873,PGC235897,,,
3874,PGC2359,174.437,4.0455842626873934e-05,4.532
3875,PGC23590,31.911,0.00015411055333815492,1.77
3876,PGC236037,,,
3877,PGC23604,,,
3878,PGC23608,27.494,0.015823497570912292,0.195
3879,PGC23611,12.863,0.019318017617428622,0.858
3880,PGC23616,91.088,0.0028617438381657347,0.58
3881,PGC23618,,,
3882,PGC23621,,,
3883,PGC23623,,,
3884,PGC23625,,,
3885,PGC23630,,,
3886,PGC23631,22.904,0.0001623595525714825,1.96
3887,PGC236361,17.073,0.011025717775610571,0.762
3888,PGC23637,12.459,0.02813530694491178,0.545
3889,PGC23638,14.937,0.013768547180672778,0.537
3890,PGC23643,33.69,0.006660066093018789,0.366
3891,PGC23646,,,
3892,PGC2365,18.717,0.003923712718702099,1.545
3893,PGC236502,19.045,0.0006453660355033238,1.562
3894,PGC23658,34.99,0.007134921987680311,0.494
3895,PGC23660,47.89,0.007113251358466726,2.399
3896,PGC23661,,fit fail,fit fail
3897,PGC23662,,,
3898,PGC2366230,,,
3899,PGC23666,,,
3900,PGC236767,,fit fail,fit fail
3901,PGC2369,21.609,0.003309756256093663,1.499
3902,PGC23699,,,
3903,PGC23701,10.609,0.005870261790625919,0.633
3904,PGC23704,13.588,0.0015545192704347357,0.845
3905,PGC23707,18.091,0.013211203928020448,0.489
3906,PGC23713,,,
3907,PGC23714,29.644,0.012672400494065834,0.366
3908,PGC23723,39.069,0.017942809739611,0.265
3909,PGC23725,69.903,0.003381231055227575,1.159
3910,PGC23729,16.818,0.007587263407753285,0.556
3911,PGC23731,36.181,0.005776810106434229,0.589
3912,PGC23732,,,
3913,PGC2374,,fit fail,fit fail
3914,PGC23748,,,
3915,PGC23753,48.71,0.005529196610185836,0.516
3916,PGC23761,,,
3917,PGC23762,22.49,0.008579653487077392,2.21
3918,PGC23769,49.191,0.0022098525181117098,0.729
3919,PGC2377,62.159,9.111563748608256e-05,3.485
3920,PGC23770,,,
3921,PGC23771,16.444,0.0009794927885018873,0.882
3922,PGC2378,,,
3923,PGC23781,23.112,0.026120461988174772,0.341
3924,PGC2378400,16.841,0.0251913677249703,0.662
3925,PGC2378686,,,
3926,PGC2380,29.372,0.011804468384963686,0.444
3927,PGC23804,,,
3928,PGC2380542,10.646,-0.00021293485814714955,2.033
3929,PGC2381084,15.656,0.0071828528801793174,0.634
3930,PGC23816,23.132,0.008963669583866057,0.485
3931,PGC2382,23.542,0.006659480870550651,0.461
3932,PGC23828,14.137,0.0027346572785186983,0.542
3933,PGC23835,,,
3934,PGC2384,21.297,0.006551734183148623,0.545
3935,PGC23840,45.387,0.009657828564298341,0.499
3936,PGC23847,,,
3937,PGC23850,13.937,0.025666552888405223,0.414
3938,PGC23852,,,
3939,PGC23855,,,
3940,PGC23856,,,
3941,PGC2386,,,
3942,PGC23862,,,
3943,PGC23869,20.607,0.008028585062034613,0.571
3944,PGC2388,26.539,0.009750426570318388,0.597
3945,PGC23885,,,
3946,PGC23886,,,
3947,PGC2389686,,,
3948,PGC2390,,,
3949,PGC2390249,,,
3950,PGC2391,20.715,0.005365021504165461,0.698
3951,PGC23917,,,
3952,PGC23918,18.029,0.006652910277081557,0.33
3953,PGC2394,,,
3954,PGC23941,17.047,0.01004115023956477,0.814
3955,PGC2395,34.151,0.005131793315774036,2.919
3956,PGC2396,12.589,0.004213175584108597,1.672
3957,PGC23960,38.035,0.00031597020836101664,1.166
3958,PGC23961,,,
3959,PGC239691,,fit fail,fit fail
3960,PGC23972,20.418,0.0051324069998057885,0.612
3961,PGC23977,,,
3962,PGC23979,16.637,0.01855141229030736,0.484
3963,PGC23996,36.063,0.01805368425814663,0.384
3964,PGC23997,,,
3965,PGC23998,,,
3966,PGC24001,,,
3967,PGC24002,,,
3968,PGC24004,,,
3969,PGC24012,14.249,0.03294441484343667,0.513
3970,PGC24014,,,
3971,PGC24015,,,
3972,PGC2401645,,,
3973,PGC24024,17.592,0.00800317419798172,0.402
3974,PGC24028,,,
3975,PGC24031,,,
3976,PGC24034,,,
3977,PGC24036,,,
3978,PGC24038,,,
3979,PGC24039,,,
3980,PGC24043,20.851,0.01876801942805496,0.491
3981,PGC2404995,14.197,0.008341388665643587,0.553
3982,PGC24056,,,
3983,PGC24068,23.742,0.02735862166547402,0.847
3984,PGC24069,,,
3985,PGC24071,,,
3986,PGC24074,24.327,0.011700609094382912,0.289
3987,PGC24085,,,
3988,PGC24097,14.827,0.019972898582227498,0.434
3989,PGC24104,,,
3990,PGC24111,26.769,0.02648808800016773,0.025
3991,PGC2412,,,
3992,PGC24136,15.484,0.018772840164958022,0.487
3993,PGC24140,,,
3994,PGC24141,35.456,0.005858132802427971,2.119
3995,PGC24152,59.379,0.002651904198925304,0.482
3996,PGC24156,83.73,0.0006778563174886401,1.497
3997,PGC24160,,,
3998,PGC24165,,,
3999,PGC24166,40.092,0.00025049393500238646,1.377
4000,PGC24168,15.352,0.02824801874757522,0.559
4001,PGC24171,,,
4002,PGC24178,50.334,0.002595823899931714,2.953
4003,PGC24184,40.063,0.0006575324069916501,4.17
4004,PGC24195,,,
4005,PGC24210,,,
4006,PGC24212,50.017,1.8486234211856942e-05,4.052
4007,PGC24213,19.508,0.05201496242943899,0.376
4008,PGC24219,,,
4009,PGC24229,,,
4010,PGC24231,57.306,0.007481365056854019,0.452
4011,PGC24235,33.556,0.01761634855329884,0.47
4012,PGC24236,,,
4013,PGC24242,55.186,0.02369689661454845,0.474
4014,PGC24244,23.774,0.01103482863978922,0.298
4015,PGC24253,,,
4016,PGC24259,20.025,0.01944383177696171,0.411
4017,PGC24264,,,
4018,PGC2427916,,,
4019,PGC24284,12.547,0.0211929369459219,1.272
4020,PGC24285,15.725,0.012737724481383127,1.975
4021,PGC24288,,fit fail,fit fail
4022,PGC24294,,,
4023,PGC24295,24.993,0.006227737113561213,2.478
4024,PGC24310,,,
4025,PGC24312,,,
4026,PGC2432,,,
4027,PGC24328,,,
4028,PGC2433,,,
4029,PGC24337,,,
4030,PGC24341,18.879,0.01773796152724139,0.548
4031,PGC24349,20.125,0.005179708587537348,0.818
4032,PGC24351,36.425,0.014826932975060507,0.817
4033,PGC24353,,,
4034,PGC24355,21.438,0.0014722599453313356,0.988
4035,PGC2435830,20.385,-0.0012229920012123401,3.933
4036,PGC2436,,,
4037,PGC24360,,,
4038,PGC2437,75.73,0.002152442046262563,1.645
4039,PGC24370,,,
4040,PGC24372,30.5,0.006050289825196848,0.443
4041,PGC24374,,,
4042,PGC24375,,,
4043,PGC24381,19.771,0.02333647248961199,0.381
4044,PGC24395,40.326,0.010716771618883692,0.289
4045,PGC24397,,,
4046,PGC24398,,,
4047,PGC24400,,,
4048,PGC24402,57.252,0.001960270536336746,2.582
4049,PGC24404,,,
4050,PGC24405,,,
4051,PGC24407,16.554,0.010385501989513596,0.563
4052,PGC24410,20.723,0.013962935873768676,0.599
4053,PGC24414,34.576,0.005340629867635935,0.57
4054,PGC24417,,,
4055,PGC24425,,,
4056,PGC24429,26.757,0.025079593260111322,0.794
4057,PGC24431,,,
4058,PGC24434,23.014,0.00018849945156393773,0.931
4059,PGC2445,33.806,0.016050085325311415,0.688
4060,PGC24453,,,
4061,PGC24454,,,
4062,PGC24455,,,
4063,PGC24457,,,
4064,PGC24464,40.879,0.001106770287757048,1.048
4065,PGC24469,46.416,0.0019711037497890374,3.081
4066,PGC24470,34.776,0.0037468584408953424,0.669
4067,PGC24472,18.199,0.0062761399772120995,0.693
4068,PGC24473,,,
4069,PGC24479,,,
4070,PGC24485,,,
4071,PGC24488,,,
4072,PGC24489,,,
4073,PGC24490,,,
4074,PGC24493,45.864,0.006348088311789716,0.972
4075,PGC24497,,,
4076,PGC24498,,,
4077,PGC24500,20.119,0.011792984477542198,1.68
4078,PGC24506,17.798,0.010691048843706412,0.357
4079,PGC24509,31.259,0.007001284206140332,0.483
4080,PGC24517,,,
4081,PGC24522,,,
4082,PGC24528,,,
4083,PGC24529,,,
4084,PGC24530,,,
4085,PGC24531,,,
4086,PGC2453103,,,
4087,PGC24540,,,
4088,PGC24543,,,
4089,PGC24544,27.892,0.004282205941239696,1.51
4090,PGC24545,23.633,0.01593945694008187,0.693
4091,PGC24548,,,
4092,PGC24552,,,
4093,PGC24557,,,
4094,PGC24558,,,
4095,PGC2455941,,,
4096,PGC24566,,,
4097,PGC24567,,,
4098,PGC24573,22.583,0.010143189335606777,0.496
4099,PGC2458,,,
4100,PGC24588,,,
4101,PGC24590,,,
4102,PGC24595,,,
4103,PGC2459974,,,
4104,PGC24602,40.058,0.0023497263349638543,0.696
4105,PGC24612,,,
4106,PGC24614,,,
4107,PGC24620,,,
4108,PGC24625,,,
4109,PGC24632,,,
4110,PGC24634,,,
4111,PGC24638,17.123,0.005428002247633637,0.468
4112,PGC2465,,,
4113,PGC24655,36.179,0.008909786023573927,1.968
4114,PGC24656,23.373,0.007289173351969367,0.446
4115,PGC24657,,,
4116,PGC24661,,,
4117,PGC2466309,,,
4118,PGC24673,29.001,0.008851156195680082,0.712
4119,PGC24676,,,
4120,PGC24682,,,
4121,PGC2468432,,,
4122,PGC24685,,,
4123,PGC24688,24.77,0.0018715370361342648,0.749
4124,PGC24699,,,
4125,PGC2470,21.429,0.007842579873649308,0.635
4126,PGC24709,,,
4127,PGC2471,21.194,0.006390903606656234,0.516
4128,PGC24711,,,
4129,PGC24720,,,
4130,PGC24721,23.507,0.015466595505131261,0.713
4131,PGC24722,,,
4132,PGC24723,43.164,0.0073268993644589,0.73
4133,PGC247255,12.301,0.019872853334025695,0.446
4134,PGC24726,,,
4135,PGC24736,,,
4136,PGC24737,,,
4137,PGC24741,,fit fail,fit fail
4138,PGC24747,,,
4139,PGC24749,,,
4140,PGC24755,16.542,0.0008013978397619188,1.408
4141,PGC24760,27.461,0.01651363140394906,0.718
4142,PGC24774,,,
4143,PGC24775,29.813,0.01251800933356488,2.025
4144,PGC24778,25.706,0.011609639842024986,0.712
4145,PGC2478,32.007,0.036545663446197356,0.954
4146,PGC24784,,,
4147,PGC24789,7.812,0.0015251943140739464,1.129
4148,PGC2479,25.086,0.023414531836354398,0.555
4149,PGC24790,,,
4150,PGC24792,,,
4151,PGC24795,25.069,0.005113335956516987,1.943
4152,PGC24811,,,
4153,PGC24817,28.222,0.006653054346182392,0.199
4154,PGC24819,20.336,0.010062412975196082,0.294
4155,PGC2482,,,
4156,PGC24821,,,
4157,PGC24823,,,
4158,PGC24829,,,
4159,PGC2483201,,,
4160,PGC24834,21.378,0.01255817639226944,0.628
4161,PGC24838,24.502,0.0006319402081048301,1.774
4162,PGC24840,,,
4163,PGC2484042,,,
4164,PGC24844,,,
4165,PGC24846,,,
4166,PGC24854,,,
4167,PGC24860,,,
4168,PGC24870,69.75,0.012079287453863973,0.417
4169,PGC24872,,fit fail,fit fail
4170,PGC24875,23.443,0.003871549709055797,0.83
4171,PGC24877,,,
4172,PGC24882,33.127,0.0035861303275313283,2.977
4173,PGC24884,,,
4174,PGC24885,,,
4175,PGC24887,25.789,0.009878405836518151,0.578
4176,PGC24890,18.539,0.057769787644143894,0.507
4177,PGC24893,55.761,0.012475162140207031,0.33
4178,PGC24898,113.047,0.0012321911127906738,2.164
4179,PGC24903,,,
4180,PGC24910,,,
4181,PGC24913,14.681,7.782298366663774e-05,3.998
4182,PGC2491615,,,
4183,PGC24918,,,
4184,PGC2492,28.594,0.012792377897099473,0.542
4185,PGC24920,,,
4186,PGC24923,17.364,0.002025997776180686,0.763
4187,PGC24926,,,
4188,PGC24928,74.223,0.005619022581145159,0.895
4189,PGC2493,,,
4190,PGC24930,123.389,0.014400359067716625,0.599
4191,PGC24937,,,
4192,PGC24938,21.322,0.012862693090659252,0.63
4193,PGC249400,,,
4194,PGC24947,,,
4195,PGC24949,40.578,0.0016112393392422005,4.294
4196,PGC24959,,,
4197,PGC24961,,,
4198,PGC24966,,,
4199,PGC24967,32.512,0.009553065469338774,0.492
4200,PGC24970,29.896,0.008623174612183085,0.4
4201,PGC24982,,,
4202,PGC24995,15.47,0.01204841237036198,0.609
4203,PGC24996,45.224,0.004770743116790668,1.026
4204,PGC24997,,fit fail,fit fail
4205,PGC25003,85.665,0.00011800978588947112,4.47
4206,PGC25007,148.589,2.7283093105711583e-05,3.159
4207,PGC2501,21.654,0.0011563262056792604,0.812
4208,PGC25012,,,
4209,PGC25018,33.78,0.00021119898691414845,2.025
4210,PGC25020,11.234,0.01713019004976256,0.53
4211,PGC2502348,32.349,0.0007392686301144662,2.731
4212,PGC25024,,,
4213,PGC25029,26.222,0.01737063959946403,0.621
4214,PGC25035,,,
4215,PGC2504,23.164,0.010787641869497874,0.471
4216,PGC25062,20.692,0.005675543073519696,0.651
4217,PGC25063,,,
4218,PGC25065,76.332,0.003440101626184204,0.664
4219,PGC25067,,,
4220,PGC25069,56.485,0.0012396508059725662,1.76
4221,PGC25075,,,
4222,PGC25077,17.565,0.0041362827505606594,0.442
4223,PGC25080,,,
4224,PGC25081,131.433,0.0012253004272831103,1.806
4225,PGC25085,117.581,2.3042786721114826e-05,4.703
4226,PGC25086,25.445,0.0031031775616410205,0.427
4227,PGC25089,,,
4228,PGC25097,45.537,0.016879196473599353,0.246
4229,PGC25102,32.641,0.009047948751044544,0.428
4230,PGC25103,,,
4231,PGC25109,52.381,0.00022484322535224082,3.926
4232,PGC25113,19.291,0.006399551861226939,0.554
4233,PGC25116,,,
4234,PGC25120,,,
4235,PGC25123,15.841,0.001699795341235494,0.608
4236,PGC25128,21.117,0.023544806420171406,0.464
4237,PGC25130,86.985,0.0011274337004116286,3.575
4238,PGC25141,18.552,0.06065560944345637,0.491
4239,PGC25142,46.213,0.0002046201109281686,2.314
4240,PGC25145,20.861,0.014714455650065572,0.515
4241,PGC25146,44.361,0.0009747011783017478,1.757
4242,PGC25152,31.242,0.024522584738397298,0.281
4243,PGC25155,19.952,0.04736235757913039,0.656
4244,PGC25159,,fit fail,fit fail
4245,PGC25161,68.334,0.0038347657870543856,0.428
4246,PGC25166,28.757,0.001340657918551252,0.791
4247,PGC25169,113.133,0.005645979217694481,3.373
4248,PGC25172,15.733,0.006970063212872971,0.551
4249,PGC25189,15.136,0.01008288921266516,0.523
4250,PGC25197,46.118,0.011066281909969453,0.538
4251,PGC25198,,fit fail,fit fail
4252,PGC25202,,,
4253,PGC25208,26.26,0.00010457739237508022,1.869
4254,PGC25214,17.143,0.004410186235505792,0.621
4255,PGC25221,38.309,0.011462415159178311,1.762
4256,PGC25225,40.643,0.00909669802057514,2.25
4257,PGC25227,,,
4258,PGC25231,36.617,0.0130126523939581,0.647
4259,PGC25232,,,
4260,PGC25234,29.024,0.008536373308465923,0.656
4261,PGC25235,25.066,0.014556239186444832,0.385
4262,PGC25236,138.086,0.00019431890682257714,3.806
4263,PGC25237,31.697,0.04219238782309711,0.2
4264,PGC25242,62.563,0.0007694205753815465,4.269
4265,PGC25245,,,
4266,PGC25248,42.561,0.020341565806626636,0.182
4267,PGC25257,,,
4268,PGC25258,31.124,0.014337770795834752,0.737
4269,PGC25259,14.75,0.01195241413381275,0.73
4270,PGC2526,,,
4271,PGC252703,,fit fail,fit fail
4272,PGC25273,,,
4273,PGC25274,,,
4274,PGC25275,41.805,0.004659578303054171,0.759
4275,PGC25280,,,
4276,PGC25281,,,
4277,PGC25284,11.124,0.09751981993231107,0.482
4278,PGC25287,22.433,0.012851154584913782,0.652
4279,PGC25288,134.263,0.006056063746055095,0.852
4280,PGC25291,,,
4281,PGC25292,,,
4282,PGC25300,,,
4283,PGC25301,,,
4284,PGC25304,,,
4285,PGC25305,22.49,0.006970962946029085,0.549
4286,PGC25309,,,
4287,PGC25318,,,
4288,PGC25324,,,
4289,PGC25331,35.243,0.01052156914090439,0.919
4290,PGC25332,12.563,0.03937332566134734,0.419
4291,PGC253439,,,
4292,PGC253458,,,
4293,PGC25347,,,
4294,PGC25350,34.491,0.012386358345427078,0.355
4295,PGC25352,22.304,0.0002688853941227305,1.562
4296,PGC2536,,,
4297,PGC25369,,,
4298,PGC25370,52.44,0.001997061606975862,4.048
4299,PGC25371,42.608,0.0026433768745794395,1.256
4300,PGC25374,,,
4301,PGC25376,32.267,0.008095082542604413,2.833
4302,PGC2538246,17.232,0.015369542955038644,0.398
4303,PGC25384,24.461,0.02890728982535159,0.304
4304,PGC25389,,,
4305,PGC25398,,,
4306,PGC25399,70.579,0.0011777578702663934,2.621
4307,PGC25400,,,
4308,PGC25402,9.226,0.014370248661969455,0.497
4309,PGC25403,22.58,0.02078829083553523,0.747
4310,PGC25407,,,
4311,PGC25408,10.985,0.4507792138309582,0.534
4312,PGC25412,27.455,0.00827440970229793,0.631
4313,PGC25419,14.251,0.010797247592149348,0.565
4314,PGC2542248,,,
4315,PGC25423,33.494,0.012286174664415067,0.471
4316,PGC25425,30.38,0.0033012427724449663,3.345
4317,PGC25427,31.182,0.0033645118250940397,1.99
4318,PGC25441,,,
4319,PGC25443,,,
4320,PGC25446,41.0,0.0016647793333487448,3.418
4321,PGC25448,,,
4322,PGC2544854,10.045,0.005126771069126977,0.553
4323,PGC25451,32.95,0.013421781874385964,0.492
4324,PGC25453,,fit fail,fit fail
4325,PGC25454,19.759,0.034109829625783634,0.51
4326,PGC25458,12.748,0.02379281236668301,0.452
4327,PGC25467,28.68,0.009106394180361944,1.859
4328,PGC25472,44.074,0.004508110821082977,0.563
4329,PGC25473,,,
4330,PGC25478,21.271,9.718294797075625e-05,1.595
4331,PGC25480,26.55,0.007801655781183544,1.829
4332,PGC25487,150.814,8.28339508049811e-06,3.716
4333,PGC25496,15.677,0.026868736959842834,0.436
4334,PGC25498,,,
4335,PGC255,,,
4336,PGC25502,,,
4337,PGC25507,13.643,0.0002955789853127821,0.529
4338,PGC25508,,,
4339,PGC25512,47.096,0.003563471576732709,3.046
4340,PGC25513,49.733,0.005491163337441695,3.591
4341,PGC2551342,,,
4342,PGC25515,,,
4343,PGC25517,16.793,0.0010189490648745214,0.577
4344,PGC25525,42.212,0.00649399306218807,2.898
4345,PGC25527,33.373,0.013247665856260853,0.246
4346,PGC2553,19.935,0.004971770006161989,0.573
4347,PGC25535,,,
4348,PGC255486,25.958,0.0018205399715925216,2.574
4349,PGC25551,50.594,0.006508282711826219,0.857
4350,PGC25556,,,
4351,PGC25558,,,
4352,PGC25561,24.544,0.008203454134157724,0.758
4353,PGC25562,,,
4354,PGC25563,,,
4355,PGC25570,,,
4356,PGC2559,22.946,0.0011157265952004569,0.429
4357,PGC25603,20.894,0.008189923854101848,1.974
4358,PGC25606,69.64,0.0015385652255964504,4.326
4359,PGC25618,,,
4360,PGC2562213,,,
4361,PGC25640,42.352,0.030975273009894767,0.144
4362,PGC25644,,,
4363,PGC25646,,,
4364,PGC25653,15.97,0.014117868328821575,0.71
4365,PGC25654,24.635,0.007324358873316303,0.347
4366,PGC25676,83.343,0.019858307108992133,0.14
4367,PGC25677,20.832,0.006102577364789477,0.485
4368,PGC25679,,,
4369,PGC25690,,,
4370,PGC25719,,,
4371,PGC2572,,,
4372,PGC25732,,,
4373,PGC25735,26.215,0.009711191773709679,0.399
4374,PGC25737,13.758,0.01007497487001627,0.475
4375,PGC257475,14.771,0.008674008628070148,0.518
4376,PGC25754,27.153,0.002246347651593453,1.897
4377,PGC25757,,,
4378,PGC25761,,,
4379,PGC2576327,,,
4380,PGC2578,,,
4381,PGC25780,25.813,0.030837784905156707,0.661
4382,PGC25781,31.9,0.009755278202351595,0.527
4383,PGC25783,32.536,0.005242680460619581,0.65
4384,PGC25784,24.527,0.0011385486826074173,0.347
4385,PGC257879,,,
4386,PGC25795,32.749,9.88869034305168e-05,2.367
4387,PGC25799,,,
4388,PGC25806,75.593,0.018771953355190045,0.338
4389,PGC25807,,,
4390,PGC25816,,,
4391,PGC25822,,,
4392,PGC25828,17.959,0.00025206520915598273,0.412
4393,PGC25842,30.954,0.022939553162525578,0.421
4394,PGC25845,17.818,0.016042566170647823,0.411
4395,PGC25852,80.434,8.76406894081476e-05,2.902
4396,PGC25855,,,
4397,PGC25858,,,
4398,PGC25861,38.314,0.011918630247767951,0.089
4399,PGC2586382,,,
4400,PGC25864,,,
4401,PGC25870,,,
4402,PGC25876,,,
4403,PGC25886,,,
4404,PGC2590277,,fit fail,fit fail
4405,PGC25903,,,
4406,PGC25906,,fit fail,fit fail
4407,PGC25907,,,
4408,PGC25910,,,
4409,PGC25911,16.826,0.009743443301455436,0.417
4410,PGC25915,,,
4411,PGC25917,,,
4412,PGC25919,24.747,0.005072586931719481,0.548
4413,PGC2592474,18.212,0.004518867665558017,0.604
4414,PGC25926,,,
4415,PGC2592927,51.225,-0.020936744175396104,0.478
4416,PGC25932,,,
4417,PGC25938,18.891,0.03933418681866469,0.342
4418,PGC25939,,,
4419,PGC2593978,,fit fail,fit fail
4420,PGC25940,31.874,0.00857135428819241,0.32
4421,PGC25943,,,
4422,PGC25946,43.918,0.020148487220878322,0.774
4423,PGC25955,62.701,0.0001627378266648537,3.57
4424,PGC25956,34.704,0.007401824169859804,0.569
4425,PGC25958,,,
4426,PGC25960,,,
4427,PGC25964,,,
4428,PGC25967,15.63,0.014481200517239643,0.366
4429,PGC2597,22.941,0.018824922393177224,0.61
4430,PGC25973,,,
4431,PGC25976,19.795,0.027526723991812357,0.511
4432,PGC25980,,,
4433,PGC25982,,,
4434,PGC25985,,,
4435,PGC25986,,,
4436,PGC2599,18.334,0.0058622461281575096,0.564
4437,PGC25992,,,
4438,PGC25996,21.971,0.010769085223752684,0.398
4439,PGC25999,,,
4440,PGC2600,20.612,0.0324991855964323,0.435
4441,PGC26001,,,
4442,PGC26003,,,
4443,PGC26008,25.32,0.0026270696918346548,2.073
4444,PGC26014,15.389,0.01920621358357626,0.541
4445,PGC26017,,,
4446,PGC26018,39.237,0.028319644387801383,0.49
4447,PGC26024,13.495,0.04099078264023415,0.411
4448,PGC26026,,,
4449,PGC26028,37.692,0.009237739991314347,0.195
4450,PGC26034,16.522,0.05285971946729103,1.476
4451,PGC26038,,,
4452,PGC26044,15.243,0.023792292032834367,0.48
4453,PGC26051,,,
4454,PGC26056,,,
4455,PGC26062,,,
4456,PGC26063,15.498,0.005086483884255697,0.264
4457,PGC26066,,,
4458,PGC26068,29.503,0.013750507060377155,0.357
4459,PGC26071,79.873,0.004319835256836663,0.832
4460,PGC26082,,,
4461,PGC26083,,,
4462,PGC26091,,,
4463,PGC26093,,,
4464,PGC26096,,,
4465,PGC2609758,,,
4466,PGC26100,,,
4467,PGC26101,,,
4468,PGC26102,,,
4469,PGC26108,,,
4470,PGC26109,39.783,0.004543720575631582,3.114
4471,PGC26111,27.553,0.0073241633573434255,2.508
4472,PGC26114,,,
4473,PGC26122,245.143,0.0008453503780844232,1.04
4474,PGC26123,58.859,4.4770538760404216e-05,3.233
4475,PGC26133,35.29,0.014626244314781192,0.942
4476,PGC2614,,,
4477,PGC26144,,,
4478,PGC2614779,,fit fail,fit fail
4479,PGC26150,19.772,0.016313937922956306,0.388
4480,PGC26151,40.235,0.007035417593808611,0.211
4481,PGC26154,,,
4482,PGC26157,48.965,0.011661975775737419,0.232
4483,PGC26162,,,
4484,PGC26165,18.732,0.014953197104592156,0.548
4485,PGC2617,21.745,0.012432927943031172,0.507
4486,PGC26170,,,
4487,PGC26180,9.696,0.05608203555726757,0.714
4488,PGC26188,,,
4489,PGC26189,,,
4490,PGC26192,,,
4491,PGC26194,,,
4492,PGC26195,,,
4493,PGC26205,,,
4494,PGC26218,31.136,0.007852203546369996,1.83
4495,PGC2622,,,
4496,PGC26223,,,
4497,PGC26224,,,
4498,PGC26231,,,
4499,PGC26232,39.089,0.009333374315950741,1.418
