col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2
NGC5336,12.4,49250,NGC5336,0.010181663557887,9.670713,37.566437,LT,NGC5336,,13.3,0.809,89.91,1.575,13.45,1.1254315685497516,41.779998779296875,b'SABc',5.900000095367432,20.587500000000002,0.1527455841394853,0.6533090467516696,0.6023072252580449,20.588,0.1527455841394853,0.6532931804934913,0.6022925976296872,0.674,0.3936915887850468,0.005711002710143736,0.483,19.259,0.8136263041416377,25.304,0.07969067199472166,1.712
NGC5337,15.6,49275,NGC5337,0.013829892501235,10.579598,53.21,LT,NGC5337,,12.43,0.435,24.36,1.411,17.98,4.291640252982955,66.8499984741211,b'SBab',1.7000000476837158,19.5975,0.456577139580531,0.9174639622400816,0.7960199004975124,19.598,0.456577139580531,0.9174405551586897,0.7959995917950812,,,0.00012407611981346816,0.335,28.062,1.0280648376436028,19.063,0.1723469537525595,0.619
NGC5338,19.0,49353,NGC5338,0.0161740481853485,9.091207,12.8,ET,NGC5338,,12.7,0.552,104.79,4.052,29.14,,90.0,b'S0  ',-2.0,,,,,,,,,0.943,,,,,,,,
NGC5339,28.1,49388,NGC5339,0.015164173208177,10.053429,27.0,LT,NGC5339,,11.59,0.642,78.16,2.909,50.77,5.146053448418984,36.970001220703125,b'Sa  ',1.2999999523162842,23.0598,0.35933314528136256,2.2016669702252405,1.2185708462345728,23.06,0.3593331452813624,2.201647875108413,1.2185602775368605,0.819,0.7951456310679611,0.00043753484183229273,0.256,30.673,0.9291643162220967,24.818,0.13515592492924652,1.03
NGC5346,22.1,49322,NGC5346,0.0129962703213095,9.630435,30.9,LT,NGC5346,,13.45,0.484,160.53,1.586,27.12,0.8973795763935298,67.98999786376953,b'SABc',5.900000095367432,28.4634,0.03223508527742004,0.9528025464280445,0.7764357033945348,28.463,0.032235085277420035,0.9528159364789376,0.776446614903559,0.779,0.9641089108910891,0.00012193221548545879,0.383,32.633,1.000351456788388,28.453,0.017974626192237705,0.808
NGC5347,7.8,49342,NGC5347,0.0135150849819183,10.08552,39.0,LT,NGC5347,Fit fails,,,,,,,45.279998779296875,b'Sab ',2.0,12.241800000000001,1.1731439423203023,,0.6371612017840513,12.242,1.1731439423203023,,0.6371507923541905,,,0.00012827385276302467,0.265,32.059,0.11786567049218209,103.864,14.437842116261827,4.642
NGC5348,38.5,49411,NGC5348,0.0323458649218082,9.182968,15.2,LT,NGC5348,,12.93,0.168,177.37,1.623,45.98,,90.0,b'SBbc',3.799999952316284,,,,,,,,,1.298,,,,,,,,
NGC5350,28.0,49347,NGC5350,0.0223778709769248,10.685432,30.9,LT,NGC5350,,10.95,0.843,40.93,1.402,34.87,1.61333245730596,54.13999938964844,b'Sbc ',3.5999999046325684,43.7553,0.3567453413401263,0.7969320288056533,0.6399224779626697,43.755,0.3567453413401262,0.796937492857959,0.6399268655010856,0.927,0.6975169300225734,0.0008177114575869504,0.835,48.301,0.9849405726634253,44.424,0.23533729462204453,1.329
NGC5353,13.9,49356,NGC5353,0.0197614468634128,10.99224,30.9,ET,NGC5353,Fit uncertain,10.17,0.472,142.89,3.196,20.65,0.7261706731589757,81.87000274658203,b'S0  ',-2.0999999046325684,15874.677899999999,6.072988254395361,0.0013008137947794203,0.0008756083170670192,30.854,6.083300984273096,0.6692811304855124,0.45050884812342,,,0.0007518887646553517,1.09,32.267,1.015435247655093,30.385,2.094238334110823,0.925
NGC5354,24.6,49354,NGC5354,0.0252242758870124,11.396607,41.077145,ET,NGC5354,Fit uncertain,9.6,0.88,82.35,8.96,168.16,,90.0,b'S0  ',-2.0999999046325684,,,,,,,,,2.309,,,,,,,,
NGC5355,12.0,49380,NGC5355,0.009590002708137,10.046646,38.14173,ET,NGC5355,,12.82,0.712,12.26,4.221,10.7,0.3069019755503084,62.27000045776367,b'S0  ',-2.0,29.412,0.4556358875171835,0.363797089623283,0.4079967360261118,29.412,0.45563588751718354,0.363797089623283,0.4079967360261118,,,3.0302457754834298e-05,3.454,128.969,0.04506287843502561,652.688,0.16237047870028662,6.54
NGC5356,32.3,49468,NGC5356,0.0235949344933033,9.719137,15.2,LT,NGC5356,,11.83,0.195,15.3,0.787,40.4,,90.0,b'Sbc ',3.799999952316284,,,,,,,,,0.947,,,,,,,,
NGC5360,22.9,49513,NGC5360,0.0091373175382614,9.014927,15.2,LT,NGC5360,,13.31,0.275,68.6,1.77,35.35,1.1215704176398575,62.290000915527344,b'S0-a',0.10000000149011612,26.073,0.01728885103911522,1.3558086909830094,0.8783032255590073,26.073,0.017288851039115212,1.3558086909830094,0.8783032255590073,0.75,0.8305647840531561,0.012921455870091575,2.309,28.508,1.1216123203992086,23.246,0.008224733419153927,0.903
NGC5362,22.2,49464,NGC5362,0.0157695282250642,10.001631,30.9,LT,NGC5362,,12.36,0.425,87.75,1.221,24.21,0.2780497659531908,70.20999908447266,b'Sb  ',3.4000000953674316,28.0413,0.3390197324104882,0.8633693872965947,0.7916894009906816,28.041,0.3390197324104883,0.8633786241574837,0.7916978709746443,0.961,1.3021680216802167,0.0007862574092619294,0.334,32.114,0.9917592134116149,28.274,0.16984927251144422,0.738
NGC5363,32.0,49547,NGC5363,0.0347391180694103,10.694579,15.2,LT,NGC5363,,9.07,0.749,132.25,5.623,55.59,0.8293532345376537,53.689998626708984,b'S0-a',0.10000000149011612,27.846,1.6695546605751292,1.9963369963369964,1.149177619765855,19.454,1.8606489836396032,2.857510023645523,1.644905931942017,1.4,1.4170040485829958,0.00953810375332543,2.264,38.867,0.9809398951189996,19.832,4.428005921845672,0.988
NGC5364,70.9,49555,NGC5364,0.0316824540495872,10.221305,15.2,LT,NGC5364,,10.05,0.669,39.1,1.868,89.72,2.9888863353090223,67.51000213623047,b'Sbc ',4.0,84.95460000000001,0.22682866424950976,1.0560934899346237,0.8345634020994742,84.955,0.22682866424950957,1.0560885174504149,0.8345594726619976,6.096,4.583458646616541,0.00033440710229892595,0.666,96.498,1.0054679085841431,84.493,0.08611840278687174,1.33
NGC5371,48.0,49514,NGC5371,0.0331755988299846,10.937645,30.9,LT,NGC5371,,10.09,0.718,17.63,1.285,61.13,3.595630578295212,53.970001220703125,b'Sbc ',4.0,88.21170000000001,4.388015574377464,0.692991972720172,0.5441455045079053,989.872,18.697166538077923,0.06175545929170641,0.04849111804354503,1.17,0.6260032102728732,0.00022757900214717623,0.079,72.648,16.262868220875024,60.867,1.4933319118748407,1.869
NGC5375,24.4,49604,NGC5375,0.0195352416485548,10.384985,30.6,LT,NGC5375,,10.9,0.581,172.01,7.925,122.23,1.1372196176221652,44.84000015258789,b'SBab',2.5,20.070899999999998,1.2363124912475691,6.08991126456711,1.2156903776113677,20.071,1.236312491247568,6.089880922724328,1.215684320661651,0.761,0.6899365367180417,4.302416584857772e-05,0.245,55.048,1.069426683716965,18.768,0.46179270315059046,1.103
NGC5376,20.8,49489,NGC5376,0.0123543171212077,10.32796,29.8,LT,NGC5376,,11.62,0.581,65.37,1.302,23.32,0.4569786245055214,54.75,b'SABa',2.4000000953674316,21.6189,0.5226105951675771,1.0786857795725038,0.962121106994343,21.619,0.5226105951675769,1.078680790045793,0.9621166566446182,1.397,1.9006802721088436,0.0005277678322857094,0.303,24.302,1.0163603027596257,21.271,0.4348658381143454,0.735
NGC5377,27.1,49563,NGC5377,0.0303262509405612,10.667228,28.0,LT,NGC5377,,10.47,0.474,41.34,5.866,54.14,3.8024872546222745,77.19000244140625,b'Sa  ',1.0,42.2424,3.472934671345655,1.2816506637880423,0.6415355188152189,39.904,4.278552574184526,1.356756214915798,0.6791299117882919,0.949,0.6947291361639824,0.0025148805321506644,3.517,200.47,1.030605129264702,38.719,3.3735316023442485,1.366
NGC5383,25.3,49618,NGC5383,0.0206451844424009,10.487239,30.9,LT,NGC5383,,10.82,0.674,106.02,4.048,44.71,0.8176579466309247,42.279998779296875,b'Sb  ',3.0999999046325684,17.784000000000002,1.3079952630663443,2.5140575798470532,1.4226270805218173,17.784,1.307995263066344,2.5140575798470537,1.4226270805218175,0.773,0.8764172335600907,0.043611258852301896,3.271,60.302,1.1057638500279798,16.083,1.0418172693728427,0.882
NGC5403,16.1,49820,NGC5403,0.0229519084095954,10.616051,37.0,LT,NGC5403,,11.47,0.153,139.96,2.354,24.92,1.688222856408422,78.80999755859375,b'SBb ',2.9000000953674316,54.0198,2.887367439081345,0.46131233362581875,0.2980388672301638,32.35,2.8873674390813444,0.7703245749613602,0.4976816074188563,,,8.51224133921569e-06,0.475,62.629,1.023151369473085,31.618,1.8549665822915389,0.758
NGC5422,17.4,49874,NGC5422,0.0234325062483549,10.39195,26.8,ET,NGC5422,,11.15,0.351,153.4,5.16,27.11,,90.0,b'S0-a',-1.399999976158142,,,,,,,,,0.759,,,,,,,,
NGC5425,19.3,49889,NGC5425,0.013177067041397,9.533549,30.5,LT,NGC5425,,13.33,0.252,126.66,1.179,24.4,0.5191867658110666,77.16000366210938,b'Sc  ',6.5,28.4778,0.0773024423747879,0.8568077590263293,0.67772089136099,28.478,0.07730244237478787,0.8568017416953437,0.6777161317508252,2.63,3.49269588313413,0.0010390867798948068,0.488,32.469,0.9668964112314535,29.453,0.03936777713755917,0.753
NGC5426,22.9,50083,NGC5426,0.0255163591355085,10.02002,27.0,LT,NGC5426,,11.44,0.475,177.5,3.074,33.16,0.6996891738081621,69.68000030517578,b'Sc  ',5.0,37.313100000000006,1.4370705882874792,0.8886959271676701,0.6137254744312318,66.596,3.0865723274726533,0.4979278034716799,0.3438644963661481,,,0.0008418553346719513,0.41,49.206,1.1041549225718739,60.314,0.9802679190590304,2.454
NGC5427,29.0,50084,NGC5427,0.0300482232123613,10.317301,27.0,LT,NGC5427,,10.73,0.894,78.17,2.801,43.06,,25.489999771118164,b'SABc',5.0,,,,,,,,,0.855,,,,,,,,
NGC5430,12.8,49881,NGC5430,0.0181894171983003,10.397187,42.0,LT,NGC5430,,10.96,0.581,163.3,7.238,32.27,0.59115019157939,50.25,b'SBb ',3.0999999046325684,23.6367,10.232000267754627,1.365249802214353,0.5415307551392537,15.756,10.232000267754627,2.048108657019548,0.8123889312008125,1.933,2.250291036088475,0.002003577978948665,0.057,31.395,1.0408931756622843,15.137,4.947342129773498,0.859
NGC5443,28.8,49993,NGC5443,0.0140222813934087,10.395917,30.48,LT,NGC5443,,11.34,0.396,40.32,2.821,42.47,1.8472134880428115,77.41999816894531,b'Sb  ',2.799999952316284,54.7704,0.4418583793419381,0.775418839373092,0.5258314710135401,54.77,0.44185837934193756,0.775424502464853,0.5258353113018075,2.042,1.0418367346938775,1.982607570163006e-05,0.311,46.617,1.0071717543214418,54.38,0.1578626095414343,1.96
NGC5448,31.2,50031,NGC5448,0.0313919819891452,10.559195,30.5,LT,NGC5448,,10.9,0.414,102.3,4.602,55.36,1.1214236282477976,64.41999816894531,b'Sa  ',1.399999976158142,38.322,7.915699312644995,1.444601012473253,0.8141537498042899,54.315,7.915699312644997,1.0192396207309216,0.5744269538801436,0.708,0.5746753246753247,0.00017450897195880075,0.144,57.115,1.7290612166937254,31.413,1.8445965560148745,1.232
NGC5452,19.8,49426,NGC5452,0.0104428436607122,9.605239,33.1,LT,NGC5452,,13.66,0.751,101.65,0.87,21.11,0.2473514348790833,51.38999938964844,b'SABc',6.699999809265137,23.989500000000003,0.02064937263375329,0.8799683194731027,0.8253610954792721,23.99,0.020649372633753292,0.8799499791579826,0.8253438932888705,2.181,3.0632022471910116,,,,1.0525623025623023,22.792,0.0076101042845300474,0.712
NGC5457,240.5,50063,NGC5457,0.1999028027057647,10.38583,6.96,LT,NGC5457,,7.79,0.874,49.72,1.312,220.99,0.4539307135784956,18.0,b'SABc',5.900000095367432,197.5455,4.171819410150815,1.118678987878742,1.2174410452275553,287.602,6.008438144481598,0.7683882587742784,0.8362250610218288,3.083,1.4723018147086917,0.0007608325059970583,0.254,212.456,1.0498377435216042,273.949,2.0967177293414756,2.094
NGC5464,12.5,50356,NGC5464,0.0115032019093632,9.326896,28.4,LT,NGC5464,,13.13,0.475,82.03,1.448,16.29,2.257425046768325,68.83000183105469,b'SBm ',9.5,64.0746,0.3392064847264581,0.25423490743601984,0.19508510392573655,64.075,0.3392064847264581,0.25423332032774093,0.19508388607101051,,,0.08654976992808015,0.511,19.644,1.7136935009360792,37.39,0.1538530246106604,2.165
NGC5468,31.7,50323,NGC5468,0.0189591441303491,9.857993,30.0,LT,NGC5468,,11.32,0.917,21.08,4.241,81.88,,20.959999084472656,b'SABc',6.0,,,,,,,,,,,,,,,,,
NGC5470,25.5,50317,NGC5470,0.021667992696166,9.532399,15.2,LT,NGC5470,,12.42,0.087,62.11,0.716,36.01,,90.0,b'Sb  ',3.299999952316284,,,,,,,,,,,,,,,,,
NGC5472,6.1,50345,NGC5472,0.0121848089620471,9.659253,30.0,LT,NGC5472,,12.95,0.326,38.47,3.434,6.92,,90.0,b'Sab ',2.0999999046325684,,,,,,,,,2.269,,,,,,,,
NGC5473,13.2,50191,NGC5473,0.0165889449417591,10.56522,26.8,ET,NGC5473,,10.6,0.905,119.24,6.426,26.6,2.2694048895118795,47.720001220703125,b'E-S0',-2.5999999046325684,48.447,0.911037361167911,0.54905360497038,0.27246269118830885,48.447,0.9110373611679106,0.54905360497038,0.27246269118830885,1.334,0.5051117001135934,0.004376578528383175,4.289,98.171,1.1403318818406498,42.485,0.34431098622406014,2.641
NGC5474,62.7,50216,NGC5474,0.0199442971497774,8.669164,5.62,LT,NGC5474,,11.1,0.866,15.96,2.471,84.89,1.9028757021370664,50.0,b'Sc  ',6.099999904632568,44.541000000000004,0.05695312543749657,1.90588446599762,1.407691789587122,44.541,0.0569531254374966,1.9058844659976204,1.4076917895871222,,,0.0018422232028430072,1.728,81.464,0.9621748898297761,46.292,0.027491060306316924,1.386
NGC5476,18.1,50429,NGC5476,0.0117170633748173,10.012759,39.318752,LT,NGC5476,,12.64,0.787,117.64,1.103,20.87,,23.56999969482422,b'SABd',7.800000190734863,,,,,,,,,0.624,,,,,,,,
NGC5477,27.0,50262,NGC5477,0.0092431223019957,7.35382,5.62,,NGC5477,,14.27,0.756,83.01,0.865,27.83,0.462149244336573,51.72999954223633,b'Sm  ',8.899999618530273,25.8561,0.0036782298348405997,1.076341753009928,1.0442410108252984,25.856,0.0036782298348405997,1.076345915841584,1.0442450495049505,0.859,1.3134556574923546,0.003144440689586334,0.804,23.401,0.970133573465406,26.652,0.001590540625683975,0.654
NGC5480,20.1,50312,NGC5480,0.0139578562229871,9.918707,30.5,LT,NGC5480,,11.72,0.789,18.42,1.593,22.82,2.144943024001269,41.470001220703125,b'Sc  ',4.900000095367432,20.7009,0.271760307220693,1.1023675299141582,0.9709722765676855,20.701,0.271760307220693,1.1023622047244095,0.9709675861069514,1.017,1.2372262773722627,,,,1.056874457548374,19.587,0.24942264493660599,0.822
NGC5481,15.2,50331,NGC5481,0.0146831357851624,10.271164,30.5,,NGC5481,,11.36,0.808,105.48,8.757,50.8,0.9570834965219396,63.900001525878906,b'E   ',-3.9000000953674316,21.2238,0.2546597006098154,2.393539328489714,0.7161771219103081,21.224,0.2546597006098156,2.393516773464003,0.7161703731624576,0.936,0.9131707317073172,,,,0.9909421981510879,21.418,0.09428589552221135,1.025
NGC5486,19.3,50383,NGC5486,0.0112932445481419,9.200578,28.0,,NGC5486,,13.54,0.725,67.81,1.751,24.15,0.7212533783318609,61.060001373291016,b'SABm',8.699999809265137,25.852500000000003,0.017983797370208464,0.9341456338845371,0.7465428875350546,25.853,0.017983797370208464,0.9341275674003016,0.7465284493095579,,,0.001028118694027952,0.339,28.754,1.0102774521297382,25.59,0.013818918200431978,0.967
NGC5492,11.7,50613,NGC5492,0.013177067041397,9.9890585,35.809635,LT,NGC5492,,12.68,0.203,148.53,1.344,13.98,,90.0,b'Sb  ',3.0999999046325684,,,,,,,,,0.988,,,,,,,,
NGC5496,45.0,50676,NGC5496,0.0224294550716877,9.378503,21.7,LT,NGC5496,,12.51,0.179,172.35,1.581,59.71,3.628094812729589,82.01000213623047,b'SBc ',6.5,64.0926,0.04999951920270725,0.9316208111388834,0.7021091358440755,64.093,0.04999951920270727,0.931614996957546,0.7021047540293012,,,0.00048743389526002953,0.408,79.943,1.0342084456134124,61.973,0.03140701113809034,0.95
NGC5506,9.6,50782,NGC5506,0.024033598601818,10.504905,21.7,LT,NGC5506,No fit,,,,,,,90.0,b'SABa',1.2000000476837158,,,,,,,,,2.029,,,,,,,,
NGC5507,9.0,50786,NGC5507,0.0133296502754092,9.970285,20.0,ET,NGC5507,,11.54,0.692,64.56,5.737,14.27,0.4606207410391816,87.36000061035156,b'S0  ',-2.299999952316284,34.6653,2.034872289009093,0.41165084392750095,0.2596256198561674,10.753,3.047909571840963,1.327071514926067,0.8369757277038966,1.84,0.9059576563269325,0.012618451631222872,0.87,7.029,0.8750101716982668,12.289,17.898546817949722,2.031
NGC5520,10.0,50728,NGC5520,0.0133911771699786,9.920718,30.5,LT,NGC5520,,12.14,0.526,64.15,3.644,11.8,0.3960914494186647,63.849998474121094,b'Sb  ',3.0999999046325684,2268.5724,2.0515718182190703,0.005201509107666125,0.00440805856581875,28.494,2.05157181821907,0.4141222713553731,0.3509510774198077,0.853,0.21871794871794872,0.005967359703107247,0.625,22.804,0.18646197337940243,152.814,1.2974071138327603,3.9
NGC5523,37.5,50895,NGC5523,0.0170144811272621,9.644427,19.8,LT,NGC5523,,12.09,0.264,91.11,1.611,44.1,0.4731134127060063,66.2300033569336,b'SABc',5.800000190734863,30.373199999999997,0.17137741669837037,1.4519378926158588,1.2346410651495399,30.373,0.17137741669837045,1.4519474533302603,1.2346491950087248,0.626,0.7245370370370371,0.0007772649325684711,0.832,51.682,0.9718116081141613,31.254,0.07977309421180202,0.864
NGC5526,12.9,50832,NGC5526,0.0092006539925932,9.722347,27.9,LT,NGC5526,,12.67,0.136,133.85,1.295,17.32,0.6598304448505137,80.69999694824219,b'Sbc ',4.099999904632568,29.195999999999998,0.5047595529582939,0.5932319495821345,0.44184134812988085,29.196,0.504759552958294,0.5932319495821345,0.4418413481298808,,,0.0002127614892395688,0.499,25.42,1.1760725075528702,24.825,0.1273057743529948,0.814
NGC5529,40.1,50942,NGC5529,0.0482857264578342,10.832544,36.0,LT,NGC5529,,10.97,0.098,114.99,1.116,50.49,,90.0,b'SABc',5.099999904632568,,,,,,,,,,,,,,,,,
NGC5534,7.9,51055,NGC5534,0.0113453706726431,9.837771,30.0,LT,NGC5534,,11.63,0.598,71.68,8.456,24.46,,26.329999923706055,b'Sab ',2.0999999046325684,,,,,,,,,,,,,,,,,
NGC5560,19.7,51223,NGC5560,0.0287619791924953,10.029688,23.5,LT,NGC5560,,11.96,0.264,108.58,1.224,21.44,,90.0,b'Sb  ',3.0999999046325684,,,,,,,,,3.936,,,,,,,,
NGC5566,37.8,51233,NGC5566,0.0446497201919555,10.856795,23.5,LT,NGC5566,,9.76,0.658,23.48,5.185,39.53,1.8704481975428464,75.58000183105469,b'SBab',1.600000023841858,38.112300000000005,2.789624027042085,1.037197964961443,0.9918057949795733,121.887,52.94544320639129,0.3243167852190964,0.31012331093553863,1.073,0.29237057220708446,0.00014032265585259667,0.828,76.568,1.141424357353561,106.785,31.193346608798326,3.67
NGC5569,29.6,51241,NGC5569,0.0092857889831066,9.158288,23.5,LT,NGC5569,,13.18,0.735,72.33,2.094,46.32,1.0639083405995755,39.349998474121094,b'SABc',6.0,29.502000000000002,0.00585633345692886,1.5700630465731136,1.0033218086909361,29.502,0.005856333456928862,1.5700630465731138,1.0033218086909363,7.718,7.016363636363636,0.000398701556950205,0.574,25.282,0.9865239926433707,29.905,0.0030975433920343654,1.1
NGC5574,13.5,51270,NGC5574,0.0109854731708765,10.003588,23.9,ET,NGC5574,,11.95,0.457,62.35,2.698,15.64,2.061393249084597,65.0199966430664,b'E-S0',-2.700000047683716,445.7448,0.9183235483657615,0.035087341456366966,0.030286388085738747,445.745,0.9183235483657617,0.03508732571313195,0.03028637449662924,,,2.4904976216002438e-05,0.835,17.175,0.6931440558440125,643.077,2.7835182144105084,7.491
NGC5576,19.0,51275,NGC5576,0.0235949344933033,10.745296000000002,25.5,ET,NGC5576,,10.05,0.695,87.18,6.737,36.53,,90.0,b'E   ',-4.900000095367432,,,,,,,,,0.677,,,,,,,,
NGC5577,36.5,51286,NGC5577,0.0238681510090827,9.888749,23.5,LT,NGC5577,,12.12,0.288,55.12,1.258,43.17,3.717473237236385,83.91999816894531,b'Sbc ',3.799999952316284,39.1221,0.26130837318886957,1.1034683720965899,0.9329765017726552,39.122,0.26130837318886957,1.1034711926793108,0.9329788865599918,0.949,1.3694083694083694,0.0006462313701880362,0.443,44.227,0.9817561293884415,39.849,0.10581921576364993,0.693
NGC5584,46.0,51344,NGC5584,0.026110716164112,9.850979,23.1,LT,NGC5584,,11.66,0.662,148.87,0.94,53.74,0.403814729254835,42.40999984741211,b'SABc',5.900000095367432,45.0387,0.14285495193642178,1.1931960735989273,1.021343866497035,45.039,0.1428549519364219,1.1931881258464887,1.0213370634339127,1.426,1.5826859045504993,0.0012142663235121176,0.204,49.968,1.0165440346679908,44.306,0.04838707268978956,0.901
NGC5585,63.3,51210,NGC5585,0.0355482921004295,8.679317,5.62,LT,NGC5585,,11.29,0.655,33.33,2.073,85.46,2.484028973440272,53.119998931884766,b'SABc',6.900000095367432,61.3395,0.19798576745638197,1.3932294850789457,1.031961460396645,61.34,0.19798576745638177,1.3932181284642973,1.0319530485816757,,,0.01612084487726441,1.907,90.058,1.0212270040789146,60.065,0.09164694920249682,1.468
NGC5587,18.0,51332,NGC5587,0.0177344903349876,10.623595,52.72,LT,NGC5587,,12.17,0.365,163.99,1.965,20.39,,90.0,b'S0-a',0.10000000149011612,,,,,,,,,0.814,,,,,,,,
NGC5595,22.1,51445,NGC5595,0.0176530089229345,9.9781275,28.0,LT,NGC5595,,11.44,0.655,49.67,1.453,22.99,3.16691902317842,63.97999954223633,b'SABc',4.900000095367432,26.390700000000002,1.422545331652146,0.8711402122717471,0.8374162110137283,26.391,1.4225453316521466,0.871130309575234,0.8374066916751924,4.635,5.904458598726114,0.021184756658405825,0.582,30.847,1.0368522374572742,25.453,1.2449210126818118,0.785
NGC5597,26.3,51456,NGC5597,0.0166271850466728,9.886541,28.0,LT,NGC5597,,10.29,0.511,48.22,18.725,849.97,101.28274508834194,39.97999954223633,b'Sc  ',6.0,20.0871,2.062326031116066,42.31422156508406,1.3092980071787366,105.591,5.2672437830884915,8.049644382570484,0.24907425822276522,,,0.0005147893165602131,0.463,0.137,6.000852466469651,17.596,2.1020204533511895,1.394
NGC5600,13.8,51422,NGC5600,0.0132989911362528,9.9496975,28.0,LT,NGC5600,,11.66,0.779,143.22,1.888,18.04,,10.529999732971191,b'SABc',4.800000190734863,,,,,,,,,2.221,,,,,,,,
NGC5602,11.0,51340,NGC5602,0.010884759016335,10.328605,36.391490000000005,LT,NGC5602,,11.75,0.639,167.15,7.529,28.08,2.931474975922963,64.7699966430664,b'Sa  ',0.800000011920929,37.17,0.41918919742851474,0.7554479418886197,0.2959375840731773,37.17,0.4191891974285147,0.7554479418886197,0.2959375840731773,0.673,0.18591160220994477,8.942717929519399e-05,2.178,30.692,0.4299197298110065,86.458,0.22244697499644778,3.62
NGC5604,11.7,51471,NGC5604,0.0149905895814299,10.011771,30.0,LT,NGC5604,,12.11,0.544,7.88,1.124,12.1,1.996011354333514,64.55000305175781,b'SABa',1.5,17.3637,0.976605840429118,0.6968560848206314,0.6738195200331726,17.364,0.9766058404291178,0.6968440451508868,0.6738078783690393,0.956,0.43712848651120256,0.001877667164131444,0.75,31.181,0.4082477135400748,42.533,1.8301022224640924,2.187
NGC5608,38.5,51396,NGC5608,0.0138617707416415,8.710198,17.7,LT,NGC5608,,13.39,0.553,101.55,1.322,42.78,1.2296969261846318,80.30000305175781,b'IB  ',9.800000190734863,37.5885,0.008131157685336263,1.1381140508400174,1.0242494379930032,37.588,0.00813115768533626,1.1381291901670747,1.0242630626795786,0.65,0.5593803786574871,0.0008448139948478937,0.71,47.786,0.7926278942263085,47.422,0.0026070460319774238,1.162
NGC5624,15.0,51568,NGC5624,0.0084882620722055,9.251078,32.299820000000004,LT,NGC5624,,13.78,0.591,9.04,1.078,17.6,0.4256661879921633,55.060001373291016,b'I   ',10.0,16.8228,0.018028966320351225,1.0461992058396938,0.8916470504315571,16.823,0.018028966320351218,1.0461867681150807,0.89163645009808,,,,,,1.0284264580022007,16.358,0.018009099992780296,0.622
NGC5630,19.6,51635,NGC5630,0.0123259015381336,9.497454,31.3,LT,NGC5630,,13.1,0.371,105.48,1.496,20.82,,90.0,b'SBd ',7.800000190734863,,,,,,,,,,,,,,,,,
NGC5631,18.6,51564,NGC5631,0.0162113346159458,10.60173,27.8,ET,NGC5631,,10.58,0.905,134.93,6.35,31.86,,0.0,b'S0  ',-2.0,,,,,,,,,0.597,,,,,,,,
NGC5633,11.9,51620,NGC5633,0.0090744160115718,10.040526,36.5,LT,NGC5633,,11.94,0.645,14.27,0.805,13.18,0.562705462997265,50.75,b'Sb  ',3.200000047683716,15.8616,0.5609642591869305,0.8309376103293489,0.7502395723003985,15.862,0.5609642591869306,0.8309166561593746,0.7502206531332745,0.859,1.49912739965096,,,,1.0229588546369148,15.506,0.4264525356097795,0.573
NGC5636,19.9,51785,NGC5636,0.0113715259358286,9.762878,25.905989,,NGC5636,,12.44,0.634,62.67,2.536,44.31,1.505167797440596,55.5099983215332,b'S0-a',-0.30000001192092896,27.8595,0.032145059153694124,1.5904808054703063,0.7142985337138139,27.86,0.03214505915369413,1.5904522613065328,0.7142857142857143,1.04,1.2249705535924618,0.0001025937388565608,0.617,22.126,1.0291455801411102,27.071,0.018082102060499768,0.849
NGC5645,26.7,51846,NGC5645,0.016819717362523,9.623852,20.0,LT,NGC5645,,12.04,0.674,103.97,2.183,32.7,1.3419049700892005,58.58000183105469,b'SBcd',6.599999904632568,29.967299999999998,0.1591878357920084,1.091189396442122,0.8909711585628335,29.967,0.1591878357920084,1.0912003203523877,0.8909800780858945,,,0.02732522746830133,0.924,26.75,1.086548223350254,27.58,0.12882262419949692,1.004
NGC5658,16.3,51957,NGC5658,0.014784911647439,9.304877,23.1,,NGC5658,,13.53,0.173,117.41,1.562,20.85,,90.0,b'S0-a',-0.8999999761581421,,,,,,,,,,,,,,,,,
NGC5660,26.6,51795,NGC5660,0.0219694282859563,10.296542,38.9,LT,NGC5660,,11.6,0.879,43.23,1.81,30.66,,23.479999542236328,b'SABc',5.199999809265137,,,,,,,,,3.562,,,,,,,,
NGC5661,15.4,51921,NGC5661,0.0095239859074354,9.335833,29.5,LT,NGC5661,,13.29,0.326,15.79,2.521,20.56,0.4620335443134518,60.619998931884766,b'Sb  ',3.200000047683716,79.88130000000001,0.14442980659209878,0.25738189037985104,0.19278604629619195,79.881,0.14442980659209875,0.2573828569997872,0.19278677032085229,0.761,0.5063206919494345,0.002396698906044244,0.438,21.657,3.1269474673138653,25.546,0.04292472705120829,1.503
NGC5665,18.0,51953,NGC5665,0.0156970750540494,9.967179,29.5,LT,NGC5665,,11.77,0.811,171.09,1.351,17.02,0.1932741716027723,53.130001068115234,b'Sc  ',5.0,12055.2039,0.21288507865641876,0.0014118384177641324,0.0014931311116189415,19.616,1.7258466357882938,0.8676590538336052,0.9176182707993474,0.697,0.9547945205479451,0.019019133817536327,0.592,17.485,1.0688170871247207,18.353,1.03100255776153,0.73
