PGC,re,amp,n
PGC10411,34.638,0.8774619470913008,1.632
PGC10413,18.359,2.423174419962183,0.502
PGC1041440,40.192,0.03891391682896514,0.97
PGC1041511,46.885,0.008195448038661353,2.785
PGC1041550,100.678,0.03685341493513417,2.046
PGC10417,20.538,0.09771318378472708,1.194
PGC10419,56.436,0.011702044292587798,4.346
PGC10421,42.18,0.0772077130421172,4.307
PGC1042134,12.064,0.778909897497403,1.082
PGC1042309,22.888,0.08845538492335678,0.733
PGC10431,32.431,0.15063280653317535,2.404
PGC104394,9.941,0.31799610879751233,0.533
PGC10445,,,
PGC1046094,25.731,0.08087790789774299,2.657
PGC1046170,18.021,0.08597747337241662,0.611
PGC104631,11.475,0.33507914729896743,1.313
PGC10464,,,
PGC1047309,,,
PGC10483,,,
PGC104868,11.855,0.10295588568028852,0.546
PGC10488,232.076,0.33828191725453804,5.938
PGC104917,24.699,0.03400136521078168,2.573
PGC10496,32.092,3.242551890372915,1.108
PGC10507,39.877,0.6694187868850842,0.71
PGC1051,21.703,3.0565742499052253,0.545
PGC10512,17.067,1.1038741237166227,0.588
PGC1052018,,,
PGC1052121,26.562,0.03362744554886209,1.929
PGC1052160,,fit fail,fit fail
PGC1053462,8.497,0.6585997125404432,2.117
PGC10535,,,
PGC1053691,9.152,2.8496290145892518,0.692
PGC1054061,,fit fail,fit fail
PGC10542,,,
PGC10559,18.097,1.0931531454489227,1.241
PGC10571,,,
PGC1057446,18.804,0.04414455806793841,1.229
PGC10587,56.265,0.2304551729630048,2.999
PGC10588,,,
PGC1059326,20.931,0.05631542257504829,0.607
PGC10595,12.259,0.6874506842337113,3.025
PGC1059517,,fit fail,fit fail
PGC10597,21.214,2.337535138884077,2.501
PGC10601,,,
PGC10604,21.516,0.11844605098833257,1.39
PGC10606,16.694,0.8615762777557703,0.641
PGC10607,9.32,1.2474023870568898,0.531
PGC10608,,,
PGC1061333,143.851,0.0024468851962543047,2.241
PGC1061666,33.475,0.030716484884076814,2.654
PGC10617,,,
PGC1062175,17.253,0.03498407744618856,0.669
PGC10622,33.074,0.10402985340110299,3.511
PGC10624,,,
PGC10627,35.697,1.8508775159354398,0.118
PGC1063049,12.435,0.07042685517005201,0.517
PGC1063216,39.209,0.010496822954734879,2.027
PGC1063314,12.795,0.047380498264800223,0.446
PGC10637,,,
PGC10645,,,
PGC1064545,26.658,0.03360740098137189,3.01
PGC1064643,41.37,0.00867199177503949,3.554
PGC1065122,19.039,0.024664106323552655,2.683
PGC10652,56.443,0.08545144537028351,1.479
PGC1065295,15.424,0.16875875130364124,0.571
PGC1065381,,,
PGC1065416,,,
PGC1065831,33.872,0.03051858242188522,3.153
PGC10659,20.121,2.940910930921109,0.457
PGC1066179,190.676,0.0023965344531026974,7.526
PGC1066198,,,
PGC10669,28.645,1.5120487014975859,0.432
PGC10670,,,
PGC10673,,,
PGC10683,11.191,0.6512250385560637,0.69
PGC1068443,14.663,0.17534914524400766,0.389
PGC1068535,13.711,0.14227304810826116,0.498
PGC10697,,fit fail,fit fail
PGC1069848,20.256,0.06885758187582,1.56
PGC10705,18.279,2.166789946015634,0.586
PGC10709,,,
PGC1072285,8.212,0.3429855960368046,1.301
PGC10723,11.505,0.09652529072747815,1.109
PGC10747,14.515,0.8640298537341955,0.441
PGC10748,,,
PGC1075005,29.367,0.020515758714765166,1.827
PGC1076468,174.072,0.009546964013390086,7.827
PGC1077281,16.984,0.21318167732582285,0.505
PGC1077876,41.13,0.01920617720794101,1.086
PGC1078188,,,
PGC10789,,,
PGC10792,,,
PGC1079495,12.261,0.181171265664345,0.999
PGC1079648,,fit fail,fit fail
