col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2,Re_mine_w3,mse_w3,n_mine_w3,Re_mine_w4,mse_w4,n_mine_w4
ESO187-051,41.3,66142,ESO187-051,0.0113715259358286,8.199938000000001,16.0,LT,ESO187-051,,13.56,0.414,13.41,2.565,155.44,4.002951677002599,56.119998931884766,b'SBm ',9.0,49.4343,0.0008525082523400147,3.1443754639996926,0.8354523074059913,49.434,0.0008525082523400144,3.144394546263705,0.8354573775134523,1.119,0.4612530915086562,0.00010252546867926274,1.112,53.391,1.1303592252989734,42.026,0.0003309697602424361,1.044,28.325,0.0002438763181159684,0.485,43.733,0.011167779988505391,2.426
ESO202-035,20.5,15455,ESO202-035,0.0233248453587293,9.666147,23.7,LT,ESO202-035,,12.48,0.183,134.0,1.298,25.29,,90.0,b'Sbc ',3.700000047683716,,,,,,,,,,,,,,,,,,,,,,,
ESO202-041,21.0,15650,ESO202-041,0.0109854731708765,8.031951,17.3,,ESO202-041,,15.2,0.488,166.17,1.607,31.56,0.7648278742477495,73.55999755859375,b'SBm ',8.899999618530273,44.2269,0.0014173725138573992,0.7135928586448519,0.4748241454861182,44.227,0.0014173725138573988,0.7135912451669795,0.4748230718791689,1.105,3.8103448275862073,0.0002826024436013722,0.552,35.572,1.337820260745939,38.218,0.0005717645588716213,0.758,37.358,0.000509848263228951,0.625,33.059,0.012110301012487352,0.29
ESO234-043,27.9,64909,ESO234-043,0.0120453294366598,8.884601,19.4,,ESO234-043,,13.66,0.549,62.73,2.252,58.96,0.661049123879938,44.04999923706055,b'SBm ',8.899999618530273,29.347199999999997,0.005435818413583587,2.00905026714644,0.9506869479882238,29.347,0.00543581841358359,2.00906395883736,0.9506934269260912,1.004,0.435197225834417,6.408174910002252e-05,1.214,69.956,0.7294079634140279,40.274,0.0018239124700564842,1.367,59.447,0.00444564450892586,2.875,40.234,0.028068999449505874,2.307
ESO234-049,18.6,65017,ESO234-049,0.0141846528276801,9.1886835,19.4,LT,ESO234-049,,12.79,0.93,164.18,1.391,23.36,0.5361478642862387,51.810001373291016,b'Sbc ',4.099999904632568,27.693900000000003,0.07531559509944803,0.8435070538999562,0.6716280480539035,27.694,0.07531559509944812,0.8435040080883947,0.671625622878602,0.97,1.6782006920415227,0.02904696964230142,0.66,20.164,1.451695759291293,26.854,0.045969654722549394,0.914,19.345,0.4661525188126806,0.584,19.077,0.7865071411448222,0.578
ESO236-039,13.0,67293,ESO236-039,0.0086460709571838,8.169764500000001,21.271582,,ESO236-039,,15.46,0.472,84.56,0.976,16.83,0.7223700535944797,73.66999816894531,b'Sm  ',8.600000381469727,27.2016,0.0036443279471846837,0.618713605082054,0.47791306393741545,27.202,0.0036443279471846846,0.6187045070215424,0.4779060363208587,0.736,1.4431372549019608,0.001767445467205514,0.693,19.624,0.5693296218003725,33.598,0.001208718360701943,0.901,13.505,0.00046467895005941016,0.1,47.779,0.02327117440222213,0.51
ESO237-049,24.7,68450,ESO237-049,0.0208842474967241,9.382571,38.2,LT,ESO237-049,,14.44,0.153,35.91,1.363,29.99,,90.0,b'SBc ',5.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
ESO237-052,19.4,68517,ESO237-052,0.009590002708137,9.218235,38.2,LT,ESO237-052,,14.08,0.452,59.44,1.578,25.88,0.3493257351793054,67.30999755859375,b'SBcd',7.300000190734863,25.2261,0.0111917771727571,1.0259215653628584,0.7690447591978149,25.226,0.0111917771727571,1.0259256322841512,0.7690478078173313,0.824,0.6941870261162594,0.0004682268040071231,0.543,30.79,0.7065908517968684,26.183,0.005618992476045976,0.836,23.553,0.012920025002008591,0.718,35.701,0.06334908190846403,1.187
ESO238-018,13.6,69251,ESO238-018,0.0087060034275054,9.107713,40.476196,LT,ESO238-018,,14.3,0.873,125.42,1.095,15.7,0.2946016087837169,32.369998931884766,b'Sc  ',5.5,33.5655,0.03669046330061678,0.4677421757459296,0.4051779356780027,33.566,0.0366904633006168,0.46773520824643977,0.4051719001370434,2.221,13.88125,0.0037443630683178034,0.431,17.064,2.394492794977886,17.923,0.0074251609393734715,1.248,14.966,0.033233377530008816,0.429,14.018,0.26063920209971114,0.16
ESO240-004,21.7,71501,ESO240-004,0.0146493641659617,8.068342,18.7,LT,ESO240-004,,15.71,0.211,139.88,0.865,25.21,,90.0,b'Scd ',6.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
ESO240-011,28.5,71948,ESO240-011,0.04643215239048,10.918401,41.3,LT,ESO240-011,,11.03,0.115,127.19,1.305,43.82,,90.0,b'Sc  ',5.0,,,,,,,,,,,,,,,,,,,,,,,
ESO245-005,55.2,6430,ESO245-005,0.02791378647089,7.821130999999999,4.55,LT,ESO245-005,,12.73,0.664,123.23,1.05,103.0,,20.8799991607666,b'IB  ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
ESO245-007,63.0,6830,ESO245-007,0.0197614468634128,5.9266315,0.43,LT,ESO245-007,,12.95,0.954,102.61,0.587,88.98,2.238937543153762,35.630001068115234,b'Sm  ',9.5,92.4885,0.00026095751484087536,0.9620655540959147,0.6811657665547608,92.488,0.0002609575148408752,0.9620707551249892,0.6811694490096013,0.707,0.21430736586844498,1.6958631849763404e-05,0.662,41.352,0.006789980887211053,104.404,8.547320673727102e-05,0.749,72.685,0.00029768923279105864,0.051,13621.246,0.018327568213931625,3.299
ESO248-002,42.6,11595,ESO248-002,0.015164173208177,9.331636,22.3,LT,ESO248-002,,13.37,0.23,16.56,0.939,47.58,0.4602444911624029,73.51000213623047,b'SBcd',6.800000190734863,43.2693,0.013277438197362608,1.099624907266815,0.9845317580825204,43.269,0.013277438197362611,1.0996325313735007,0.9845385842057826,0.718,1.9944444444444445,0.00012393601822464616,0.377,44.209,1.459571597233935,43.453,0.007223721270577547,0.75,36.662,0.017384383006365987,0.566,29.645,0.031905055598981866,0.36
ESO249-008,9.5,13364,ESO249-008,0.0102758724242448,8.611003,14.341679,LT,ESO249-008,,14.03,0.574,169.42,1.53,11.98,0.475584389002453,51.33000183105469,b'S?  ',2.4000000953674316,30.8916,0.07015269771070597,0.3878076888215567,0.3075269652591643,30.892,0.07015269771070602,0.3878026673572446,0.3075229832966464,1.973,1.38943661971831,0.08090656084186945,2.18,34.235,1.5785385794583546,32.902,0.023112969229927453,2.072,48.25,0.12976876254465755,2.799,19.57,0.16014004073278473,1.42
ESO249-026,21.0,14066,ESO249-026,0.0102051356807351,7.3452883,9.736435,LT,ESO249-026,,15.27,0.519,166.04,1.422,31.67,,90.0,b'Scd ',7.199999809265137,,,,,,,,,,,,,,,,,,,,,,,
ESO249-027,25.2,14078,ESO249-027,0.0143489027395844,8.159972999999999,13.765757999999998,LT,ESO249-027,,14.81,0.292,88.81,1.13,31.05,,90.0,b'IB  ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
ESO249-035,21.2,14212,ESO249-035,0.013177067041397,7.5362325,10.889293,LT,ESO249-035,,16.44,0.171,97.79,1.281,23.54,,90.0,b'SBc ',5.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
ESO249-036,38.0,14225,ESO249-036,0.009790813550353,8.364403999999999,16.8,LT,ESO249-036,No fit,,,,,,,41.959999084472656,b'IB  ',10.0,,,,,,,,,,,,,,,,,,,,,,,
ESO285-048,30.0,65299,ESO285-048,0.0203619226813316,9.522285,28.2,LT,ESO285-048,,13.06,0.414,82.51,1.028,32.44,2.604206308188691,73.18000030517578,b'SBc ',5.900000095367432,34.201800000000006,0.09732432717850664,0.9484880912700498,0.8771468168342016,34.202,0.09732432717850659,0.9484825448804163,0.8771416876206071,0.699,0.8770388958594729,0.0010849876716260611,0.346,42.494,0.8374017579511788,35.315,0.03718727475570999,0.729,33.558,0.13940418571219593,0.559,40.843,0.13829375065618235,0.797
ESO286-044,5.0,66078,ESO286-044,0.01221289858222,9.444132000000002,30.8,,ESO286-044,,12.58,0.589,123.1,18.166,28.27,1.4124879108747328,67.5199966430664,b'S0-a',-0.800000011920929,35.7804,0.26972783668531997,0.7900973717454248,0.13974131088528916,35.78,0.26972783668532,0.7901062045835662,0.13974287311347122,1.82,2.9213483146067416,0.00018621615112704852,0.704,13.972,3.112386917188587,30.485,0.20473780269212274,1.706,17.339,11.934991605295977,0.999,11.496,181.9367020955611,0.623
ESO287-009,16.6,66617,ESO287-009,0.0164747480303049,9.445061,29.2,LT,ESO287-009,,13.63,0.144,104.61,1.293,22.16,,90.0,b'Sbc ',4.400000095367432,,,,,,,,,,,,,,,,,,,,,,,
ESO287-037,23.7,66985,ESO287-037,0.0133911771699786,9.571723,35.809635,,ESO287-037,,13.23,0.754,15.0,1.325,32.3,2.1349337428683506,32.77000045776367,b'SBm ',8.5,25.192800000000002,0.025943202483741212,1.2821123495601916,0.9407449747546918,25.193,0.025943202483741188,1.282102171238042,0.9407375064502044,0.702,0.7680525164113785,0.0003328702934792924,0.345,29.398,0.7613938588007737,25.731,0.008588909870591063,0.713,27.978,0.021477766759357978,0.743,33.088,0.05659702397396555,0.914
ESO287-043,23.0,67078,ESO287-043,0.0177344903349876,9.370456,30.8,LT,ESO287-043,,13.97,0.17,108.95,1.03,26.77,,90.0,b'Sc  ',5.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
ESO288-013,19.4,67507,ESO288-013,0.0094149652868509,9.28854,35.220875,LT,ESO288-013,,14.14,0.997,34.07,0.689,21.02,0.3626168490996616,37.349998474121094,b'SABm',9.0,20.7252,0.008237453868310733,1.0142242294404877,0.936058518132515,20.725,0.008237453868310733,1.0142340168878166,0.9360675512665861,0.555,0.46795952782462064,0.0004536860670467744,0.325,20.713,0.6663772869039581,18.743,0.0029992707702318614,0.45,21.333,0.005193865968329359,0.548,31.101,0.026974451618728853,1.186
ESO289-010,25.2,68478,ESO289-010,0.0195802748203277,9.450219,31.8,LT,ESO289-010,,14.1,0.107,122.74,1.08,31.85,,90.0,b'SBcd',6.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
ESO289-026,32.9,68741,ESO289-026,0.0162113346159458,8.750974000000001,21.0,LT,ESO289-026,,13.53,0.377,123.25,3.542,91.17,,90.0,b'SBd ',7.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
ESO289-048,22.5,69475,ESO289-048,0.0165507905185222,9.204501,31.5,LT,ESO289-048,,14.29,0.309,141.5,1.436,26.12,0.4414457339828047,83.12999725341797,b'SBc ',4.800000190734863,32.085,0.02312356036559762,0.814087579865981,0.7012622720897616,32.085,0.023123560365597616,0.814087579865981,0.7012622720897616,0.794,2.2685714285714287,0.00030962903284181484,0.621,50.527,1.0475708502024292,25.106,0.011741783504714678,0.612,37.035,0.010316203426886222,1.121,30.628,0.052977346658385015,0.35
ESO291-024,20.9,71309,ESO291-024,0.0145485186949372,8.680128999999999,18.7,LT,ESO291-024,,14.43,0.289,87.5,1.344,25.74,0.8313442047745135,79.2300033569336,b'SBc ',5.0,29.574,0.015187703137505133,0.8703590992087643,0.706701832690877,29.574,0.015187703137505124,0.8703590992087643,0.706701832690877,0.542,0.11254152823920267,0.0010905885661335346,0.43,22.715,0.01317685429002981,34.153,0.005105183496027287,0.717,42.729,0.005543518529677165,0.961,2244.39,0.050012491751053344,4.816
ESO292-014,27.6,72178,ESO292-014,0.024763885885477,9.435011,18.7,LT,ESO292-014,,12.99,0.096,84.57,1.079,34.19,,90.0,b'Scd ',6.599999904632568,,,,,,,,,,,,,,,,,,,,,,,
ESO293-034,25.4,474,ESO293-034,0.0209323838353157,9.791633,23.9,LT,ESO293-034,,11.59,0.203,10.34,2.496,34.11,3.007568239136775,74.63999938964844,b'SBc ',6.199999809265137,47.9943,2.2479345557533152,0.710709396740863,0.5292295126712964,33.134,2.2479345557533152,1.0294561477636264,0.7665841733566728,0.881,1.0045610034207526,0.0026069638366511276,0.391,44.029,1.4205968101526325,30.966,1.859634766995532,0.917,26.673,39.26779424438433,0.9,23.324,217.2130161696086,0.877
ESO293-045,17.9,800,ESO293-045,0.009590002708137,8.339992,23.9,LT,ESO293-045,,15.46,0.265,134.47,0.985,21.12,,90.0,b'SBd ',7.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
ESO298-015,29.7,8320,ESO298-015,0.0172115042805671,8.673733,17.226612,LT,ESO298-015,,13.97,0.38,58.96,1.073,33.52,2.0653162025200262,71.19000244140625,b'SBc ',6.099999904632568,31.7718,0.018300512096379812,1.0550236373135926,0.9347912299586426,31.772,0.01830051209637982,1.0550169960971927,0.9347853455873096,0.698,2.5107913669064743,0.0002965693897511818,0.232,37.957,1.2714903153513686,31.804,0.00789601921891427,0.721,29.834,0.004103941532134668,0.517,24.988,0.024349918270640123,0.278
ESO298-023,16.9,8580,ESO298-023,0.0085865519940853,8.399469999999999,16.649464000000002,LT,ESO298-023,,14.78,0.744,58.01,1.353,19.46,,24.270000457763672,b'Sc  ',6.0,,,,,,,,,,,,,,,,,,,,,,,
ESO300-014,82.1,11812,ESO300-014,0.0369673818349838,8.866744,10.9,,ESO300-014,,12.68,0.435,166.85,1.191,92.75,,90.0,b'SABm',8.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
ESO302-009,33.7,13854,ESO302-009,0.0185702946037054,8.508439,16.8,LT,ESO302-009,,14.27,0.263,48.24,1.567,46.04,,90.0,b'SBd ',8.0,,,,,,,,,,,,,,,,,,,,,,,
ESO302-014,31.5,13985,ESO302-014,0.0112932445481419,7.788136,16.8,LT,ESO302-014,,15.74,0.652,119.2,0.743,29.88,1.2025683997055203,73.56999969482422,b'IB  ',10.0,48.0141,0.00031471657426596333,0.6223171943241673,0.6560572831730679,48.014,0.0003147165742659632,0.6223184904402882,0.6560586495605448,0.892,0.508551881413911,1.3309191612208534e-05,0.181,41.52,0.009310412094421936,48.484,9.539784034635542e-05,0.875,268.632,5.998156261582815e-05,0.968,5157.022,0.006309755594234435,1.754
ESO302-021,17.3,14122,ESO302-021,0.0103233056142926,7.129698299999999,8.01309,LT,ESO302-021,,16.05,0.293,6.94,1.294,16.25,0.6338554088769711,81.63999938964844,b'Sc  ',5.0,85.51350000000001,0.06869990288475726,0.1900284750361054,0.20230723803843836,85.514,0.06869990288475726,0.19002736394040742,0.20230605514886454,4.389,23.222222222222225,0.004482030477873017,1.602,31.543,2.578285645370398,94.647,0.006142135968724486,3.72,24.908,0.00030935559070136416,0.668,33.167,0.007202012461910988,0.189
ESO305-009,55.4,16790,ESO305-009,0.0243118945509195,8.622435000000001,12.8,LT,ESO305-009,,13.34,0.723,88.82,1.822,69.61,0.7967971841766407,52.95000076293945,b'SBd ',8.0,104.4135,0.00635262116909704,0.6666762439722833,0.5305827311602427,104.414,0.006352621169097037,0.6666730515065029,0.5305801903959239,1.921,9.557213930348258,0.0001312046213756364,0.762,73.072,1.1840201392511283,133.724,0.002707952093135904,2.145,165.281,0.0005195499747593255,1.605,88.186,0.008883816254023099,0.201
ESO305-017,25.7,16976,ESO305-017,0.0121848089620471,8.736512,22.59,LT,ESO305-017,,14.5,0.281,63.18,0.698,31.62,0.9133148313640932,86.02999877929688,b'IB  ',9.899999618530273,43.5744,0.008147927145131947,0.7256554307116105,0.5897958434310053,43.574,0.008147927145131949,0.7256620920732547,0.5898012576306972,0.609,0.22161572052401746,0.0008557004371620475,0.424,48.36,0.44694032453279176,41.528,0.0032393187200947847,0.477,35.928,0.003006298178537946,0.252,97.494,0.034165687641235155,2.748
ESO340-008,9.6,64422,ESO340-008,0.0184849686920642,9.393588,33.1,LT,ESO340-008,,14.3,0.091,34.2,0.763,11.37,,90.0,b'Sc  ',6.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
ESO340-009,21.2,64429,ESO340-009,0.0199442971497774,9.081787,33.1,LT,ESO340-009,,14.5,0.168,98.1,1.148,22.91,,90.0,b'SBcd',7.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
ESO340-017,19.4,64488,ESO340-017,0.0142173524945974,9.60712,33.88,LT,ESO340-017,,13.41,0.303,102.51,1.8,24.29,0.2568495895952036,64.12999725341797,b'SBd ',8.0,23.9562,0.07484620017119388,1.0139337624498042,0.809811238844224,23.956,0.07484620017119382,1.013942227416931,0.8098179996660544,0.809,3.1725490196078434,0.013865343581751802,1.802,35.688,1.602729644744765,22.646,0.044077421007467796,0.775,17.748,0.18351104782259592,0.603,14.947,0.6732860882299426,0.255
ESO340-042,21.7,65003,ESO340-042,0.0133603792637586,9.177568,26.79,LT,ESO340-042,,12.85,0.59,102.23,3.519,112.05,3.004755880035284,68.3499984741211,b'SBd ',7.800000190734863,38.5317,0.00908006921707195,2.907995235092145,0.5631726604328384,38.532,0.009080069217071949,2.907972594207412,0.5631682757188831,1.025,7.1678321678321675,0.0008566363313467552,0.894,32.078,1.3786046511627905,37.549,0.00419699436761122,1.123,28.26,0.012974346065659009,0.843,27.95,0.051422606725547944,0.143
ESO341-032,21.1,66004,ESO341-032,0.0127590605989098,9.603919,38.725746,LT,ESO341-032,,13.39,0.882,97.83,1.197,24.35,,26.270000457763672,b'SBm ',9.0,,,,,,,,,,,,,,,,,,,,,,,
ESO342-013,17.4,66239,ESO342-013,0.0135150849819183,9.14958,19.86,LT,ESO342-013,,13.1,0.226,158.43,1.754,24.16,1.0514938839881138,72.55000305175781,b'SBa ',1.0,23.960700000000003,0.11839412046793349,1.0083177870429494,0.7261891347080843,23.961,0.11839412046793342,1.00830516255582,0.7261800425691749,0.67,1.1148086522462564,,,,1.2195134364820845,22.016,0.09438182841873378,0.585,21.936,1.025552130929854,0.626,19.648,3.3416839222038246,0.601
ESO342-050,30.4,66812,ESO342-050,0.0142829762771725,9.86419,23.4,LT,ESO342-050,,11.92,0.611,29.72,1.175,34.93,0.3638081713756733,43.45000076293945,b'Sc  ',5.0,26.8524,0.21074933016785466,1.3008148247456466,1.1321148202767723,26.852,0.21074933016785466,1.3008342022940562,1.1321316847907046,0.847,0.4213930348258707,0.0008598605052532084,0.228,30.226,0.6944602493146435,26.188,0.1014102248046941,0.843,22.397,1.0148017376440097,0.674,38.666,0.9896778574620961,2.01
ESO345-046,33.8,69578,ESO345-046,0.0188720356673002,9.542094,25.0,LT,ESO345-046,,13.08,0.814,103.92,1.541,41.93,0.3571201122691543,34.5,b'Scd ',7.0,32.1111,0.020943306792932187,1.305778998539446,1.0525955199292456,32.111,0.020943306792932163,1.3057830649933047,1.052598797919716,1.021,2.584810126582278,,,,1.5791777318776432,29.364,0.00824471262486809,0.941,46.698,0.010316975647666957,1.169,20.334,0.02837881188937665,0.395
ESO346-001,16.0,69759,ESO346-001,0.0179812032729387,9.643471,30.8,LT,ESO346-001,,13.33,0.097,64.45,1.257,21.5,,90.0,b'Sc  ',5.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
ESO346-014,18.5,69998,ESO346-014,0.0148873943835496,9.109701,37.5,LT,ESO346-014,,14.62,0.123,57.32,2.317,25.69,,90.0,b'SBcd',6.5,,,,,,,,,,,,,,,,,,,,,,,
ESO347-008,31.1,71145,ESO347-008,0.0105152279138565,8.470692,18.7,LT,ESO347-008,,14.14,0.755,48.6,1.938,74.34,,69.79000091552734,b'SBm ',9.0,,,,,,,,,,,,,,,,,,,,,,,
ESO347-017,26.6,71464,ESO347-017,0.0129962703213095,8.094221000000001,9.95,LT,ESO347-017,,14.26,0.363,93.44,0.872,31.37,,90.0,b'SBm ',9.0,,,,,,,,,,,,,,,,,,,,,,,
ESO347-029,43.1,71881,ESO347-029,0.0238681510090827,9.359258,28.7,LT,ESO347-029,Fit fails,,,,,,,79.7300033569336,b'SBd ',7.900000095367432,117.25019999999999,0.0058781567089957005,,0.3675899913177121,117.25,0.005878156708995696,,0.367590618336887,1.682,2.682615629984051,8.610063001283288e-05,1.01,122.937,3.4115045535220694,98.706,0.0020905794739289455,1.509,112.679,0.0025785880086534397,1.78,34.369,0.018623121649624538,0.627
ESO355-026,21.8,9658,ESO355-026,0.0103709558025002,9.568715,25.905989,LT,ESO355-026,,13.01,0.543,155.82,0.711,23.3,0.3839979239908753,43.0099983215332,b'SBbc',4.199999809265137,19.5903,0.13211390279859273,1.189364124081816,1.112795618239639,19.59,0.13211390279859273,1.1893823379275141,1.1128126595201633,0.591,1.1278625954198471,0.0012901036447957107,0.271,21.918,1.1191727605118829,19.254,0.05028171056164456,0.579,18.166,0.32428376134669923,0.462,17.504,0.28280839744429387,0.524
ESO356-018,19.6,11016,ESO356-018,0.0139257572591304,8.4115,17.46,LT,ESO356-018,,14.9,0.212,75.59,0.949,23.47,1.7498245384470417,86.19999694824219,b'Sc  ',5.0,29.6811,0.011719337807951612,0.7907388877096873,0.6603528844955208,29.681,0.01171933780795161,0.7907415518345069,0.6603551093292005,0.833,1.1287262872628725,0.0012065419062079192,0.216,24.46,0.5832727415646433,35.594,0.003613670437098235,0.936,22.505,0.007177973412776447,0.438,50.887,0.05606213190102365,0.738
ESO357-007,35.3,11856,ESO357-007,0.0107354130595922,8.337067,16.8,LT,ESO357-007,Fit fails,,,,,,,90.0,b'SBm ',9.0,,,,,,,,,,,,,,,,,,,,,,,
ESO357-012,49.1,12181,ESO357-012,0.0144816739484667,8.970947,19.0,LT,ESO357-012,,13.19,0.711,116.42,1.497,63.32,0.7591214181345252,41.900001525878906,b'Scd ',7.0,42.0075,0.0036724649920559043,1.5073498779979766,1.1688388978158661,42.008,0.0036724649920559043,1.5073319367739477,1.1688249857170063,0.955,2.0020964360587,0.00012913390195189644,0.54,44.662,1.2920370313413099,42.697,0.0018132772139445822,0.957,46.179,0.0014270435781299521,0.74,32.513,0.010630225055765174,0.477
ESO357-025,12.8,12691,ESO357-025,0.0109854731708765,8.695542999999999,19.9,ET,ESO357-025,,14.88,0.414,27.64,1.56,13.01,,90.0,b'E-S0',-2.799999952316284,,,,,,,,,,,,,,,,,,,,,,,
ESO358-005,26.7,12877,ESO358-005,0.0123543171212077,8.769569,20.109442,LT,ESO358-005,,14.59,0.732,103.3,0.503,24.72,1.0295967201083078,51.54999923706055,b'SABm',9.0,27.7452,0.005897341493913561,0.8909649236624713,0.9623286190043683,27.745,0.005897341493913558,0.8909713461885024,0.962335555956028,0.611,0.6116116116116116,0.00010101780931462279,0.311,26.591,0.8812692564241019,27.627,0.002012286017765459,0.657,24.909,0.00206293446226745,0.413,31.483,0.010882410152933475,0.999
ESO358-015,16.1,13157,ESO358-015,0.0088883014395833,8.578415,19.0,,ESO358-015,,15.1,0.71,171.52,1.144,16.4,2.2030332964506987,39.849998474121094,b'SBm ',8.699999809265137,33.5088,0.010091491798457633,0.48942367378121565,0.480470801699852,33.509,0.010091491798457634,0.4894207526336208,0.4804679339878839,2.093,0.5993699885452463,0.0042706684372610096,2.279,29.124,1.6731076492909926,32.54,0.0038541483799189287,1.952,68.612,0.033020761076427,4.141,20.028,0.011223978474473269,3.492
ESO358-020,18.8,13250,ESO358-020,0.0114503502845764,9.001443,21.847425,LT,ESO358-020,,14.37,0.496,161.74,0.846,18.08,0.2505235816064875,68.52999877929688,b'SBm ',9.300000190734863,24.9021,0.01773325413023291,0.726043185112902,0.7549564092988141,24.902,0.017733254130232905,0.7260461007148019,0.7549594410087543,0.745,0.8744131455399061,0.0010465813512755718,0.399,13.639,1.106903142641241,23.554,0.006190161305772971,0.733,15.512,0.04192589114962281,0.445,22.497,0.03909013039915762,0.852
ESO358-025,13.3,13281,ESO358-025,0.0145150600001215,9.390271,18.6,ET,ESO358-025,,13.2,0.591,59.54,1.48,14.71,0.4214039223236252,70.87999725341797,b'E-S0',-2.5999999046325684,56.708999999999996,1.0602345183514477,0.25939445237969283,0.23453067414343406,56.709,1.0602345183514472,0.25939445237969283,0.234530674143434,2.898,1.4548192771084338,0.04871052263641003,3.087,38.041,2.727443247402847,654.146,0.3783090550611711,7.985,79.843,16.22147760464264,4.895,20.792,1.3399869008321696,1.992
ESO358-051,13.5,13571,ESO358-051,0.0118800653144717,8.753996,12.59,LT,ESO358-051,,13.56,0.45,9.93,1.22,16.54,0.9010167574690584,71.47000122070312,b'S0-a',0.30000001192092896,55.387800000000006,0.16017239750045345,0.2986217181400958,0.24373598518085207,55.388,0.16017239750045342,0.29862063984978693,0.24373510507691198,2.726,1.165455322787516,0.22142296204988152,2.947,46.184,0.8962024497192693,35.667,0.08594031092524781,2.144,38.593,2.908229203685327,2.734,61.803,0.5739862101062396,2.339
ESO358-054,28.9,13655,ESO358-054,0.0137663502246141,8.710395,19.0,LT,ESO358-054,,14.0,0.658,84.55,1.288,39.28,0.33666143447108,48.0,b'SABd',7.900000095367432,38.5839,0.0036039921027274857,1.0180412037145028,0.7490170770710063,38.584,0.0036039921027274865,1.0180385652083765,0.7490151358075885,1.093,5.083720930232558,0.0006848636228578633,0.509,26.19,1.8151197252669709,43.601,0.001490231686737696,1.212,28.541,0.003489380986110105,0.771,21.257,0.012021699249993967,0.215
ESO358-060,31.3,13756,ESO358-060,0.0133603792637586,7.524959,15.7,LT,ESO358-060,,16.53,0.289,100.32,0.733,28.88,,90.0,b'IB  ',9.800000190734863,,,,,,,,,,,,,,,,,,,,,,,
ESO358-063,35.6,13809,ESO358-063,0.0354665331542491,10.079157,19.0,LT,ESO358-063,,11.27,0.185,132.02,1.434,42.15,,90.0,b'Scd ',7.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
ESO359-003,20.6,13998,ESO359-003,0.0190905649214983,9.531952,19.0,LT,ESO359-003,,13.98,0.308,128.26,1.262,24.08,,90.0,b'Sa  ',1.2999999523162842,,,,,,,,,,,,,,,,,,,,,,,
ESO359-022,11.4,14548,ESO359-022,0.0088678579777479,7.4844966,17.226612,,ESO359-022,,16.66,0.382,16.64,0.544,12.29,,90.0,b'Sm  ',8.600000381469727,,,,,,,,,,,,,,,,,,,,,,,
ESO359-029,27.6,14664,ESO359-029,0.0125550581142306,8.272969999999999,9.162203,LT,ESO359-029,,14.44,0.481,19.73,0.956,29.94,2.607857429080614,69.30999755859375,b'IB  ',9.899999618530273,34.328700000000005,0.006881541792361021,0.8721565337458161,0.8039919950362233,34.329,0.006881541792361027,0.8721489119986018,0.8039849689766669,0.669,0.7295528898582334,,,,1.2222815637684257,33.159,0.002462103747770166,0.655,34.758,0.0025851185975982872,0.747,28.086,0.019272695842740644,0.917
ESO359-031,15.9,14674,ESO359-031,0.0089705418795347,8.725078,17.799183,LT,ESO359-031,,14.49,0.875,91.3,0.787,17.83,,25.479999542236328,b'Sd  ',8.0,,,,,,,,,,,,,,,,,,,,,,,
ESO361-009,38.9,15996,ESO361-009,0.0116364024579525,8.264987,20.32,LT,ESO361-009,,15.21,0.362,43.19,0.691,45.52,0.4042088152731837,81.08000183105469,b'IB  ',9.899999618530273,53.3259,0.0005564630943197989,0.8536189731443821,0.7294766708109943,53.326,0.000556463094319799,0.8536173723887035,0.7294753028541424,0.54,0.33149171270718236,4.443493019966145e-05,0.428,46.244,0.3438922781267331,90.232,0.00015984065145035843,0.943,1642.184,0.00036960232918965087,1.926,155.066,0.012514238952031432,1.629
ESO361-015,35.9,16199,ESO361-015,0.025457676500082,9.315692,12.8,LT,ESO361-015,,12.82,0.255,95.27,0.945,36.88,2.963688343905204,81.4800033569336,b'SBcd',6.699999809265137,47.655,0.3591101519258722,0.7738957087399014,0.7533312349176371,47.655,0.3591101519258722,0.7738957087399014,0.7533312349176371,0.888,1.2982456140350875,0.0011715789998045288,0.408,47.353,0.9758569848875783,46.598,0.1344845671084174,0.85,38.36,0.225076344241173,0.486,48.834,0.1407967170555044,0.684
