RA_DEG,DEC_DEG,POSANG_DEG,INCL_DEG,PGC,w1re,w2re,w3re,w4re,nuvre,fuvre
128.50189208984375,85.9447021484375,,61.4900016784668,PGC24001,,,,,,
128.3780975341797,41.52545166015625,164.77999877929688,90.0,PGC24002,,,,,,
128.39842224121094,29.49921417236328,58.400001525878906,90.0,PGC24004,,,,,,
128.42739868164062,27.71210289001465,35.939998626708984,57.529998779296875,PGC24012,32.356,58.262,25.715,34.869,44.527,14.249
128.42013549804688,38.64976501464844,28.139999389648438,90.0,PGC24014,,,,,,
128.4222869873047,74.4040298461914,120.0,90.0,PGC24015,,,,,,
43.54954528808594,51.867942810058594,,21.40999984741211,PGC2401645,,,,,,
128.44345092773438,-4.653207302093506,50.0,63.060001373291016,PGC24024,24.877,30.851,13.115,13.16,18.497,17.592
128.45843505859375,-13.17473316192627,116.66000366210938,90.0,PGC24028,,,,,,
128.51681518554688,52.00209045410156,107.62000274658203,70.37999725341797,PGC24031,16.906,18.675,19.593,21.369,,
128.47218322753906,-21.381933212280273,10.25,90.0,PGC24034,,,,,,
128.48023986816406,47.134429931640625,30.469999313354492,34.93000030517578,PGC24036,25.511,43.942,,14.739,,
128.48609924316406,26.972675323486328,,17.68000030517578,PGC24038,,,,,,
128.4871368408203,-21.88494873046875,70.33000183105469,90.0,PGC24039,,,,,,
128.5228271484375,-12.447366714477539,176.0,72.08000183105469,PGC24043,20.408,17.683,18.648,17.742,21.388,20.851
199.45431518554688,52.02366256713867,118.86000061035156,66.80000305175781,PGC2404995,16.896,17.041,31.508,27.234,15.94,14.197
128.57261657714844,14.547872543334961,114.66999816894531,90.0,PGC24056,,,,,,
128.6321563720703,1.6661131381988525,77.04000091552734,72.30000305175781,PGC24068,21.956,,,87.168,24.04,23.742
128.6405487060547,1.671138882637024,,55.779998779296875,PGC24069,,,,,,
128.6390838623047,-2.5468692779541016,44.41999816894531,49.040000915527344,PGC24071,38.405,37.754,26.321,29.935,,
128.6844482421875,84.32020568847656,28.600000381469727,86.22000122070312,PGC24074,38.179,26.143,28.316,23.801,30.557,24.327
128.6992950439453,-57.645999908447266,108.33000183105469,90.0,PGC24085,,,,,,
128.7623748779297,-5.174515247344971,167.0500030517578,55.869998931884766,PGC24097,13.876,13.683,13.131,12.749,14.733,14.827
128.80764770507812,28.753347396850586,126.52999877929688,90.0,PGC24104,,,,,,
128.82151794433594,28.473514556884766,64.48999786376953,64.31999969482422,PGC24111,28.81,33.147,27.184,29.977,29.952,26.769
10.023111343383789,-20.063690185546875,7.5,45.27000045776367,PGC2412,50.649,46.166,38.066,7.738,22.165,
128.95217895507812,-4.092756748199463,38.5,58.189998626708984,PGC24136,52.28,41.285,27.253,13.958,58.77,15.484
128.9165496826172,46.49109649658203,21.329999923706055,90.0,PGC24140,,,,,,
128.91160583496094,-4.088140487670898,126.5,39.150001525878906,PGC24141,,88.482,17.743,60.885,18.665,35.456
128.95213317871094,1.7217086553573608,57.0,79.22000122070312,PGC24152,,24.011,29.783,67.852,80.373,59.379
128.97315979003906,0.7071006894111633,141.4600067138672,71.9000015258789,PGC24156,32.529,32.26,64.546,29.122,89.459,83.73
129.04901123046875,50.41908645629883,59.470001220703125,90.0,PGC24160,,,,,,
129.0138702392578,1.3297197818756104,146.22000122070312,90.0,PGC24165,,,,,,
129.02218627929688,1.8940908908843994,64.81999969482422,66.45999908447266,PGC24166,13.943,13.625,13.75,13.035,49.228,40.092
129.0272674560547,-20.578907012939453,129.5,53.459999084472656,PGC24168,13.045,15.458,12.089,12.978,14.623,15.352
129.06329345703125,-26.409334182739258,120.0199966430664,54.380001068115234,PGC24171,12.442,11.41,20.17,,,
129.06411743164062,28.06019401550293,105.5,53.61000061035156,PGC24178,16.035,27.051,12.315,18.397,13.744,50.334
129.1181640625,18.36072540283203,34.86000061035156,53.18000030517578,PGC24184,59.585,18.416,37.835,11.954,9.284,40.063
129.1455841064453,-20.47047996520996,165.8300018310547,90.0,PGC24195,,,,,,
129.3392333984375,80.54818725585938,28.329999923706055,90.0,PGC24210,,,,,,
129.24720764160156,1.7920583486557007,168.17999267578125,57.400001525878906,PGC24212,28.594,53.362,17.378,,58.729,50.017
129.26416015625,69.7763900756836,167.38999938964844,67.36000061035156,PGC24213,25.885,23.924,33.147,36.915,20.112,19.508
129.2957305908203,-22.24998664855957,94.80000305175781,90.0,PGC24219,,,,,,
129.3525848388672,-55.123722076416016,104.0,37.4900016784668,PGC24229,19.658,18.434,10.448,,,
129.3563690185547,78.02641296386719,33.0,82.8499984741211,PGC24231,40.091,37.844,38.66,35.566,57.786,57.306
129.38626098632812,28.705181121826172,37.66999816894531,54.4900016784668,PGC24235,87.22,71.991,23.581,22.761,30.642,33.556
129.3919219970703,-16.932456970214844,72.0199966430664,64.37000274658203,PGC24236,85.535,69.961,39.989,16.962,,
129.42286682128906,51.65239715576172,151.02000427246094,81.19999694824219,PGC24242,47.693,55.703,70.042,45.945,55.039,55.186
129.42897033691406,20.503808975219727,28.450000762939453,62.220001220703125,PGC24244,25.697,25.241,19.334,207.164,24.041,23.774
129.48416137695312,-2.4632716178894043,,19.139999389648438,PGC24253,,,,,,
129.5057373046875,-9.819515228271484,108.0,67.27999877929688,PGC24259,94.261,18.298,15.833,15.508,20.074,20.025
129.54010009765625,19.72565460205078,35.13999938964844,90.0,PGC24264,,,,,,
299.6021728515625,52.950138092041016,12.5,67.4000015258789,PGC2427916,55.053,,20.754,,,
129.59970092773438,19.595924377441406,170.13999938964844,81.97000122070312,PGC24284,37.732,57.707,9.364,,,12.547
129.5966796875,19.71669578552246,31.81999969482422,37.31999969482422,PGC24285,25.64,21.123,11.94,39.38,,15.725
129.60028076171875,25.75457000732422,36.459999084472656,82.98999786376953,PGC24288,24.935,18.716,66.577,54.178,67.885,
129.61590576171875,-29.689611434936523,126.41000366210938,90.0,PGC24294,,,,,,
129.65521240234375,61.443511962890625,153.22999572753906,57.18000030517578,PGC24295,26.372,37.282,12.108,11.053,19.014,24.993
129.69253540039062,-14.6808443069458,105.0,90.0,PGC24310,,,,,,
129.6957244873047,-75.15318298339844,150.0399932861328,66.93000030517578,PGC24312,69.064,70.966,44.904,89.932,,
10.123942375183105,25.027257919311523,,21.40999984741211,PGC2432,,,,,,
129.76902770996094,-14.740020751953125,,60.86000061035156,PGC24328,,,,,,
10.131047248840332,-45.98540115356445,37.75,90.0,PGC2433,,,,,,
129.79275512695312,-29.61440086364746,119.5,68.83999633789062,PGC24337,55.312,41.754,17.692,,,
129.83251953125,71.7034683227539,49.95000076293945,41.47999954223633,PGC24341,18.354,27.596,29.797,30.392,19.004,18.879
129.90786743164062,-19.63871955871582,150.0,27.489999771118164,PGC24349,28.357,56.085,27.114,14.057,18.109,20.125
129.90704345703125,53.456539154052734,71.05999755859375,68.41000366210938,PGC24351,31.11,29.16,28.356,35.622,35.456,36.425
129.9478759765625,-4.3960065841674805,,0.0,PGC24353,,,,,,
129.93849182128906,-23.45876121520996,55.25,49.310001373291016,PGC24355,,22.633,11.78,17.771,,21.438
42.43904113769531,53.25222396850586,119.5,37.04999923706055,PGC2435830,31.254,31.849,28.552,9.411,64.227,20.385
10.145931243896484,83.22247314453125,16.25,90.0,PGC2436,,,,,,
129.9781036376953,73.75401306152344,74.0,74.0199966430664,PGC24360,26.765,24.971,24.59,25.675,,
10.145838737487793,-13.872716903686523,163.0,55.36000061035156,PGC2437,17.135,16.974,17.783,17.363,56.698,75.73
130.01622009277344,-34.40714645385742,145.13999938964844,61.59000015258789,PGC24370,50.468,47.114,25.277,29.565,,
130.03948974609375,52.45599365234375,174.88999938964844,68.93000030517578,PGC24372,20.492,30.018,25.48,33.373,30.302,30.5
130.0601806640625,5.634853839874268,50.20000076293945,84.88999938964844,PGC24374,,93.653,78.602,64.105,,
130.06008911132812,-32.930721282958984,93.93000030517578,63.04999923706055,PGC24375,54.482,30.165,63.206,36.974,,
130.09461975097656,23.53965950012207,29.719999313354492,27.200000762939453,PGC24381,14.138,40.109,14.753,15.352,18.833,19.771
130.18479919433594,-4.121737480163574,145.47000122070312,43.04999923706055,PGC24395,24.28,43.098,30.593,31.935,34.979,40.326
130.2101593017578,73.48661041259766,142.0,82.27999877929688,PGC24397,31.597,43.795,40.817,20.99,,
130.21218872070312,-32.04652786254883,129.39999389648438,90.0,PGC24398,,,,,,
130.22409057617188,19.35490608215332,58.02000045776367,90.0,PGC24400,,,,,,
130.2378387451172,-23.913515090942383,69.2300033569336,78.58000183105469,PGC24402,63.334,44.638,17.651,18.342,45.351,57.252
130.26089477539062,49.42521667480469,,25.219999313354492,PGC24404,,,,,,
130.2611083984375,-33.052581787109375,69.02999877929688,78.1500015258789,PGC24405,36.051,33.964,25.4,24.369,,
130.29153442382812,20.896644592285156,38.0,67.26000213623047,PGC24407,25.34,26.183,18.845,16.173,,16.554
130.32589721679688,66.8603744506836,122.80000305175781,64.12999725341797,PGC24410,15.733,14.583,16.826,12.418,20.137,20.723
130.32626342773438,-4.71423864364624,51.09000015258789,58.59000015258789,PGC24414,19.882,69.434,21.629,38.759,32.618,34.576
130.343994140625,-20.263259887695312,50.83000183105469,90.0,PGC24417,,,,,,
130.3828125,4.980336666107178,12.359999656677246,69.0,PGC24425,21.687,39.848,23.043,19.382,,
130.41156005859375,-20.744165420532227,71.75,60.43000030517578,PGC24429,46.712,56.019,18.507,20.792,25.334,26.757
130.42190551757812,18.860002517700195,35.02000045776367,90.0,PGC24431,,,,,,
130.4655303955078,19.702533721923828,19.290000915527344,67.79000091552734,PGC24434,47.444,17.724,22.116,,,23.014
10.184006690979004,-63.44071960449219,9.510000228881836,61.59000015258789,PGC2445,29.894,28.391,25.542,26.098,31.696,33.806
130.6073760986328,37.221046447753906,69.87999725341797,90.0,PGC24453,,,,,,
130.6352081298828,-19.87222671508789,127.7699966430664,90.0,PGC24454,,,,,,
130.6109161376953,70.96794128417969,,16.399999618530273,PGC24455,,,,,,
130.64576721191406,10.584896087646484,5.090000152587891,42.70000076293945,PGC24457,23.093,22.197,34.279,64.036,,
130.66587829589844,14.28555965423584,151.0,83.73999786376953,PGC24464,54.491,52.651,42.453,23.832,36.491,40.879
130.70082092285156,14.265249252319336,102.30999755859375,81.36000061035156,PGC24469,45.216,38.792,23.949,12.947,36.473,46.416
130.68724060058594,35.75761032104492,145.9199981689453,84.91000366210938,PGC24470,23.106,17.422,,,39.043,34.776
130.70103454589844,45.640625,80.0,73.62000274658203,PGC24472,,16.613,47.047,41.53,30.062,18.199
130.6996612548828,72.97644805908203,132.10000610351562,35.599998474121094,PGC24473,28.941,28.728,31.945,33.204,,
130.73793029785156,-20.051162719726562,84.0,81.37999725341797,PGC24479,41.662,40.592,38.537,42.345,,
130.78152465820312,18.222700119018555,49.41999816894531,90.0,PGC24485,,,,,,
130.8160858154297,-33.56877899169922,86.69999694824219,90.0,PGC24488,,,,,,
130.81546020507812,-20.662599563598633,91.5199966430664,90.0,PGC24489,,,,,,
130.81646728515625,13.085771560668945,4.619999885559082,90.0,PGC24490,,,,,,
130.8410186767578,45.735984802246094,166.8300018310547,45.290000915527344,PGC24493,31.596,31.659,27.6,55.198,42.618,45.864
130.84429931640625,84.63307189941406,71.0,90.0,PGC24497,,,,,,
130.86265563964844,4.433270454406738,124.73999786376953,65.41000366210938,PGC24498,18.982,20.265,17.482,11.28,,
130.87063598632812,67.95867156982422,97.66999816894531,69.6500015258789,PGC24500,17.741,17.254,62.037,41.506,30.153,20.119
130.90858459472656,50.20553207397461,140.0,44.63999938964844,PGC24506,13.613,13.775,14.987,18.599,17.066,17.798
130.9198455810547,22.0941104888916,86.70999908447266,77.77999877929688,PGC24509,25.539,26.478,,,31.32,31.259
130.96388244628906,51.991180419921875,23.969999313354492,90.0,PGC24517,,,,,,
130.9894561767578,19.462841033935547,,30.280000686645508,PGC24522,,,,,,
131.0245819091797,49.79390335083008,112.0,90.0,PGC24528,,,,,,
131.03079223632812,66.96217346191406,16.239999771118164,38.40999984741211,PGC24529,43.704,29.686,13.558,26.85,,
131.0316619873047,30.119068145751953,50.9900016784668,90.0,PGC24530,,,,,,
131.03448486328125,34.71724319458008,,20.549999237060547,PGC24531,,,,,,
289.8833923339844,53.86709976196289,28.5,62.38999938964844,PGC2453103,78.664,64.933,14.697,12.469,,
131.0626678466797,41.716712951660156,19.280000686645508,90.0,PGC24540,,,,,,
131.091796875,-34.69407653808594,38.06999969482422,63.689998626708984,PGC24543,78.319,16.184,38.928,41.415,,
131.09432983398438,-23.214950561523438,42.04999923706055,77.77999877929688,PGC24544,174.313,,11.223,110.035,,27.892
131.0893096923828,58.84196853637695,6.369999885559082,37.86000061035156,PGC24545,46.415,30.485,19.046,41.749,21.348,23.633
131.09100341796875,9.537333488464355,113.51000213623047,82.18000030517578,PGC24548,123.167,49.341,112.14,,,
131.11317443847656,-31.697202682495117,40.0,78.8499984741211,PGC24552,21.839,21.162,20.428,34.039,,
131.13482666015625,9.165905952453613,38.4900016784668,72.41999816894531,PGC24557,119.931,62.07,37.164,13.785,,
131.12908935546875,-20.35042953491211,29.329999923706055,57.36000061035156,PGC24558,58.064,,19.758,139.742,,
306.83697509765625,53.96608352661133,13.5,59.27000045776367,PGC2455941,58.829,18.16,70.243,,,
131.17771911621094,9.800763130187988,167.94000244140625,90.0,PGC24566,,,,,,
131.18136596679688,10.472132682800293,78.87000274658203,90.0,PGC24567,,,,,,
131.2147979736328,1.1556267738342285,157.99000549316406,69.38999938964844,PGC24573,24.426,18.603,18.47,,22.512,22.583
10.265130996704102,31.73282241821289,74.52999877929688,90.0,PGC2458,,,,,,
131.274658203125,-31.339500427246094,141.6699981689453,47.75,PGC24588,46.079,54.841,25.659,36.133,62.499,
131.28431701660156,-33.79472351074219,110.5999984741211,73.22000122070312,PGC24590,,,36.648,20.812,,
131.31591796875,9.645500183105469,116.29000091552734,31.850000381469727,PGC24595,28.354,18.981,21.898,14.812,,
140.0518341064453,54.107906341552734,105.05000305175781,66.7300033569336,PGC2459974,30.648,22.869,24.067,18.288,,
131.32044982910156,85.73991394042969,77.20999908447266,68.38999938964844,PGC24602,32.154,31.966,26.271,20.651,38.461,40.058
131.38333129882812,-15.121138572692871,,26.8700008392334,PGC24612,,,,,,
131.39483642578125,72.998291015625,25.600000381469727,84.6500015258789,PGC24614,91.028,,49.341,32.665,,
131.40771484375,36.93464279174805,,9.569999694824219,PGC24620,,,,,,
131.45855712890625,-17.532487869262695,165.0,59.810001373291016,PGC24625,14.134,13.664,12.737,13.366,,
131.4982147216797,12.619912147521973,,24.739999771118164,PGC24632,,,,,,
131.50418090820312,-19.302892684936523,,32.81999969482422,PGC24634,,,,,,
131.5421600341797,19.353885650634766,8.779999732971191,61.619998931884766,PGC24638,19.689,14.765,11.088,,16.692,17.123
10.302289962768555,-13.546243667602539,39.529998779296875,50.9900016784668,PGC2465,62.154,23.642,34.766,24.284,,
131.64334106445312,36.43913650512695,10.920000076293945,65.4000015258789,PGC24655,13.871,30.254,12.648,11.455,54.595,36.179
131.64813232421875,19.018661499023438,158.1999969482422,70.20999908447266,PGC24656,36.888,17.588,22.073,20.498,24.03,23.373
131.66885375976562,2.4080100059509277,25.34000015258789,90.0,PGC24657,,,,,,
131.66653442382812,13.213669776916504,20.809999465942383,90.0,PGC24661,,,,,,
30.24591636657715,54.327693939208984,1.0,66.12000274658203,PGC2466309,,17.236,12.042,20.234,19.108,
131.74124145507812,21.714160919189453,129.02999877929688,72.91999816894531,PGC24673,25.452,28.612,25.967,132.102,27.665,29.001
131.77259826660156,-33.764259338378906,114.7699966430664,56.880001068115234,PGC24676,78.209,79.788,196.782,,,
131.8160400390625,72.98561096191406,99.77999877929688,56.290000915527344,PGC24682,36.071,17.473,52.379,11.166,,
30.24358367919922,54.39519500732422,58.54999923706055,90.0,PGC2468432,,,,,,
131.82081604003906,-20.035629272460938,167.3000030517578,90.0,PGC24685,,,,,,
131.84469604492188,49.55870056152344,11.210000038146973,64.69000244140625,PGC24688,103.118,17.559,,12.382,46.167,24.77
131.92364501953125,13.419143676757812,,27.170000076293945,PGC24699,,,,,,
10.319782257080078,-5.285722732543945,4.0,44.02000045776367,PGC2470,19.593,18.76,36.921,28.904,22.676,21.429
131.9571990966797,18.911880493164062,,19.010000228881836,PGC24709,,,,,,
10.321438789367676,-43.633056640625,174.16000366210938,63.22999954223633,PGC2471,20.318,31.127,42.434,40.134,20.802,21.194
131.99032592773438,73.5393295288086,125.4000015258789,90.0,PGC24711,,,,,,
131.9959716796875,31.785682678222656,,26.309999465942383,PGC24720,,,,,,
132.01914978027344,17.702425003051758,172.97000122070312,72.62999725341797,PGC24721,81.818,72.896,,24.713,69.793,23.507
131.99000549316406,72.89572143554688,177.57000732421875,40.279998779296875,PGC24722,,,154.497,,,
132.0193328857422,74.0987777709961,175.0,53.7599983215332,PGC24723,30.753,25.92,113.826,9.446,49.788,43.164
257.8236389160156,-74.96662902832031,74.5,48.4900016784668,PGC247255,27.205,50.963,20.777,9.405,,12.301
132.03819274902344,17.6114501953125,85.58999633789062,90.0,PGC24726,,,,,,
132.07638549804688,-2.9735066890716553,63.0,64.13999938964844,PGC24736,17.934,17.05,,,17.369,
132.07821655273438,-3.019592046737671,56.560001373291016,59.880001068115234,PGC24737,20.917,20.727,20.771,24.368,22.202,
132.1134490966797,19.019481658935547,77.66000366210938,81.19999694824219,PGC24741,,,114.916,,89.1,
132.10166931152344,73.67127990722656,,0.0,PGC24747,,,,,,
132.10595703125,73.96710968017578,,21.229999542236328,PGC24749,,,,,,
132.1256561279297,19.04388427734375,42.81999969482422,79.12000274658203,PGC24755,7.909,8.017,6.594,21.327,8.831,16.542
132.158935546875,73.9393081665039,67.45999908447266,77.55000305175781,PGC24760,45.579,41.713,26.539,23.499,23.689,27.461
132.2479705810547,-18.58748435974121,127.75,90.0,PGC24774,,,,,,
132.24966430664062,70.10966491699219,177.0,50.9900016784668,PGC24775,11.359,11.268,11.648,10.665,12.036,29.813
132.25161743164062,-7.829886436462402,175.89999389648438,55.15999984741211,PGC24778,20.934,38.387,46.355,33.699,24.617,25.706
10.362017631530762,-21.048057556152344,26.950000762939453,84.18000030517578,PGC2478,100.816,80.244,41.875,22.761,36.256,32.007
132.29917907714844,60.221187591552734,64.13999938964844,90.0,PGC24784,,,,,,
132.3290557861328,-19.004138946533203,31.5,34.68000030517578,PGC24789,31.01,,,25.994,28.109,7.812
10.366748809814453,25.499343872070312,42.97999954223633,48.029998779296875,PGC2479,,63.222,18.322,16.758,22.536,25.086
132.3411865234375,19.07495880126953,100.0,36.220001220703125,PGC24790,121.388,156.05,,,,
132.35079956054688,19.074316024780273,,90.0,PGC24792,,,,,,
132.3555908203125,70.16352844238281,158.5,59.75,PGC24795,11.113,11.434,10.593,8.287,10.957,25.069
132.4587860107422,18.792407989501953,45.790000915527344,90.0,PGC24811,,,,,,
132.49302673339844,70.29949951171875,82.4800033569336,46.189998626708984,PGC24817,33.498,40.091,45.832,23.474,26.08,28.222
132.50743103027344,-19.739604949951172,10.0,37.029998779296875,PGC24819,16.612,37.859,29.478,61.133,19.971,20.336
10.391176223754883,-10.021482467651367,112.8499984741211,90.0,PGC2482,,,,,,
132.5054931640625,19.00982093811035,168.5500030517578,63.70000076293945,PGC24821,43.725,61.074,12.954,129.104,,
132.5153045654297,-70.12661743164062,25.280000686645508,82.77999877929688,PGC24823,41.415,41.812,24.712,26.849,,
132.54920959472656,35.076385498046875,144.5,60.369998931884766,PGC24829,15.488,34.24,12.411,11.675,,
207.8101043701172,54.875946044921875,133.97999572753906,90.0,PGC2483201,,,,,,
132.6121826171875,60.08258819580078,82.81999969482422,77.1500015258789,PGC24834,23.467,23.263,17.74,17.58,19.586,21.378
132.5921173095703,73.46296691894531,47.0,52.619998931884766,PGC24838,42.318,82.486,16.057,15.123,15.74,24.502
132.60720825195312,-19.52978515625,150.1999969482422,90.0,PGC24840,,,,,,
191.23629760742188,54.902549743652344,156.80999755859375,41.41999816894531,PGC2484042,13.966,17.264,49.989,43.078,,
132.63148498535156,-3.099229097366333,179.0,79.33999633789062,PGC24844,8.035,10.375,8.204,14.23,,
132.64422607421875,19.369327545166016,32.70000076293945,90.0,PGC24846,,,,,,
132.68942260742188,-21.963314056396484,15.0,90.0,PGC24854,,,,,,
132.73348999023438,-34.537506103515625,64.83000183105469,78.19000244140625,PGC24860,49.835,63.913,48.913,51.199,,
132.77928161621094,-17.563831329345703,72.5199966430664,78.41999816894531,PGC24870,43.619,44.331,38.374,35.231,68.143,69.75
132.79042053222656,-35.093360900878906,119.8499984741211,66.4000015258789,PGC24872,24.885,18.32,20.851,,248.871,
132.81158447265625,71.85233306884766,69.66999816894531,77.36000061035156,PGC24875,60.532,,141.2,10.76,22.642,23.443
132.81637573242188,19.34208106994629,73.51000213623047,48.529998779296875,PGC24877,33.997,63.074,15.771,,,
132.8687286376953,61.020591735839844,63.619998931884766,55.97999954223633,PGC24882,27.143,29.725,11.738,49.847,12.276,33.127
132.8872833251953,30.865346908569336,,0.0,PGC24884,,,,,,
132.8937225341797,-21.646862030029297,168.60000610351562,90.0,PGC24885,,,,,,
132.9189910888672,51.11869430541992,75.0,75.77999877929688,PGC24887,28.99,27.696,26.205,14.697,26.953,25.789
132.90792846679688,-2.3661255836486816,117.9000015258789,65.44999694824219,PGC24890,19.946,19.047,17.436,14.077,19.499,18.539
132.93255615234375,-2.134031295776367,6.989999771118164,73.47000122070312,PGC24893,31.46,30.098,35.677,38.358,38.903,55.761
132.9678497314453,-24.313758850097656,78.87999725341797,87.80999755859375,PGC24898,,,5.95,69.311,35.455,113.047
132.9917449951172,71.81444549560547,163.0,90.0,PGC24903,,,,,,
133.0595703125,19.055500030517578,142.94000244140625,85.87000274658203,PGC24910,23.228,23.838,38.969,14.54,,
133.076416015625,-17.744462966918945,123.48999786376953,49.91999816894531,PGC24913,37.268,29.668,18.825,46.709,69.27,14.681
29.060710906982422,55.13119888305664,152.5,74.62000274658203,PGC2491615,28.293,26.143,20.224,19.239,,
133.09913635253906,-76.37789154052734,78.62999725341797,72.2300033569336,PGC24918,23.324,21.803,62.919,39.052,,
10.439445495605469,-16.861713409423828,171.3300018310547,50.970001220703125,PGC2492,22.991,41.419,32.821,22.314,26.318,28.594
133.1187286376953,-64.70402526855469,88.25,83.54000091552734,PGC24920,123.573,156.125,,10.867,,
133.21875,72.9266128540039,150.5,28.600000381469727,PGC24923,12.851,39.216,13.212,10.512,36.646,17.364
133.1584014892578,-2.6031112670898438,19.979999542236328,90.0,PGC24926,,,,,,
133.16366577148438,-33.46608352661133,6.829999923706055,64.11000061035156,PGC24928,38.369,37.185,38.335,75.215,41.645,74.223
10.436285018920898,36.358970642089844,,61.099998474121094,PGC2493,,,,,,
133.1729278564453,33.42250061035156,43.59000015258789,82.87000274658203,PGC24930,99.0,98.104,89.223,87.114,115.216,123.389
133.21450805664062,19.01909637451172,16.56999969482422,69.31999969482422,PGC24937,46.02,17.17,28.976,65.98,,
133.2708282470703,-88.08969116210938,77.94999694824219,60.220001220703125,PGC24938,38.319,35.25,46.916,14.933,,21.322
237.90029907226562,-74.58235931396484,67.5,60.75,PGC249400,95.133,47.063,56.236,17.286,17.373,
133.29632568359375,76.48605346679688,59.83000183105469,79.05000305175781,PGC24947,44.368,44.574,40.561,42.191,,
133.3147430419922,73.18883514404297,48.5,41.2599983215332,PGC24949,14.556,44.514,15.373,21.179,27.911,40.578
133.37451171875,-59.21708297729492,50.16999816894531,43.72999954223633,PGC24959,20.017,15.989,45.369,23.043,,
133.38632202148438,51.31376647949219,,0.0,PGC24961,,,,,,
133.6354217529297,-32.93747329711914,76.12000274658203,90.0,PGC24966,,,,,,
133.41595458984375,-26.51068687438965,155.1199951171875,76.94999694824219,PGC24967,29.758,29.071,20.065,21.444,33.281,32.512
133.42611694335938,73.49091339111328,174.7100067138672,41.380001068115234,PGC24970,29.542,20.633,22.764,24.065,28.867,29.896
133.50222778320312,18.68230628967285,17.270000457763672,81.26000213623047,PGC24982,14.569,38.225,14.113,19.575,34.022,
133.58853149414062,23.15822982788086,63.0,67.80999755859375,PGC24995,17.074,52.472,52.383,11.314,16.389,15.47
133.5899658203125,32.68085479736328,53.0099983215332,49.02000045776367,PGC24996,30.859,56.785,24.094,15.193,38.652,45.224
133.62265014648438,32.63554382324219,31.510000228881836,70.1500015258789,PGC24997,18.983,19.481,47.65,43.305,57.425,
133.61279296875,-3.067023515701294,160.5500030517578,31.209999084472656,PGC25003,87.866,12.017,84.921,63.29,17.858,85.665
133.66958618164062,20.583559036254883,67.19000244140625,74.81999969482422,PGC25007,26.225,55.048,99.26,17.172,51.892,148.589
10.460272789001465,-9.303153038024902,148.9499969482422,62.54999923706055,PGC2501,25.15,22.851,21.028,,27.831,21.654
133.66868591308594,47.10470199584961,108.52999877929688,90.0,PGC25012,,,,,,
133.70498657226562,57.67026138305664,130.38999938964844,63.459999084472656,PGC25018,38.853,13.533,10.472,9.032,16.209,33.78
133.69296264648438,39.53883361816406,166.0399932861328,47.91999816894531,PGC25020,38.897,11.624,18.239,48.934,11.774,11.234
189.6657257080078,55.44541931152344,139.61000061035156,41.25,PGC2502348,9.083,8.776,38.678,24.229,10.967,32.349
133.7252197265625,49.160400390625,48.66999816894531,42.029998779296875,PGC25024,49.985,49.696,13.206,28.665,,
133.7474822998047,-2.9876554012298584,122.75,62.61000061035156,PGC25029,17.549,18.158,19.613,18.908,24.225,26.222
133.778564453125,18.934518814086914,,27.030000686645508,PGC25035,,,,,,
10.465353012084961,32.991249084472656,0.20999999344348907,57.959999084472656,PGC2504,19.45,18.164,15.695,14.875,22.789,23.164
133.87498474121094,19.377763748168945,147.24000549316406,81.80000305175781,PGC25062,23.366,22.693,54.013,33.825,58.246,20.692
133.88829040527344,31.2116641998291,66.8499984741211,47.970001220703125,PGC25063,21.714,21.491,,41.059,,
133.8946075439453,58.73439407348633,38.0,68.4000015258789,PGC25065,22.959,23.418,,90.616,62.81,76.332
133.90220642089844,-3.1838791370391846,95.5,90.0,PGC25067,,,,,,
133.9099884033203,78.22344970703125,16.0,66.20999908447266,PGC25069,130.517,62.86,21.624,14.165,57.636,56.485
133.95330810546875,-3.1274712085723877,39.599998474121094,90.0,PGC25075,,,,,,
133.970703125,13.56303882598877,128.49000549316406,68.01000213623047,PGC25077,19.889,18.353,18.432,22.586,19.0,17.565
133.96865844726562,18.156471252441406,22.450000762939453,90.0,PGC25080,,,,,,
133.96786499023438,2.524290084838867,22.969999313354492,51.900001525878906,PGC25081,23.242,22.309,30.359,12.952,77.29,131.433
133.98085021972656,13.229676246643066,52.119998931884766,53.0,PGC25085,67.647,29.38,11.051,42.631,18.907,117.581
133.99000549316406,57.6779670715332,81.44000244140625,77.58000183105469,PGC25086,23.951,23.794,21.187,20.124,25.568,25.445
134.0048065185547,-37.197818756103516,84.9000015258789,75.11000061035156,PGC25089,40.746,38.415,28.579,30.411,,
134.03358459472656,-3.360112428665161,18.200000762939453,74.75,PGC25097,33.362,30.993,58.371,56.215,48.985,45.537
134.05120849609375,-2.563474416732788,168.39999389648438,75.44000244140625,PGC25102,22.284,21.888,21.851,20.999,30.943,32.641
134.05360412597656,-3.2430801391601562,95.22000122070312,40.369998931884766,PGC25103,29.866,39.098,13.748,45.986,,
134.07801818847656,-0.44147390127182007,133.8300018310547,69.12999725341797,PGC25109,13.75,13.453,15.619,9.767,25.713,52.381
134.10043334960938,13.182268142700195,117.58999633789062,53.630001068115234,PGC25113,18.03,21.401,17.916,40.167,16.815,19.291
134.11480712890625,-31.983938217163086,150.5,90.0,PGC25116,,,,,,
134.1437530517578,66.34236145019531,,31.020000457763672,PGC25120,,,,,,
