RA_DEG,DEC_DEG,POSANG_DEG,INCL_DEG,PGC,w1re,w2re,w3re,w4re,nuvre,fuvre
40.25212478637695,32.18063735961914,,28.93000030517578,PGC10170,,,,,,
193.7982177734375,-7.547763824462891,1.5,61.58000183105469,PGC1017163,14.59,25.507,29.743,10.029,39.916,19.185
40.2602424621582,-6.935769557952881,95.5,64.5199966430664,PGC10172,22.019,22.179,20.918,27.805,28.2,30.492
187.69920349121094,-7.54304313659668,14.0,83.68000030517578,PGC1017237,70.742,62.526,48.948,21.228,22.568,22.265
40.26984405517578,-8.25581169128418,109.01000213623047,70.80999755859375,PGC10175,77.38,38.532,21.661,13.404,81.217,22.423
40.29087829589844,35.85809326171875,134.0,62.81999969482422,PGC10182,16.127,18.662,13.916,12.498,16.96,16.881
192.4827880859375,-7.4242777824401855,18.0,90.0,PGC1019240,,,,,,
70.66800689697266,-7.419805526733398,167.0,64.68000030517578,PGC1019297,16.689,14.641,12.732,26.108,18.293,20.137
57.82589340209961,-7.411860942840576,,38.130001068115234,PGC1019436,,,,,,
216.47589111328125,-7.380406379699707,131.0,49.689998626708984,PGC1019975,12.576,30.716,36.647,13.641,,
0.3323339819908142,34.52572250366211,4.0,90.0,PGC102,,,,,,
40.41212844848633,-12.359356880187988,108.5,74.05999755859375,PGC10203,45.852,68.714,53.884,42.17,,
40.41120910644531,-28.171329498291016,64.13999938964844,75.54000091552734,PGC10205,82.657,67.64,102.975,12.006,,18.85
40.4314079284668,-27.30583381652832,135.0,55.439998626708984,PGC10207,24.39,24.479,19.841,17.598,19.483,19.372
40.438377380371094,0.44342151284217834,103.86000061035156,62.72999954223633,PGC10208,47.315,68.925,154.846,46.055,73.791,68.562
40.4487419128418,-20.798799514770508,37.33000183105469,61.11000061035156,PGC10209,33.335,22.883,19.722,41.406,,
70.47640228271484,-7.3063859939575195,,90.0,PGC1021186,,,,,,
341.72430419921875,-7.269762992858887,79.4000015258789,68.1500015258789,PGC1021782,45.295,68.273,15.686,13.561,25.307,14.86
40.479366302490234,32.08816909790039,154.55999755859375,79.13999938964844,PGC10218,20.763,17.421,17.211,27.093,29.478,36.065
40.48825454711914,-21.28681182861328,137.0,59.029998779296875,PGC10222,32.89,31.922,20.082,17.42,24.458,26.439
40.532997131347656,-24.129230499267578,52.16999816894531,78.5,PGC10229,33.429,33.149,28.242,33.196,28.288,26.679
40.545127868652344,43.35508346557617,40.93000030517578,61.40999984741211,PGC10235,24.346,24.006,14.784,13.47,,
40.56866455078125,42.393165588378906,107.0,39.40999984741211,PGC10243,16.983,15.622,14.52,14.337,18.902,
40.5750846862793,42.33594512939453,160.0,90.0,PGC10245,,,,,,
69.2311019897461,-7.074110984802246,23.5,52.599998474121094,PGC1024783,38.885,37.467,18.178,18.221,,
40.63954162597656,35.20233154296875,26.0,39.84000015258789,PGC10256,24.638,24.001,18.249,64.158,21.525,
40.64820861816406,34.76344299316406,97.94999694824219,45.810001373291016,PGC10257,31.455,20.99,14.454,8.043,56.484,9.412
40.6598014831543,-12.421201705932617,42.47999954223633,57.31999969482422,PGC10262,9.348,12.685,,,,
40.66973114013672,-0.013277900405228138,,24.149999618530273,PGC10266,,,,,,
40.674766540527344,-12.42740535736084,102.25,90.0,PGC10268,,,,,,
40.69501495361328,-12.397660255432129,95.08999633789062,72.62000274658203,PGC10270,25.671,25.237,27.06,54.071,,
40.691776275634766,-21.467212677001953,,22.639999389648438,PGC10271,,,,,,
40.70125198364258,28.5740966796875,162.4600067138672,46.720001220703125,PGC10272,11.311,15.834,12.321,9.577,,
34.937294006347656,-6.849916934967041,46.0,54.63999938964844,PGC1027901,46.705,38.962,60.994,50.641,,27.136
22.725730895996094,-6.828136444091797,126.66999816894531,51.31999969482422,PGC1028168,28.395,24.372,20.351,22.233,,
73.7045669555664,-6.792201519012451,161.0,83.20999908447266,PGC1028639,192.623,79.604,11.927,49.274,,
72.45301818847656,-6.775521278381348,24.5,76.19000244140625,PGC1028862,32.751,26.443,22.631,,22.665,25.398
149.94223022460938,-6.741272449493408,30.670000076293945,81.80000305175781,PGC1029331,28.079,156.638,20.854,31.411,29.228,25.463
40.797080993652344,40.42668533325195,144.57000732421875,80.5,PGC10296,34.621,33.372,33.01,34.547,,
40.822349548339844,3.644454002380371,95.5,61.58000183105469,PGC10297,12.081,12.041,13.061,11.849,12.679,
40.80175018310547,41.5006103515625,40.0,90.0,PGC10298,,,,,,
40.81275177001953,32.4249382019043,76.98999786376953,52.90999984741211,PGC10302,22.038,21.853,15.82,,188.583,20.471
40.81562423706055,32.46666717529297,27.0,49.79999923706055,PGC10303,27.479,30.69,23.943,,30.174,81.718
40.85045623779297,1.757130742073059,153.0,58.529998779296875,PGC10305,39.489,57.125,94.1,,18.838,27.661
40.842750549316406,4.968444347381592,178.32000732421875,32.52000045776367,PGC10309,14.795,98.649,19.917,21.577,28.474,35.31
40.87187576293945,-14.754305839538574,99.0,50.70000076293945,PGC10313,23.717,20.853,19.777,23.61,15.174,
40.87549591064453,37.34109878540039,90.43000030517578,58.4900016784668,PGC10314,39.046,37.793,38.803,36.117,48.071,50.386
193.81204223632812,-6.526930809020996,47.0,29.959999084472656,PGC1031827,32.55,28.607,15.377,26.832,37.696,14.936
40.8859977722168,31.7899227142334,25.0,78.20999908447266,PGC10319,28.543,27.589,25.867,24.243,31.561,28.293
135.89251708984375,-6.510988235473633,30.0,90.0,PGC1032003,,,,,,
40.89072799682617,-38.62733840942383,2.799999952316284,79.69999694824219,PGC10321,7.216,9.064,9.279,12.237,8.02,7.926
72.08795928955078,-6.49037504196167,106.0,44.47999954223633,PGC1032257,33.896,36.249,40.63,5.498,24.337,
40.88728713989258,32.25279998779297,77.5,90.0,PGC10325,,,,,,
40.90846252441406,-31.944805145263672,47.56999969482422,73.52999877929688,PGC10326,46.118,65.939,62.959,75.95,30.149,31.069
40.91900634765625,1.3758354187011719,31.639999389648438,52.279998779296875,PGC10329,93.55,87.553,139.923,,,
40.93473434448242,-29.003347396850586,98.80000305175781,61.63999938964844,PGC10330,,,23.766,23.829,33.204,31.978
40.93394470214844,32.49571990966797,100.55999755859375,80.98999786376953,PGC10331,28.757,,,51.494,39.795,40.845
193.29835510253906,-6.386446952819824,94.0,39.849998474121094,PGC1033456,16.875,29.182,18.69,26.403,16.384,9.073
40.954559326171875,32.389835357666016,42.0,60.0099983215332,PGC10337,16.762,15.201,14.876,13.081,15.931,16.64
40.9581184387207,32.47508239746094,59.5,76.6500015258789,PGC10338,,19.47,56.898,14.76,57.565,33.033
40.960548400878906,32.51185989379883,,18.229999542236328,PGC10339,,,,,,
3.8547000885009766,-21.444459915161133,120.83000183105469,90.0,PGC1034,,,,,,
43.39793395996094,-83.14234161376953,56.040000915527344,42.79999923706055,PGC10340,120.779,11.834,13.742,,21.328,8.881
195.46099853515625,-6.329013824462891,17.670000076293945,65.2300033569336,PGC1034103,41.62,,49.767,13.311,15.286,14.841
40.96837615966797,33.348751068115234,100.7699966430664,58.880001068115234,PGC10343,35.505,27.216,22.581,14.342,16.841,15.767
41.00225067138672,5.04658317565918,100.0,,PGC10350,,,,,,
41.10501480102539,32.350006103515625,81.0,66.5999984741211,PGC10370,36.812,61.823,,76.926,35.805,
72.78541564941406,-6.055819511413574,119.3499984741211,72.44000244140625,PGC1037301,18.165,26.796,58.98,,26.38,
41.088191986083984,0.6767271161079407,16.780000686645508,90.0,PGC10381,,,,,,
68.8948974609375,-5.873141765594482,114.0,90.0,PGC1039411,,,,,,
41.241600036621094,30.377891540527344,79.5,90.0,PGC10407,,,,,,
41.27297592163086,-15.587791442871094,23.170000076293945,77.37999725341797,PGC10411,27.193,19.232,34.638,17.126,23.486,25.622
41.2828369140625,-13.23673152923584,165.75,79.83999633789062,PGC10413,29.517,32.025,18.359,17.079,33.051,
62.776702880859375,-5.703385353088379,129.5399932861328,78.66000366210938,PGC1041440,29.392,29.569,40.192,13.45,,
211.03233337402344,-5.696305751800537,54.0,27.450000762939453,PGC1041511,20.956,31.349,46.885,37.515,14.768,14.866
260.59674072265625,-5.693194389343262,140.0,71.79000091552734,PGC1041550,24.737,26.075,100.678,17.209,,
41.290374755859375,32.98980712890625,103.0,67.58999633789062,PGC10417,52.261,51.663,20.538,,20.422,74.361
41.30283737182617,32.28409957885742,30.149999618530273,86.20999908447266,PGC10419,100.892,83.063,56.436,,18.326,
41.30916976928711,35.18864822387695,45.720001220703125,74.83999633789062,PGC10421,,59.977,42.18,22.889,23.999,
72.91368103027344,-5.644047260284424,74.0,74.88999938964844,PGC1042134,60.073,216.563,12.064,39.062,,
135.0627899169922,-5.630354404449463,174.6699981689453,76.69999694824219,PGC1042309,79.205,23.744,22.888,,68.961,41.918
41.364871978759766,0.9143692851066589,176.7100067138672,68.91999816894531,PGC10431,46.755,47.632,32.431,35.335,20.326,17.714
175.5968780517578,-11.658082962036133,178.0,48.0,PGC104394,16.219,17.557,9.941,8.677,38.239,12.386
41.41791915893555,-15.361124992370605,17.200000762939453,90.0,PGC10445,,,,,,
124.96039581298828,-5.337464332580566,70.0,50.369998931884766,PGC1046094,66.093,58.043,25.731,92.213,25.832,15.07
193.8502197265625,-5.331888675689697,161.0,44.47999954223633,PGC1046170,16.974,15.961,18.021,20.827,21.39,21.705
182.513671875,-12.23075008392334,34.33000183105469,77.19999694824219,PGC104631,14.975,12.044,11.475,86.743,21.038,21.446
41.499656677246094,-7.5785813331604,,49.900001525878906,PGC10464,,,,,,
71.0487060546875,-5.24405574798584,13.34000015258789,90.0,PGC1047309,,,,,,
41.56572341918945,-17.111867904663086,157.0,90.0,PGC10483,,,,,,
192.22543334960938,-11.678312301635742,12.5,55.36000061035156,PGC104868,54.473,13.992,11.855,16.225,,
41.579593658447266,-30.275049209594727,136.74000549316406,54.959999084472656,PGC10488,26.754,21.535,232.076,42.542,136.035,
191.42970275878906,-12.11577320098877,24.0,76.69999694824219,PGC104917,16.764,35.538,24.699,18.542,22.173,27.05
41.60487747192383,-0.4986642897129059,10.239999771118164,54.209999084472656,PGC10496,38.173,36.521,32.092,111.698,36.913,35.313
41.64137268066406,-0.24714399874210358,97.8499984741211,67.4800033569336,PGC10507,38.364,39.069,39.877,44.873,60.128,65.027
3.9628472328186035,16.08952522277832,99.97000122070312,77.13999938964844,PGC1051,23.04,23.129,21.703,19.764,,
41.64893341064453,32.449195861816406,14.0,86.19999694824219,PGC10512,67.153,95.241,17.067,29.937,69.931,103.146
305.1323547363281,-4.899479389190674,8.0,90.0,PGC1052018,,,,,,
70.21104431152344,-4.89002799987793,124.0,35.130001068115234,PGC1052121,25.844,15.342,26.562,8.019,,
194.706787109375,-4.888500213623047,178.0,84.29000091552734,PGC1052160,19.739,49.052,,21.204,,
70.95435333251953,-4.788347244262695,30.329999923706055,76.69999694824219,PGC1053462,137.893,199.887,8.497,16.78,,
41.74332809448242,41.77592468261719,15.0,,PGC10535,,,,,,
128.20545959472656,-4.773911476135254,90.0,81.62000274658203,PGC1053691,,7.896,9.152,14.871,29.502,73.118
72.19053649902344,-4.748305797576904,166.0,76.86000061035156,PGC1054061,9.997,,,,,
41.77820587158203,-2.972557306289673,2.0299999713897705,90.0,PGC10542,,,,,,
41.86598205566406,-0.2851119041442871,88.83999633789062,53.790000915527344,PGC10559,69.392,13.854,18.097,76.35,18.122,19.605
41.92832946777344,-18.84027099609375,2.4100000858306885,90.0,PGC10571,,,,,,
133.54006958007812,-4.493236064910889,133.1199951171875,62.38999938964844,PGC1057446,18.764,24.528,18.804,14.966,14.855,15.133
41.9847297668457,41.246768951416016,42.560001373291016,54.4900016784668,PGC10587,50.79,85.957,56.265,37.317,20.577,25.187
41.99055862426758,3.885352611541748,,27.059999465942383,PGC10588,,,,,,
213.81991577148438,-4.358833312988281,15.5,66.2300033569336,PGC1059326,19.671,18.104,20.931,199.412,23.666,24.779
42.01788330078125,-13.993048667907715,94.0,84.5999984741211,PGC10595,37.091,15.488,12.259,10.125,12.609,
213.63661193847656,-4.345195770263672,45.0,63.16999816894531,PGC1059517,45.36,39.304,,,,
42.0252685546875,-13.958776473999023,47.130001068115234,82.37000274658203,PGC10597,28.085,54.113,21.214,16.584,49.289,
42.033714294433594,-22.754823684692383,0.8299999833106995,90.0,PGC10601,,,,,,
42.06533432006836,-36.02633285522461,114.3499984741211,73.62999725341797,PGC10604,18.013,17.366,21.516,22.692,81.315,68.039
42.067283630371094,34.419776916503906,98.75,52.75,PGC10606,29.084,15.177,16.694,16.227,23.055,26.515
42.07121276855469,-17.987634658813477,172.1999969482422,46.79999923706055,PGC10607,9.412,15.113,9.32,8.96,9.413,9.426
42.072540283203125,50.80033493041992,66.26000213623047,90.0,PGC10608,,,,,,
68.0350112915039,-4.21192741394043,79.0,65.6500015258789,PGC1061333,50.087,19.62,143.851,38.995,,
56.71818923950195,-4.186736106872559,5.0,41.470001220703125,PGC1061666,41.372,55.376,33.475,43.206,13.279,13.353
42.064125061035156,-10.252458572387695,73.26000213623047,90.0,PGC10617,,,,,,
190.3404998779297,-4.149785041809082,142.0,73.38999938964844,PGC1062175,28.433,28.28,17.253,39.503,,
42.06843185424805,-8.930013656616211,36.810001373291016,55.029998779296875,PGC10622,12.398,,33.074,44.696,20.056,17.628
42.1191291809082,-40.553497314453125,55.279998779296875,90.0,PGC10624,,,,,,
42.12879180908203,50.7545280456543,101.8499984741211,51.630001068115234,PGC10627,26.159,26.689,35.697,35.815,46.444,62.758
344.7084655761719,-4.0877203941345215,100.0,56.220001220703125,PGC1063049,26.031,20.653,12.435,,26.763,36.625
213.946044921875,-4.075349807739258,4.0,42.81999969482422,PGC1063216,18.926,26.218,39.209,44.245,,
327.5859375,-4.069713115692139,69.33000183105469,64.04000091552734,PGC1063314,166.922,,12.795,16.451,51.487,77.939
42.17005157470703,-31.53626823425293,21.860000610351562,90.0,PGC10637,,,,,,
42.202178955078125,-19.971210479736328,34.34000015258789,90.0,PGC10645,,,,,,
23.038774490356445,-3.9767069816589355,55.9900016784668,65.5,PGC1064545,69.543,51.403,26.658,13.184,,53.426
56.544918060302734,-3.967902898788452,38.0,71.81999969482422,PGC1064643,,,41.37,,13.197,16.762
72.98308563232422,-3.929888963699341,28.670000076293945,53.939998626708984,PGC1065122,9.35,21.902,19.039,,,
42.22075271606445,53.03730392456055,175.0,80.30000305175781,PGC10652,46.945,105.195,56.443,43.058,51.873,
65.05939483642578,-3.913527727127075,158.0,65.2699966430664,PGC1065295,15.181,14.625,15.424,16.525,,
303.1799621582031,-3.90594220161438,,61.400001525878906,PGC1065381,,,,,,
210.31338500976562,-3.903563976287842,,66.72000122070312,PGC1065416,,,,,,
72.86837005615234,-3.8701250553131104,127.01000213623047,74.62000274658203,PGC1065831,21.894,21.675,33.872,13.301,,
42.24516677856445,3.1686389446258545,81.80000305175781,76.58999633789062,PGC10659,19.269,19.972,20.121,20.709,23.157,21.509
72.92399597167969,-3.8415277004241943,16.670000076293945,81.12999725341797,PGC1066179,47.579,37.659,190.676,31.109,,
67.23199462890625,-3.8405039310455322,,44.56999969482422,PGC1066198,,,,,,
42.27997970581055,-16.99334716796875,7.0,71.55000305175781,PGC10669,27.603,27.194,28.645,26.794,34.571,36.049
42.286285400390625,2.127047061920166,,19.989999771118164,PGC10670,,,,,,
42.28977966308594,-7.837289333343506,11.40999984741211,90.0,PGC10673,,,,,,
42.33171081542969,8.092611312866211,140.0,39.27000045776367,PGC10683,33.02,13.29,11.191,9.654,24.387,
335.8363342285156,-3.6599040031433105,146.3300018310547,83.01000213623047,PGC1068443,56.669,49.623,14.663,117.249,16.858,52.604
72.78099822998047,-3.65179181098938,165.63999938964844,73.86000061035156,PGC1068535,,34.234,13.711,7.127,,
42.36650085449219,-0.8730189800262451,68.5999984741211,51.22999954223633,PGC10697,15.42,20.113,,53.651,26.603,20.509
66.47068786621094,-3.5435140132904053,12.5,34.349998474121094,PGC1069848,11.952,12.168,20.256,22.454,27.418,12.978
42.391380310058594,-38.76961898803711,26.079999923706055,71.38999938964844,PGC10705,18.482,31.35,18.279,15.162,28.245,30.818
42.399757385253906,-30.578004837036133,,15.260000228881836,PGC10709,,,,,,
11.963029861450195,-3.3662357330322266,2.0,62.38999938964844,PGC1072285,21.573,10.873,8.212,5.986,9.752,36.804
42.41875076293945,-12.253889083862305,172.55999755859375,25.989999771118164,PGC10723,28.104,9.947,11.505,93.642,27.068,15.41
42.473297119140625,-1.0036102533340454,46.119998931884766,80.75,PGC10747,20.715,32.874,14.515,14.147,32.273,32.708
42.494415283203125,-12.163777351379395,92.33000183105469,90.0,PGC10748,,,,,,
6.980439186096191,-3.183551549911499,3.0,27.510000228881836,PGC1075005,34.824,57.386,29.367,48.44,14.583,15.056
329.61083984375,-3.102367401123047,74.33000183105469,78.41000366210938,PGC1076468,10.271,57.4,174.072,20.154,21.739,56.321
329.56744384765625,-3.0575079917907715,163.0,43.90999984741211,PGC1077281,23.772,22.922,16.984,17.044,21.199,20.744
338.8778991699219,-3.021775484085083,48.5,74.62000274658203,PGC1077876,,63.348,41.13,16.767,,
346.230712890625,-3.007826805114746,16.0,90.0,PGC1078188,,,,,,
42.663333892822266,-1.734041690826416,10.399999618530273,90.0,PGC10789,,,,,,
42.66920852661133,41.671592712402344,,0.0,PGC10792,,,,,,
73.01787567138672,-2.9407777786254883,25.670000076293945,36.29999923706055,PGC1079495,16.878,25.659,12.261,69.033,21.961,13.596
73.83908081054688,-2.9332361221313477,43.68000030517578,72.58000183105469,PGC1079648,15.298,,,,66.948,29.45
42.74850082397461,37.46664047241211,72.23999786376953,59.060001373291016,PGC10810,48.485,,17.057,,31.096,
42.76911163330078,4.453745365142822,,58.650001525878906,PGC10813,,,,,,
42.78916549682617,2.5938332080841064,69.41999816894531,66.2300033569336,PGC10815,22.45,23.372,19.922,19.509,25.757,27.27
42.815582275390625,50.87811279296875,171.0,48.06999969482422,PGC10824,23.099,25.683,13.226,13.002,16.71,22.713
42.828311920166016,-26.96874237060547,61.83000183105469,78.6500015258789,PGC10830,22.816,33.964,27.213,26.586,,
42.91849899291992,-16.650667190551758,53.5,75.19000244140625,PGC10851,94.86,30.095,51.733,32.225,76.256,73.429
