PGC,re,amp,n
PGC1027901,11.734,0.043881630636651445,1.343
PGC1028168,8.437,0.250291623853059,0.299
PGC1028639,20.241,0.04371293922018381,2.372
PGC1028862,15.204,0.14900688427123654,0.692
PGC1029331,11.815,1.9796654299920808,0.545
PGC10296,32.54,1.3182179248521912,0.515
PGC10297,17.281,0.04667959341076334,2.252
PGC10298,,,
PGC10302,10.035,0.9132660996065375,0.912
PGC10303,6.82,13.205664030154763,0.775
PGC10305,36.361,0.030888040551267714,2.535
PGC10309,19.45,1.5510467198886786,0.917
PGC10313,10.865,4.238341599804118,0.525
PGC10314,40.188,0.6907008377918747,1.032
PGC1031827,7.895,0.7888172240205881,1.136
PGC10319,18.657,2.9937896118635177,0.681
PGC1032003,,,
PGC10321,5.245,15.157943965190073,0.516
PGC1032257,32.975,0.00570969342291809,2.767
PGC10325,,,
PGC10326,20.816,0.4731946233520137,0.931
PGC10329,121.987,0.05549792152072073,2.564
PGC10330,11.691,1.1786975718535653,1.15
PGC10331,16.433,4.220307607275664,0.751
PGC1033456,7.323,0.28606975857002265,0.708
PGC10337,12.563,0.7763914147731297,0.713
PGC10338,83.51,0.02945259826659988,2.897
PGC10339,,,
PGC1034,,,
PGC10340,14.149,1.410387625101922,1.803
PGC1034103,8.088,1.2502990487979369,0.498
PGC10343,9.572,0.5545857823888017,0.548
PGC10350,,,
PGC10370,11.227,0.5325566598252074,1.008
PGC1037301,7.576,0.2653703348382501,0.573
PGC10381,,,
PGC1039411,,,
PGC10407,,,
PGC10411,12.97,6.0573421077473295,0.691
PGC10413,13.442,6.074143621499603,0.488
PGC1041440,23.833,0.08209092539064265,1.015
PGC1041511,12.597,0.12432760133474871,0.526
PGC1041550,12.909,0.5547460021082915,0.907
PGC10417,13.81,0.17884076052032272,1.297
PGC10419,41.173,0.03766826780591294,2.438
PGC10421,15.286,1.0962722752939698,0.498
PGC1042134,9.015,3.1459504224590975,0.869
PGC1042309,22.784,0.06320167831802856,1.621
PGC10431,11.455,0.9815874407322307,1.049
PGC104394,5.81,0.8343983093779888,0.522
PGC10445,,,
PGC1046094,7.676,1.19746395377278,0.47
PGC1046170,18.723,0.0701758729151581,0.885
PGC104631,8.236,1.287249137607504,0.586
PGC10464,,,
PGC1047309,,,
PGC10483,,,
PGC104868,8.446,0.19757292625250134,0.586
PGC10488,37.742,6.747382066018194,1.911
PGC104917,9.41,0.45425986732419116,0.647
PGC10496,30.295,3.0720707429276386,1.517
PGC10507,41.768,0.538344456650229,1.13
PGC1051,16.114,5.3307144445548955,0.725
PGC10512,15.07,2.7012300523178197,0.403
PGC1052018,,,
PGC1052121,8.329,0.2715009578020752,0.804
PGC1052160,25.173,0.02846942036703365,1.038
PGC1053462,,fit fail,fit fail
PGC10535,,,
PGC1053691,9.468,2.6477656333484183,0.746
PGC1054061,7.96,0.06982614190439887,1.366
PGC10542,,,
PGC10559,9.434,5.466380033083914,0.427
PGC10571,,,
PGC1057446,13.865,0.09450487019574018,1.108
PGC10587,13.143,3.305508421524328,0.609
PGC10588,,,
PGC1059326,27.875,0.027131641610298025,1.579
PGC10595,16.986,0.46191244677863785,1.103
PGC1059517,13.781,0.04120139690752714,1.313
PGC10597,25.641,2.8855795532309942,0.972
PGC10601,,,
PGC10604,11.177,1.012465079782912,0.208
PGC10606,13.197,1.1796469444423425,0.75
PGC10607,5.567,3.53377351285325,0.507
PGC10608,,,
PGC1061333,9.916,0.1381063109847192,0.883
PGC1061666,21.622,0.07191216794950582,1.918
PGC10617,,,
PGC1062175,,fit fail,fit fail
PGC10622,16.06,0.5451333820113116,1.511
PGC10624,,,
PGC10627,34.129,1.9545626671036664,0.049
PGC1063049,19.795,0.03225971116257469,1.389
PGC1063216,49.954,0.004436290542642754,2.548
PGC1063314,14.17,0.029609538143969095,1.297
PGC10637,,,
PGC10645,,,
PGC1064545,8.592,0.48078980582439856,0.501
PGC1064643,16.245,0.05828778439550596,1.312
PGC1065122,20.001,0.040674531108855605,1.977
PGC10652,45.046,0.13608423278440557,1.499
PGC1065295,11.824,0.29765480300972397,0.578
PGC1065381,,,
PGC1065416,,,
PGC1065831,7.052,1.2764928123525507,0.721
PGC10659,19.842,4.0619347639298145,0.488
PGC1066179,8.715,1.0945920268398766,0.752
PGC1066198,,,
PGC10669,25.174,2.0156481219274807,0.341
PGC10670,,,
PGC10673,,,
PGC10683,133.962,0.011606726845919306,4.293
PGC1068443,19.37,0.2219961435547255,0.7
PGC1068535,11.046,0.225685045419671,0.681
PGC10697,17.863,0.5143098751776314,1.703
PGC1069848,8.046,0.3652997293299308,0.727
PGC10705,15.657,2.907293364801314,0.941
PGC10709,,,
PGC1072285,,fit fail,fit fail
PGC10723,8.686,0.2986836496090861,0.776
PGC10747,15.385,1.1514801031160258,0.508
PGC10748,,,
PGC1075005,20.616,0.035261475628696,1.536
PGC1076468,8.786,3.595337898509041,0.728
PGC1077281,14.961,0.2497468277498662,0.591
PGC1077876,45.675,0.010891784197506775,1.615
PGC1078188,,,
PGC10789,,,
PGC10792,,,
PGC1079495,9.951,0.35534522648720945,0.789
PGC1079648,13.692,0.016041770658095745,1.61
PGC10810,8.6,0.34039810071007365,1.025
PGC10813,,,
PGC10815,17.682,0.6061942308242061,0.49
PGC10824,10.984,3.211887241919465,0.556
PGC10830,18.018,0.20975652917319992,0.695
PGC10851,17.865,5.72736529970523,1.514
PGC10854,,,
PGC10873,8.062,4.141013174642714,0.862
PGC1087486,22.076,0.07774479124853202,0.83
PGC10875,,,
PGC1087632,22.704,0.02967740139617218,1.312
PGC10879,18.527,0.04382386833387734,1.402
PGC10882,,,
PGC10884,,,
PGC1089,16.08,0.16997308586855078,0.573
PGC10890,15.917,3.1740927353599857,0.976
PGC10891,,,
PGC10892,23.437,0.012464422443027383,0.73
PGC10893,6.45,2.076592190257092,0.562
PGC109,126.217,0.007414085990537023,3.939
PGC1090402,27.677,0.014539417334106698,1.49
PGC10907,,,
PGC10925,,,
PGC10927,,,
PGC10928,15.76,14.144054602377063,0.962
PGC10931,9.41,0.06948068103547118,1.287
PGC10932,54.222,0.8528805371320559,3.202
PGC10940,27.226,0.0777594193240365,0.945
PGC10942,12.849,4.330703216755771,0.833
PGC1094786,13.543,0.11397797522708167,0.494
PGC10956,,,
PGC10965,36.581,2.8605538950231235,0.404
PGC10966,11.038,6.519360422593155,0.801
PGC10980,24.289,0.054801904302447156,2.137
PGC10981,9.823,1.2124370447270096,1.401
PGC1099,66.126,0.0038642749697378825,2.121
PGC10994,29.469,0.026942913924399764,1.536
PGC11011,21.088,1.6187938170986313,0.662
PGC11012,10.966,13.588504080599305,0.609
PGC11014,,,
PGC11016,24.768,0.125705325484699,0.62
PGC1103391,,,
PGC11036,22.203,0.05171345734418935,1.54
PGC11042,16.814,0.03823137603007884,1.493
PGC1105183,8.668,1.0777021429306066,0.342
PGC11056,26.068,0.6567993982157625,0.245
PGC1106,,,
PGC11065,35.557,0.04123053219115095,1.17
PGC11067,,,
PGC1107,42.906,0.018608132375433902,1.216
PGC11073,22.14,0.018812627972467875,1.891
PGC11074,14.712,1.6344795612033092,0.448
PGC11075,16.689,7.640516813959085,1.499
PGC11078,12.737,0.1767325343849725,0.677
PGC1108920,11.006,0.09412207883093743,0.774
PGC1109,20.058,5.469664349729328,0.552
PGC11092,13.201,0.3409144414994236,0.379
PGC11098,6.535,0.21517427944807618,0.834
PGC11103,11.899,0.13195436159163365,0.875
PGC11104,26.899,0.12109730509712478,2.797
PGC11116,15.444,0.10594359080767282,1.544
PGC11118,40.837,0.03293777785934962,2.87
PGC11123,15.755,0.08765724231498472,1.369
PGC11124,7.679,10.28086364608868,0.453
PGC11134,14.284,12.013631989636552,0.583
PGC11135,14.74,0.05037900156314759,0.608
PGC11139,,,
PGC1114,,,
PGC11153,,,
PGC11154,16.857,0.08228972601806886,0.754
PGC11156,,,
PGC11163,,,
PGC11179,12.872,0.3790564861951463,2.431
PGC11181,,,
PGC11192,10.735,0.8691581255302722,0.62
PGC11198,,,
PGC112,12.095,1.0346545067211763,0.942
PGC11202,25.173,0.24302825456400626,1.576
PGC11204,13.586,0.8289586048937809,0.601
PGC11210,18.262,0.27193374722656904,1.381
PGC11214,5.194,9.986374900442831,0.503
PGC11217,21.392,3.8293285926003633,0.534
PGC11221,,,
PGC11228,15.509,0.1319505044426782,0.973
PGC11230,9.939,0.5266192526228316,1.077
PGC1123197,11.771,1.635808152339378,1.148
PGC11233,,,
PGC11242,,,
PGC11245,16.236,0.8582076329383697,0.357
PGC11248,27.665,0.20713779650496492,1.236
PGC11252,29.505,1.275666331612448,0.748
PGC1125459,,,
PGC11261,,,
PGC11263,17.547,0.06846163319914975,1.485
PGC11264,,,
PGC11265,,,
PGC11270,,,
PGC11274,,,
PGC1127439,7.489,0.88255787965096,0.918
PGC11282,,,
PGC11287,40.361,0.032469865597607304,2.302
PGC11290,15.554,0.24451866010054873,0.571
PGC11292,14.524,0.8881844329487519,0.459
PGC11299,20.535,0.08419596328178673,0.725
PGC1130,17.277,1.786847988255462,0.326
PGC11309,6.693,4.080364088271584,0.454
PGC1131621,,,
PGC1131704,5.652,0.9644153569799807,0.468
PGC11329,25.841,1.1586740185340143,0.33
PGC11336,9.132,5.6573247971186955,1.423
PGC11341,,,
PGC11344,5.944,1.8145250141398608,0.884
PGC1134909,12.356,0.014091283456779078,1.168
PGC11352,18.315,0.05269071985339012,0.828
PGC11357,20.217,0.15904250037012932,0.746
PGC11359,,,
PGC11367,24.046,0.413717632321618,0.188
PGC11368,,,
PGC11369,,,
PGC11370,,,
PGC11371,36.85,0.1361949889881821,1.209
PGC11375,,,
PGC1137500,67.235,0.012420006264625836,1.818
PGC11376,,,
PGC11377,14.634,0.24898834253901247,0.752
PGC11383,7.682,3.923934621406167,0.418
PGC113900,95.591,0.002300585490188186,3.408
PGC113918,19.66,0.00883386326083475,1.74
PGC11392,31.539,0.07321344093262452,2.109
PGC11397,44.196,0.022837425234447983,1.105
PGC11399,8.736,0.839554268189559,0.626
PGC11403,18.648,4.209982404219563,0.35
PGC1140347,9.75,0.026064659326404442,1.424
PGC11404,70.153,0.209982894717503,2.984
PGC11414,,,
PGC1141629,5.065,0.09687883848765744,0.677
PGC11420,6.9,0.9632061889186848,0.715
PGC11425,33.775,0.14652086210718543,2.038
PGC11432,,,
PGC11441,36.653,0.39151664364173955,2.756
PGC11453,,,
PGC11455,25.709,0.02246618115279049,1.839
PGC11462,12.129,0.2285995912008973,0.709
PGC11463,21.736,0.9609912209531812,1.183
PGC11469,11.55,0.14066489515478367,0.525
PGC1147270,,,
PGC11479,9.658,11.812745316019955,1.432
PGC11480,96.936,0.03883778966882594,2.39
PGC11484,12.556,0.12058340272583465,1.134
PGC1148459,9.937,0.214741369565305,0.323
PGC11488,16.947,4.68734948535982,0.491
PGC11503,,,
PGC1150429,121.335,0.0006173967701635797,3.186
PGC11506,16.301,0.37723393087186374,1.275
PGC11508,,,
PGC11511,12.214,1.459995381877577,0.537
PGC11515,21.497,0.08074678732349433,1.023
PGC11517,7.062,0.15618799618121526,0.904
PGC1151916,16.132,0.007581151281406822,2.149
PGC11520,43.559,0.016796171236193074,0.842
PGC11521,62.15,0.44892691643549304,0.182
PGC11522,,,
PGC11527,9.974,0.8532512869759921,0.928
PGC11529,6.347,0.9513457457019102,0.336
PGC11533,15.735,0.09013666482446009,0.999
PGC11536,,,
PGC11537,10.999,14.198408759576314,1.272
PGC11538,,fit fail,fit fail
PGC1154,13.842,0.4716676214793581,0.387
PGC11543,12.281,0.20318908345305736,0.744
PGC11545,,fit fail,fit fail
PGC11552,21.927,2.1827489315006376,0.452
PGC11554,,,
PGC11557,23.865,0.09075018035556807,1.024
PGC1156203,55.966,0.054912917204895655,4.367
PGC11563,11.912,1.3493852427139406,0.723
PGC11573,9.258,0.025719059384393176,0.903
PGC11574,,,
PGC11583,,,
PGC11592,15.831,0.5509524921787191,0.537
PGC11594,,,
PGC11595,32.593,0.13303460318821533,0.661
PGC1160,12.667,9.363464937888674,1.086
PGC11609,12.157,0.4830577085161252,0.512
PGC11617,23.257,2.6198238512211107,1.569
PGC11625,,,
PGC11628,12.273,2.4571813480120688,0.664
PGC11638,,,
PGC11640,8.444,0.8095934641212128,0.973
PGC11643,51.762,0.5163562984042297,0.702
PGC11647,21.282,0.8817798897719311,0.954
PGC11648,,,
PGC11652,6.643,5.683017081969105,0.976
PGC11658,,,
PGC11665,17.914,0.5170653073673971,0.555
PGC1166532,,,
PGC11666,18.772,0.13741603475960268,1.646
PGC11670,9.441,0.9442181850467657,0.983
PGC11671,15.672,0.7550546433829938,0.567
PGC11673,18.325,0.46236936240077264,1.74
PGC11675,,,
PGC11676,,,
PGC11677,42.977,0.012581517182089058,1.171
PGC11679,10.92,0.8226899272694674,0.733
PGC11682,16.478,0.9598417755981371,0.586
PGC11687,14.695,1.6312425332052285,1.406
PGC11691,20.112,0.4257123514126778,0.725
PGC11699,10.465,3.6262095254707343,1.03
PGC11713,13.863,0.7563355153645662,0.546
PGC11715,13.603,0.7713676052380154,1.469
PGC11740,37.028,0.1540311106881882,1.368
PGC11744,9.135,3.532124340856215,0.574
PGC11767,,,
PGC11768,,,
PGC11770,,,
PGC11771,240.969,0.0024164816461812668,4.209
PGC11774,151.585,0.4663294957638744,4.027
PGC1177602,,,
PGC11781,78.058,0.01580948820102003,1.825
PGC11782,24.597,0.8104751137922249,0.623
PGC11789,18.926,0.23638979970763793,0.379
PGC117913,18.846,0.07543367803851875,0.625
PGC11793,16.574,3.57310927709762,0.756
PGC11798,,fit fail,fit fail
PGC1180,,,
PGC11800,18.184,0.4152209359348363,0.429
PGC11807,8.926,0.5137142886931454,1.09
PGC11809,,,
PGC11810,11.965,0.09188339087111563,1.347
PGC11812,,,
PGC11813,14.542,0.29207131775900647,0.708
PGC11819,80.111,0.7262612689438995,0.351
PGC11824,,,
PGC11830,16.42,0.19711461374530137,1.532
PGC11836,38.602,0.6612070669684075,1.069
PGC11846,13.412,5.8703621636482906,0.44
PGC11847,10.793,0.9815034244206826,0.666
PGC11851,,,
PGC11856,,,
PGC11866,10.722,3.0332001595860936,0.726
PGC11868,7.522,0.5013675153161367,0.777
PGC1187270,,,
PGC11873,12.916,0.10888828055384306,1.212
PGC11875,,,
PGC11887,,fit fail,fit fail
PGC11892,10.598,1.6482047763582455,0.671
PGC11902,,,
PGC11926,12.157,0.7967629417294594,0.758
PGC11931,,,
PGC11936,24.931,0.1427087660816751,1.077
PGC11937,,,
PGC11941,17.964,6.186513718826352,0.693
PGC11942,,fit fail,fit fail
PGC1195996,,fit fail,fit fail
PGC11969,,,
PGC11970,40.222,0.03231144768004811,2.673
PGC11977,24.294,0.03272742771358392,0.135
PGC11982,14.546,0.09614622456377182,1.648
PGC11984,117.323,0.20970701896045169,1.565
PGC11995,20.011,0.1028978616794898,1.743
PGC120,23.03,1.2738616313800863,1.065
PGC12007,56.14,0.6146055190029757,0.872
PGC1200845,49.893,0.0012648788618385264,3.917
PGC12011,,,
PGC12017,19.386,1.3767620504853506,1.089
PGC12032,,,
PGC1203369,65.713,0.009631942403265266,2.464
PGC12034,38.316,0.09046301978722347,1.867
PGC12038,17.203,0.08883228321959818,1.448
PGC12041,45.383,0.6784359642885731,1.034
PGC12053,35.623,0.06203190739807056,1.76
PGC12068,24.408,0.07070822903578534,0.536
PGC12070,10.914,3.203111503007186,0.516
PGC12074,,fit fail,fit fail
PGC12079,9.3,6.134359263754673,0.933
PGC1207979,,,
PGC12080,12.327,4.706462198525928,0.634
PGC1209,8.381,2.0267353997206463,0.401
PGC12112,12.123,0.5746125729340241,0.992
PGC12117,,,
PGC12119,,,
PGC1212,13.501,0.10348392149831129,1.255
PGC12120,13.955,0.22499211655820556,1.216
PGC12130,,,
PGC12131,126.297,0.13195996452376638,3.791
PGC12132,23.044,0.584586320481812,1.369
PGC12138,13.376,2.7279501441135134,0.378
PGC12141,,,
PGC1215162,45.99,0.00273723401110625,3.982
PGC12154,,,
PGC12157,19.534,0.14211971637834414,1.179
PGC1215798,,,
PGC12159,,,
PGC12160,6.214,0.36766159355241845,0.657
PGC12163,20.769,1.205630553894419,0.583
PGC12166,7.496,2.5329138200159056,1.192
PGC12174,,,
PGC12177,,,
PGC1218,9.569,0.054737121680735516,0.377
PGC12181,36.438,0.028457550714909567,0.574
PGC12184,16.691,1.4183294025722226,1.212
PGC12187,8.021,1.506915858014209,0.559
PGC12194,,,
PGC12195,,,
PGC12196,11.846,1.8605614919689077,0.521
PGC12204,30.508,0.81348208280831,0.181
PGC12206,,,
PGC12209,26.454,0.9964313922855292,2.346
PGC12243,23.652,0.13841045548267406,1.588
PGC12248,26.282,0.10947134675567738,1.715
PGC12250,13.929,0.08440065591590637,1.643
PGC12253,26.635,0.1348322767465374,1.213
PGC12254,10.005,0.4851945649657944,1.033
PGC12263,7.299,0.11669820603963744,0.547
PGC12270,25.987,0.04373193606592068,1.782
PGC12271,,,
PGC12279,,,
PGC12285,28.652,1.2802455531267942,0.744
PGC12286,131.121,0.28920772437106745,1.0
PGC12292,,,
PGC12294,12.668,0.09268051124703912,1.219
PGC12296,,fit fail,fit fail
PGC12309,32.573,0.2798467354143251,0.751
PGC1231,14.242,0.23897923157385337,1.095
PGC12316,,,
PGC12319,6.537,0.13522152810345003,0.75
PGC12332,8.507,0.5578476360220821,1.021
PGC12342,10.781,0.5818583761910058,0.933
PGC12347,,,
PGC12349,,,
PGC12350,,,
PGC12353,,,
PGC12355,,,
PGC12367,9.747,0.318025017331376,1.212
PGC12368,36.319,0.017591123916259718,1.566
PGC12371,,,
PGC1237172,15.039,0.12551090625787995,0.141
PGC12373,83.547,0.013162329498117782,3.442
PGC12374,7.75,3.527992130098941,0.629
PGC12379,12.839,1.2046528070986686,0.622
PGC12384,,,
PGC12390,33.308,0.06968890947931523,1.082
PGC12391,,fit fail,fit fail
PGC12394,9.548,4.4535715323996685,0.533
PGC12395,15.123,0.7959082760753076,1.642
PGC12404,,,
PGC12405,,,
PGC12412,7.943,7.21666347715236,0.723
PGC12423,,,
PGC1242381,5.316,6.5039145914639995,0.459
PGC12429,10.41,35.75127444200129,1.364
PGC12431,,,
PGC12434,21.439,0.10057723020109796,2.118
PGC12437,13.891,0.10416936431304633,1.626
PGC12439,120.4,0.02313065323536015,4.165
PGC12452,9.45,0.2891515541582227,0.841
PGC12456,37.251,0.011816467111137905,4.402
PGC12458,,,
PGC12459,23.975,0.03128094620287458,1.583
PGC12460,,,
PGC12465,11.608,4.644831835328157,1.231
PGC12466,13.403,4.8963386566496085,0.409
PGC12471,9.677,0.3677244250916356,0.994
PGC12480,20.059,0.4053734854854614,0.822
PGC12490,6.648,1.3025410114551639,0.702
PGC12494,19.265,0.08716353646350018,1.436
PGC12511,6.479,0.16869441733398727,0.822
PGC12519,,,
PGC1252,9.681,0.7597558811703674,0.349
PGC12521,,,
PGC12528,,,
PGC12531,14.3,1.7664312919433098,0.868
PGC125321,7.089,0.5061777142786181,0.501
PGC12544,5.929,0.5482443541364822,0.775
PGC1254649,9.646,0.4350049613455518,1.365
PGC12553,14.713,0.1809067205476845,0.544
PGC12556,,,
PGC12558,23.475,0.1272893865935477,1.952
PGC12559,11.091,5.181276677880952,0.779
PGC12562,10.731,0.3346435750854608,1.186
PGC125646,9.402,0.26884208974649954,0.316
PGC12568,,,
PGC12569,21.726,1.0045271742075081,0.626
PGC12570,,,
PGC12575,7.58,0.7567752551134778,0.441
PGC12576,,,
PGC12578,,,
PGC12580,,,
PGC12597,,,
PGC12607,7.661,5.248605150882852,0.315
PGC12608,33.511,0.0055264667567485725,2.217
PGC12626,,,
PGC12627,9.684,0.11266472927896297,0.926
PGC12628,8.975,0.6304416989536662,0.47
PGC12633,20.35,0.7258012347855495,0.324
PGC12650,20.735,0.2024380608341414,0.298
PGC12651,38.524,1.4477175203755999,1.95
PGC12653,235.234,0.04453450499499935,4.01
PGC12662,,,
PGC12664,29.956,0.1270108036963039,1.261
PGC12666,30.517,0.4007875115602142,0.67
PGC126708,12.183,0.022806842384367247,1.31
PGC12671,23.002,0.05000035903272937,1.617
PGC12691,,,
PGC12696,8.12,0.4090821792628438,0.679
PGC12697,26.86,0.11323240542591828,0.204
PGC12698,14.093,0.9948209432852251,0.767
PGC12701,,,
PGC12706,,,
PGC12708,19.737,0.8985278474316318,0.483
PGC12709,23.235,3.512218058818249,1.807
PGC127219,11.621,0.04762812854873026,0.85
PGC127242,7.563,0.1984370506841588,0.225
PGC12725,,,
PGC127323,27.486,0.00878670323629932,1.865
PGC127359,19.192,0.04495086993888772,1.352
PGC12736,,,
PGC12737,59.814,0.5499199171728197,0.361
PGC127393,,,
PGC12747,9.559,0.20068686980553482,1.079
PGC12748,,,
PGC12754,,,
PGC12755,19.848,0.051116906567928555,2.279
PGC12756,17.133,17.943844448861686,1.3
PGC127623,10.721,0.1309666485562281,0.152
PGC12769,,,
PGC12772,36.479,2.775695097851925,0.282
PGC12776,8.133,17.344853352289814,0.739
PGC127773,55.877,0.010256389660672813,1.885
PGC12780,,,
PGC127809,11.631,1.261427123500936,0.471
PGC127824,9.49,0.1173213929384727,0.69
PGC12783,26.372,0.04273163742640262,0.331
PGC12786,12.702,0.13997814945269926,1.001
PGC127863,12.072,0.188093867102445,1.245
PGC12788,161.697,0.007568931167547275,1.746
PGC12790,7.663,1.2990756183064633,0.544
PGC12794,16.067,0.13094560194820237,1.208
PGC12797,10.24,2.0331248753274105,0.589
PGC12798,,,
PGC128017,8.435,1.432973789403803,0.482
PGC12807,24.454,0.5669857322606743,0.504
PGC128074,7.649,1.1281643301369546,0.574
PGC128075,11.711,0.05194018816842447,1.084
PGC12816,,,
PGC128191,26.485,0.019954747445673833,2.444
PGC12821,,,
PGC12825,41.481,0.020575698739714935,1.244
PGC12826,14.368,1.144516008505971,0.405
PGC12827,19.515,0.06026080036985365,1.544
PGC128343,21.109,0.04529964791008493,1.33
PGC128348,12.442,0.42344558075870015,0.704
PGC128366,23.574,0.010961269847059687,2.022
PGC12838,12.545,2.1638286797473567,1.238
PGC128407,48.62,0.0027093870398146877,2.639
PGC12846,9.786,0.11989693385444508,0.917
PGC12848,13.116,0.13272299284609923,1.271
PGC128506,8.036,0.23925514561051198,0.92
PGC12868,,,
PGC12876,35.81,0.5006006544366391,1.054
PGC12877,21.787,0.052506978526615,0.288
PGC12878,,,
PGC1288,16.268,1.0261984685347165,0.787
PGC12883,9.881,0.5995049961128307,0.307
PGC12884,,,
PGC128845,12.502,0.15488200233928978,1.427
PGC128867,12.853,0.040954565817983284,0.989
PGC12889,,,
PGC128909,12.434,0.20691456186463913,1.006
PGC12893,6.663,1.869916721744094,0.853
PGC128984,7.322,0.0791815102952076,0.382
PGC128986,44.246,0.005930664527881673,2.658
PGC129,11.58,14.953597684711577,0.447
PGC12900,,,
PGC1290044,9.541,0.11547785520264314,0.427
PGC129035,34.969,0.06855298193619044,1.73
PGC12905,52.646,0.021149661496610007,2.785
