col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,re_des,re,ratio,ratio2,nummasked,R25_arcsec,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo
NGC4951,23.2,45246,NGC4951,0.0261709038168191,9.565227,12.0,LT,15.295906902765255,15.295906902765255,1.5167456331605818,0.2970107248475134,1215.0,94.21525374054876,NGC4951,,11.17,0.46,86.78,3.647,35.06,0.32060332552813486
NGC4958,21.5,45313,NGC4958,0.0398858338594436,10.196405,12.0,ET,Bad Decomp,,,,,143.58900189399697,NGC4958,,10.05,0.46,13.24,3.77,19.84,
NGC4961,12.0,45311,NGC4961,0.0092857889831066,9.611379,33.9,LT,18.22878510906903,18.22878510906903,0.6582994932574998,0.6622748435995051,361.0,33.42884033918376,NGC4961,,13.15,0.639,113.47,1.408,13.26,0.5227240729838951
NGC4965,36.7,45437,NGC4965,0.0207404792308807,9.84123,30.5,LT,19.50589649019355,19.50589649019355,1.8814823516802044,0.4776001114541252,1896.0,74.66572523117051,NGC4965,,12.16,0.734,130.08,1.495,46.26,0.43000741837033535
NGC4980,23.7,45596,NGC4980,0.0147169809788465,8.956553,16.9,LT,28.980271490475563,28.980271490475563,0.8177977217290412,0.7127142517204993,368.0,52.9811315238474,NGC4980,,13.24,0.516,163.0,1.348,22.1,0.4747132297475298
NGC4981,29.9,45574,NGC4981,0.0224811621010303,10.172696,21.0,LT,12.41035400237189,12.41035400237189,2.409278574510079,3.6278302302525303,1936.0,80.93218356370909,NGC4981,,10.31,0.648,145.13,6.386,109.05,9.45090507905013
NGC4984,18.1,45585,NGC4984,0.0280426274985075,10.090151,12.0,,29.585166709743074,29.585166709743074,0.611793071087859,0.31444789308525084,2881.0,100.953458994627,NGC4984,,9.91,0.874,59.51,6.622,25.41,0.3153165336738841
NGC4995,30.0,45643,NGC4995,0.0202217493206262,10.360371,21.0,LT,32.74714121021106,32.74714121021106,0.9161105028198778,1.2787426079840556,1273.0,72.79829755425432,NGC4995,,10.68,0.843,85.6,1.487,30.19,0.9191723651199677
NGC5002,23.5,45728,NGC5002,0.0115829389542341,8.512808,13.43,LT,27.52485421152967,27.52485421152967,0.8537738227204222,0.8153214822581442,229.0,41.698580235242765,NGC5002,,13.86,0.655,178.93,1.468,29.25,0.7248678831626357
NGC5005,31.5,45749,NGC5005,0.0401623137295246,11.010077,18.5,LT,23.01679594939499,23.01679594939499,1.3685658103437284,3.163482759450083,1946.0,144.58432942628855,NGC5005,,8.8,0.409,71.49,3.959,54.25,3.8915859342441497
NGC5012,24.8,45795,NGC5012,0.0220200754702091,10.682355,40.2,LT,25.62297600696904,25.62297600696904,0.9678813262462095,0.5460484399763996,1352.0,79.27227169275277,NGC5012,,11.19,0.53,11.01,1.395,29.2,0.459234287076926
NGC5014,7.9,45787,NGC5014,0.0175719000399112,9.403522,18.5,LT,6.451189405076651,6.451189405076651,1.224580384166559,0.26036041730584514,198.0,63.258840143680324,NGC5014,,12.48,0.261,100.78,2.141,10.76,0.2532981998382363
NGC5016,16.4,45836,NGC5016,0.013116524554789,10.252271,40.2,LT,23.565106208231377,23.565106208231377,0.6959442429447409,1.3663994548375344,661.0,47.219488397240404,NGC5016,,12.16,0.713,57.44,1.278,18.04,1.0735995716580629
NGC5018,17.5,45908,NGC5018,0.0290950257331132,10.950659,29.6,ET,Bad Decomp,,,,,104.74209263920751,NGC5018,,10.01,0.709,97.35,5.064,24.37,
NGC5022,12.4,45952,NGC5022,0.0205030646175146,10.224383,29.6,LT,Bad Decomp,,,,,73.81103262305255,NGC5022,,11.86,0.217,23.26,3.449,22.82,
NGC5023,59.7,45849,NGC5023,0.0518583618104457,8.647803,6.03,LT,Bad Decomp,,,,,186.69010251760452,NGC5023,,12.35,0.137,27.79,0.932,68.7,
NGC5033,36.9,45948,NGC5033,0.0820009335875511,10.752246,18.5,LT,41.66976053881626,41.66976053881626,0.8855342464861747,0.8408079782665838,15474.0,295.20336091518396,NGC5033,,9.37,0.453,170.89,3.567,41.2,0.6705630798409458
NGC5042,48.7,46126,NGC5042,0.0345795080065727,9.5872555,12.6,LT,74.61268205470003,74.61268205470003,0.6527040532371838,0.48812903300459143,3221.0,124.48622882366173,NGC5042,,11.23,0.689,21.82,1.523,49.95,0.3576128659222549
NGC5054,49.5,46247,NGC5054,0.041958387941122,10.411594,17.2,LT,47.468953944079246,47.468953944079246,1.0427868298575407,1.3302092447464209,5156.0,151.0501965880392,NGC5054,,8.88,0.656,157.57,10.409,511.96,9.827040763930414
NGC5055,95.7,46153,NGC5055,0.0985867902636528,10.724214,8.87,LT,103.82755161411758,103.82755161411758,0.9217206657793088,1.6899346041304322,26948.0,354.9124449491501,NGC5055,,7.81,0.577,98.86,2.67,114.94,1.449776708454634
NGC5068,90.7,46400,NGC5068,0.0623474530875682,9.361232,5.16,LT,All NaN,,,,,224.4508311152455,NGC5068,,9.65,0.936,150.68,1.373,102.71,
NGC5073,26.4,46441,NGC5073,0.0315368771553039,10.08886,30.6,LT,Bad Decomp,,,,,113.53275775909404,NGC5073,,10.3,0.19,149.56,14.386,514.93,
NGC5078,22.4,46490,NGC5078,0.0213707014918327,11.220688,30.5,LT,Bad Decomp,,,,,76.93452537059771,NGC5078,,9.55,0.334,146.8,2.667,30.86,
NGC5079,18.1,46473,NGC5079,0.0115297203883528,9.889174,37.3,LT,19.03227918852295,19.03227918852295,0.9510158936148256,1.5987579390351014,443.0,41.50699339807008,NGC5079,,12.31,0.652,20.67,1.174,19.7,1.2429175769136345
NGC5084,33.6,46525,NGC5084,0.0827596634626388,10.83666,18.5,ET,Bad Decomp,,,,,297.93478846549965,NGC5084,,9.33,0.359,81.49,6.697,77.19,
NGC5085,46.0,46531,NGC5085,0.0338702760636806,10.621805,26.5,LT,46.043363305220694,46.043363305220694,0.9990582072614193,1.8215884751448326,4895.0,121.93299382925017,NGC5085,,10.27,0.79,44.9,2.049,63.43,1.794151505876347
NGC5088,20.5,46535,NGC5088,0.015481705777347,8.966204,12.0,LT,8.320688316194122,8.320688316194122,2.4637384818395276,0.9941577114077826,203.0,55.7341407984492,NGC5088,,12.3,0.351,2.93,2.79,28.99,1.0042032074463978
NGC5101,38.0,46661,NGC5101,0.0491834245622158,11.079868,26.5,LT,All NaN,,,,,177.06032842397687,NGC5101,,9.37,0.707,124.54,5.641,81.11,
NGC5103,7.5,46552,NGC5103,0.0132378889247775,9.974348,22.42849,ET,13.398864200899716,13.398864200899716,0.5597489374880287,0.5211666039531575,424.0,47.656400129199,NGC5103,,11.84,0.44,139.23,5.676,14.5,0.7197062626019793
NGC5105,22.0,46664,NGC5105,0.0160997360944747,9.757428,37.3,LT,33.183110747629875,33.183110747629875,0.6629878725752486,3.13680460457892,966.0,57.95904994010892,NGC5105,,12.87,0.631,141.08,1.347,27.26,2.776275763663031
NGC5107,20.2,46636,NGC5107,0.0142829762771725,8.8515005,18.5,LT,26.510981588268574,26.510981588268574,0.7619483998638036,0.5255785011412567,278.0,51.418714597821,NGC5107,,13.63,0.244,126.69,1.089,25.29,0.4700099113812724
NGC5109,20.9,46589,NGC5109,0.0132989911362528,9.2933855,29.8,LT,23.76778638813243,23.76778638813243,0.8793414606938594,1.33261882609591,197.0,47.876368090510084,NGC5109,,13.49,0.303,156.26,0.994,21.42,0.9755534947017908
NGC5112,49.3,46671,NGC5112,0.0249355360865592,9.488415,18.5,LT,29.98583246328414,29.98583246328414,1.6441097661825763,0.5381696146943016,1987.0,89.76792991161311,NGC5112,,11.75,0.472,119.53,1.72,72.14,0.5624971892791498
NGC5116,18.8,46744,NGC5116,0.0162113346159458,10.206318,40.2,LT,12.343564014162894,12.343564014162894,1.5230609229578305,4.979619938651291,400.0,58.360804617404874,NGC5116,,12.43,0.308,40.09,0.8,24.15,4.569066167113552
NGC5117,25.3,46746,NGC5117,0.0128475027158856,9.402303,33.7,LT,26.74775826661157,26.74775826661157,0.9458736596846412,0.39410957717202844,406.0,46.25100977718816,NGC5117,,13.33,0.435,154.74,1.788,33.71,0.3750828302221648
NGC5122,5.9,46848,NGC5122,0.0095679461956024,10.278111,42.247417,ET,8.03912637009984,8.03912637009984,0.7339105928156627,0.4070825507320688,410.0,34.44460630416864,NGC5122,,12.48,0.407,119.08,6.456,10.16,0.5007213941208013
NGC5134,28.2,46938,NGC5134,0.0225329902023077,10.323858,18.5,LT,20.550421887913508,20.550421887913508,1.3722346019857383,0.4495773634584175,1421.0,81.11876472830772,NGC5134,,10.42,0.563,152.3,3.411,54.91,0.6252860442629611
NGC5145,6.4,46934,NGC5145,0.0163990519940853,9.915271,23.9,LT,9.865583892980858,9.865583892980858,0.6487198395376736,1.5378778438980172,991.0,59.03658717870709,NGC5145,,11.68,0.558,83.41,2.049,7.17,1.2306455514228554
NGC5147,25.3,47027,NGC5147,0.0122692706063389,9.459912,18.0,LT,All NaN,,,,,44.169374182820036,NGC5147,,12.05,0.854,126.66,0.726,24.61,
NGC5169,21.2,47231,NGC5169,0.0125840017572045,9.7972355,48.1,LT,31.52268136205666,31.52268136205666,0.6725316211684358,0.768141193244068,283.0,45.3024063259362,NGC5169,,13.11,0.437,99.37,2.953,37.95,0.9821751443265626
NGC5170,57.6,47394,NGC5170,0.0663466155529022,10.716653,21.6,LT,Bad Decomp,,,,,238.84781599044788,NGC5170,,10.03,0.187,126.37,2.622,79.68,
NGC5173,5.9,47257,NGC5173,0.0091583831235766,10.432818,48.1,ET,All NaN,,,,,32.97017924487576,NGC5173,,12.42,0.849,97.37,4.6,7.84,
NGC5194,164.9,47404,NGC5194,0.1142401620745658,10.732679,8.58,LT,110.48407832712981,110.48407832712981,1.4925227462345418,8.718509862286295,65596.0,411.2645834684369,NGC5194,,7.27,0.786,18.02,3.872,241.85,9.133551114068876
NGC5195,42.0,47413,NGC5195,0.0457950755953788,10.363008,8.58,LT,104.16977088051404,104.16977088051404,0.40318798481543466,3.1810546345779693,8569.0,164.86227214336367,NGC5195,,7.91,0.908,132.02,10.578,243.66,13.181900888797077
NGC5204,42.4,47368,NGC5204,0.0374816544353961,8.0057125,3.25,,65.06390813921594,65.06390813921594,0.6516669719451461,1.362254174510745,3914.0,134.93395596742596,NGC5204,,11.83,0.619,179.55,1.116,47.95,1.100405789551722
NGC5205,18.6,47425,NGC5205,0.0132074449211359,9.96648,29.6,LT,19.59778775008706,19.59778775008706,0.9490867151532127,1.7105362965093431,528.0,47.54680171608924,NGC5205,,12.24,0.689,136.12,2.928,25.21,1.6560145942780546
NGC5216,16.9,47598,NGC5216,0.014119479805231,10.504883,46.94619,ET,23.71307378129672,23.71307378129672,0.7126870247133285,1.2887257643762808,116.0,50.830127298831606,NGC5216,,12.01,0.931,59.45,5.322,22.83,1.2435168723884402
NGC5218,11.7,47603,NGC5218,0.0153044881299138,10.441157,47.424213,LT,10.829360426802895,10.829360426802895,1.0803962135235847,0.3418691978781478,790.0,55.09615726768968,NGC5218,,11.54,0.531,90.29,3.385,17.51,0.36545358088195173
NGC5229,33.2,47788,NGC5229,0.019002852961421,8.2392,7.87,LT,45.445680037439224,45.445680037439224,0.7305424844044376,0.32827172061277143,442.0,68.41027066111559,NGC5229,,13.78,0.215,169.05,0.848,35.83,0.25305455571333046
NGC5236,145.9,48082,NGC5236,0.1134537383913993,10.406733,4.92,LT,377.53458459087494,377.53458459087494,0.3864546612546988,0.6950608628768239,63296.0,408.4334582090375,NGC5236,,6.56,0.734,52.01,4.009,309.96,1.0547393765656532
NGC5238,33.1,47853,NGC5238,0.0145820565521717,7.6883216,4.51,,42.26208357424123,42.26208357424123,0.7832079538116875,0.3949022071815218,898.0,52.49540358781812,NGC5238,,13.53,0.651,170.53,0.972,44.66,0.38058551084865694
NGC5240,22.5,47971,NGC5240,0.0152692878618836,10.220699,43.25,LT,29.558768089815086,29.558768089815086,0.7611954575249268,2.3786326210608992,849.0,54.96943630278096,NGC5240,,12.73,0.663,55.45,0.762,23.96,1.8092710349402903
NGC5247,80.3,48171,NGC5247,0.0443423502147197,10.592054,21.6,LT,39.08765525770592,39.08765525770592,2.0543570462484904,4.283778670212169,8323.0,159.63246077299092,NGC5247,,9.32,0.893,154.88,3.847,168.59,6.424143800134049
NGC5248,45.7,48130,NGC5248,0.0339483581483364,10.204546,12.7,LT,44.87499513587262,44.87499513587262,1.0183845114997658,3.074042352460326,3434.0,122.21408933401102,NGC5248,,9.42,0.643,122.43,4.026,68.54,3.2931363369432756
NGC5253,27.2,48334,NGC5253,0.0417656078934669,8.568963,3.4,,40.89798350328324,40.89798350328324,0.665069464801765,0.5397562123464948,778.0,150.35618841648085,NGC5253,Fit fails,,,,,,
NGC5254,45.1,48307,NGC5254,0.02791378647089,10.333001,27.7,LT,49.92056041011748,49.92056041011748,0.903435370706686,1.339609076845994,1627.0,100.489631295204,NGC5254,,11.52,0.426,126.17,0.536,48.47,1.0283631921876042
NGC5264,42.6,48467,NGC5264,0.024763885885477,8.3454075,4.42,LT,9.20978090270598,9.20978090270598,4.625517202855873,1.2923189125352166,2219.0,89.1499891877172,NGC5264,,12.19,0.674,58.9,0.828,47.85,1.0368454051779028
NGC5273,24.4,48521,NGC5273,0.0192228946834802,10.0225,16.5,ET,20.383717254363148,20.383717254363148,1.197033872454111,3.0510000604170235,1052.0,69.20242086052872,NGC5273,,10.69,0.857,7.0,5.858,62.03,5.540208833362647
NGC5289,10.6,48749,NGC5289,0.0194454845041036,10.172422,30.9,LT,18.26065688299034,18.26065688299034,0.5804829512937083,0.7208466029478365,167.0,70.00374421477296,NGC5289,,11.96,0.411,98.52,7.539,18.06,0.8772567149082162
NGC5290,19.7,48767,NGC5290,0.0269661359488964,10.69369,30.9,LT,22.71780798106702,22.71780798106702,0.8671611282399229,2.268365988486368,639.0,97.07808941602704,NGC5290,,10.78,0.236,95.14,3.25,32.58,2.679599851518705
NGC5297,35.7,48815,NGC5297,0.0310326423496007,10.406905,30.9,LT,29.111396272032753,29.111396272032753,1.2263238652794166,2.284886511591211,701.0,111.71751245856252,NGC5297,,11.31,0.287,150.51,1.07,39.42,1.8021253758888662
NGC5300,48.2,48959,NGC5300,0.0235949344933033,9.653167,15.2,LT,31.06349635883774,31.06349635883774,1.551660490603043,0.5568830415544246,1897.0,84.94176417589188,NGC5300,,11.56,0.666,144.78,0.98,51.94,0.42863819173587453
NGC5301,35.3,48816,NGC5301,0.0330231711268425,10.052897,20.2,LT,Bad Decomp,,,,,118.883416056633,NGC5301,,11.31,0.203,150.49,1.114,46.7,
NGC5304,15.1,49090,NGC5304,0.0158788375556468,10.914642,63.38691,,19.817641126521927,19.817641126521927,0.7619473934156415,0.9319000224530044,783.0,57.16381520032848,NGC5304,,11.62,0.671,138.39,5.531,30.2,1.331285746361435
NGC5311,14.8,49011,NGC5311,0.0167424399405717,10.687148,42.247417,,14.833603670362672,14.833603670362672,0.997734625306876,0.3727277850787236,1194.0,60.27278378605813,NGC5311,,11.38,0.708,102.35,5.974,26.72,0.4806605413756513
NGC5313,18.9,49069,NGC5313,0.0150945009663701,10.41493,30.9,LT,14.956127963443627,14.956127963443627,1.2636960613198913,2.1641185358178405,664.0,54.34020347893236,NGC5313,,11.34,0.506,46.07,1.023,20.73,1.695471551304
NGC5320,27.4,49112,NGC5320,0.015164173208177,10.061412,30.9,LT,29.819302059374454,29.819302059374454,0.9188679180164149,0.3429174363908844,582.0,54.591023549437196,NGC5320,,12.07,0.529,13.0,1.346,27.61,0.24681831122920542
NGC5326,12.9,49157,NGC5326,0.0181894171983003,10.497392,30.9,LT,16.53157292461324,16.53157292461324,0.7803250216314065,1.0835153096200465,625.0,65.48190191388107,NGC5326,,11.13,0.492,133.17,6.187,26.05,1.5628778413954714
NGC5334,48.0,49308,NGC5334,0.0281720738857984,9.825877,18.0,LT,85.2277012769411,85.2277012769411,0.5631971680666072,0.5371900635012506,3037.0,101.41946598887424,NGC5334,,11.62,0.735,18.23,0.961,54.18,0.43310948869788335
NGC5336,12.4,49250,NGC5336,0.010181663557887,9.670713,37.566437,LT,18.605859464873337,18.605859464873337,0.6664567161442019,1.4526016379199769,414.0,36.653988808393194,NGC5336,,13.3,0.809,89.91,1.575,13.45,1.1254315685497516
NGC5337,15.6,49275,NGC5337,0.013829892501235,10.579598,53.21,LT,13.205024094685033,13.205024094685033,1.1813685373189842,5.212982376259607,402.0,49.787613004446,NGC5337,,12.43,0.435,24.36,1.411,17.98,4.291640252982955
NGC5338,19.0,49353,NGC5338,0.0161740481853485,9.091207,12.8,ET,Bad Decomp,,,,,58.2265734672546,NGC5338,,12.7,0.552,104.79,4.052,29.14,
NGC5339,28.1,49388,NGC5339,0.015164173208177,10.053429,27.0,LT,28.799384166202575,28.799384166202575,0.9757153082799828,3.9875072416939688,989.0,54.591023549437196,NGC5339,,11.59,0.642,78.16,2.909,50.77,5.146053448418984
NGC5346,22.1,49322,NGC5346,0.0129962703213095,9.630435,30.9,LT,29.320028267965007,29.320028267965007,0.7537509786150652,1.0237803869327364,341.0,46.786573156714205,NGC5346,,13.45,0.484,160.53,1.586,27.12,0.8973795763935298
NGC5347,7.8,49342,NGC5347,0.0135150849819183,10.08552,39.0,LT,11.677209223968084,11.677209223968084,0.667967820940477,0.4358345765652321,692.0,48.65430593490588,NGC5347,Fit fails,,,,,,
NGC5348,38.5,49411,NGC5348,0.0323458649218082,9.182968,15.2,LT,Bad Decomp,,,,,116.44511371850952,NGC5348,,12.93,0.168,177.37,1.623,45.98,
NGC5350,28.0,49347,NGC5350,0.0223778709769248,10.685432,30.9,LT,66.55090211043687,66.55090211043687,0.4207305853425673,1.8136688364322806,1582.0,80.56033551692927,NGC5350,,10.95,0.843,40.93,1.402,34.87,1.61333245730596
NGC5353,13.9,49356,NGC5353,0.0197614468634128,10.99224,30.9,ET,23.977277086549893,23.977277086549893,0.5797155344130897,0.6843235496210007,295.0,71.14120870828609,NGC5353,Fit uncertain,10.17,0.472,142.89,3.196,20.65,0.7261706731589757
NGC5354,24.6,49354,NGC5354,0.0252242758870124,11.396607,41.077145,ET,Bad Decomp,,,,,90.80739319324464,NGC5354,Fit uncertain,9.6,0.88,82.35,8.96,168.16,
NGC5355,12.0,49380,NGC5355,0.009590002708137,10.046646,38.14173,ET,4.4181713886404514,4.4181713886404514,2.7160557942259027,0.4818647840416057,230.0,34.5240097492932,NGC5355,,12.82,0.712,12.26,4.221,10.7,0.3069019755503084
NGC5356,32.3,49468,NGC5356,0.0235949344933033,9.719137,15.2,LT,Bad Decomp,,,,,84.94176417589188,NGC5356,,11.83,0.195,15.3,0.787,40.4,
NGC5360,22.9,49513,NGC5360,0.0091373175382614,9.014927,15.2,LT,28.09632513559072,28.09632513559072,0.8150532103215046,1.0171866361961477,213.0,32.89434313774104,NGC5360,,13.31,0.275,68.6,1.77,35.35,1.1215704176398575
NGC5362,22.2,49464,NGC5362,0.0157695282250642,10.001631,30.9,LT,24.19998265896087,24.19998265896087,0.917356029252347,0.35695112456939976,454.0,56.77030161023112,NGC5362,,12.36,0.425,87.75,1.221,24.21,0.2780497659531908
NGC5363,32.0,49547,NGC5363,0.0347391180694103,10.694579,15.2,LT,fit fail,,,0.6683760551769542,3849.0,125.0608250498771,NGC5363,,9.07,0.749,132.25,5.623,55.59,0.8293532345376537
NGC5364,70.9,49555,NGC5364,0.0316824540495872,10.221305,15.2,LT,69.13358116089005,69.13358116089005,1.0255508077181636,3.306697031239117,2062.0,114.05683457851393,NGC5364,,10.05,0.669,39.1,1.868,89.72,2.9888863353090223
NGC5371,48.0,49514,NGC5371,0.0331755988299846,10.937645,30.9,LT,99.20014849622297,99.20014849622297,0.483870243418311,3.952664401463082,3482.0,119.43215578794457,NGC5371,,10.09,0.718,17.63,1.285,61.13,3.595630578295212
NGC5375,24.4,49604,NGC5375,0.0195352416485548,10.384985,30.6,LT,20.331687381119377,20.331687381119377,1.2000971460272687,0.3178223197085262,1454.0,70.32686993479727,NGC5375,,10.9,0.581,172.01,7.925,122.23,1.1372196176221652
NGC5376,20.8,49489,NGC5376,0.0123543171212077,10.32796,29.8,LT,23.444556335288485,23.444556335288485,0.8871995572248076,0.5706354007547506,473.0,44.47554163634772,NGC5376,,11.62,0.581,65.37,1.302,23.32,0.45697862450552146
NGC5377,27.1,49563,NGC5377,0.0303262509405612,10.667228,28.0,LT,35.77438290378728,35.77438290378728,0.7575252960444789,2.664690920583101,1095.0,109.17450338602032,NGC5377,,10.47,0.474,41.34,5.866,54.14,3.8024872546222745
NGC5383,25.3,49618,NGC5383,0.0206451844424009,10.487239,30.9,LT,24.407147461371107,24.407147461371107,1.0365816013543574,0.6477621218892273,1701.0,74.32266399264324,NGC5383,,10.82,0.674,106.02,4.048,44.71,0.8176579466309247
NGC5403,16.1,49820,NGC5403,0.0229519084095954,10.616051,37.0,LT,31.06950812877387,31.06950812877387,0.518192947673014,1.526988089223348,544.0,82.62687027454344,NGC5403,,11.47,0.153,139.96,2.354,24.92,1.688222856408422
NGC5422,17.4,49874,NGC5422,0.0234325062483549,10.39195,26.8,ET,Bad Decomp,,,,,84.35702249407764,NGC5422,,11.15,0.351,153.4,5.16,27.11,
NGC5425,19.3,49889,NGC5425,0.013177067041397,9.533549,30.5,LT,23.208982029299722,23.208982029299722,0.8315746022654116,0.5749355086973369,209.0,47.4374413490292,NGC5425,,13.33,0.252,126.66,1.179,24.4,0.5191867658110666
NGC5426,22.9,50083,NGC5426,0.0255163591355085,10.02002,27.0,LT,48.767033312965566,48.767033312965566,0.4695795180534723,0.6764787368000506,1217.0,91.85889288783059,NGC5426,,11.44,0.475,177.5,3.074,33.16,0.6996891738081621
NGC5427,29.0,50084,NGC5427,0.0300482232123613,10.317301,27.0,LT,All NaN,,,,,108.17360356450068,NGC5427,,10.73,0.894,78.17,2.801,43.06,
NGC5430,12.8,49881,NGC5430,0.0181894171983003,10.397187,42.0,LT,7.943431465247071,7.943431465247071,1.6113942766423643,0.3282742929377957,1134.0,65.48190191388107,NGC5430,,10.96,0.581,163.3,7.238,32.27,0.59115019157939
NGC5443,28.8,49993,NGC5443,0.0140222813934087,10.395917,30.48,LT,30.64187794882885,30.64187794882885,0.9398901740975296,1.7537002080971544,230.0,50.48021301627132,NGC5443,,11.34,0.396,40.32,2.821,42.47,1.8472134880428115
NGC5448,31.2,50031,NGC5448,0.0313919819891452,10.559195,30.5,LT,13.198304028707877,13.198304028707877,2.3639400889793336,0.8848226893400251,2290.0,113.01113516092273,NGC5448,,10.9,0.414,102.3,4.602,55.36,1.1214236282477976
NGC5452,19.8,49426,NGC5452,0.0104428436607122,9.605239,33.1,LT,25.991785385340016,25.991785385340016,0.7617791431583484,0.3248025473637228,368.0,37.59423717856392,NGC5452,,13.66,0.751,101.65,0.87,21.11,0.2473514348790833
NGC5457,240.5,50063,NGC5457,0.1999028027057647,10.38583,6.96,LT,284.6805409303538,284.6805409303538,0.8448066004582926,0.691608087523777,204619.0,719.6500897407528,NGC5457,,7.79,0.874,49.72,1.312,220.99,0.4539307135784956
NGC5464,12.5,50356,NGC5464,0.0115032019093632,9.326896,28.4,LT,12.297266643494435,12.297266643494435,1.0164860503055626,2.425103641402436,258.0,41.41152687370752,NGC5464,,13.13,0.475,82.03,1.448,16.29,2.257425046768325
NGC5468,31.7,50323,NGC5468,0.0189591441303491,9.857993,30.0,LT,All NaN,,,,,68.25291886925676,NGC5468,,11.32,0.917,21.08,4.241,81.88,
NGC5470,25.5,50317,NGC5470,0.021667992696166,9.532399,15.2,LT,Bad Decomp,,,,,78.0047737061976,NGC5470,,12.42,0.087,62.11,0.716,36.01,
NGC5472,6.1,50345,NGC5472,0.0121848089620471,9.659253,30.0,LT,Bad Decomp,,,,,43.86531226336956,NGC5472,,12.95,0.326,38.47,3.434,6.92,
NGC5473,13.2,50191,NGC5473,0.0165889449417591,10.56522,26.8,ET,26.748403407556996,26.748403407556996,0.49348739806543807,1.5766391863977267,995.0,59.72020179033276,NGC5473,,10.6,0.905,119.24,6.426,26.6,2.2694048895118795
NGC5474,62.7,50216,NGC5474,0.0199442971497774,8.669164,5.62,LT,53.06506689581542,53.06506689581542,1.1815682833887913,1.9676573110330038,1376.0,71.79946973919863,NGC5474,,11.1,0.866,15.96,2.471,84.89,1.9028757021370666
NGC5476,18.1,50429,NGC5476,0.0117170633748173,10.012759,39.318752,LT,All NaN,,,,,42.18142814934228,NGC5476,,12.64,0.787,117.64,1.103,20.87,
NGC5477,27.0,50262,NGC5477,0.0092431223019957,7.35382,5.62,,34.796691729439225,34.796691729439225,0.7759358334964083,0.6277125920202106,285.0,33.27524028718452,NGC5477,,14.27,0.756,83.01,0.865,27.83,0.46214924433657306
NGC5480,20.1,50312,NGC5480,0.0139578562229871,9.918707,30.5,LT,20.69295178027767,20.69295178027767,0.9713452296910676,2.644991090946351,785.0,50.24828240275356,NGC5480,,11.72,0.789,18.42,1.593,22.82,2.1449430240012695
NGC5481,15.2,50331,NGC5481,0.0146831357851624,10.271164,30.5,,19.94043430058772,19.94043430058772,0.7622702580531056,0.40092001586588333,511.0,52.85928882658464,NGC5481,,11.36,0.808,105.48,8.757,50.8,0.9570834965219395
NGC5486,19.3,50383,NGC5486,0.0112932445481419,9.200578,28.0,,20.068973428831466,20.068973428831466,0.9616834696822737,0.8069675479307197,332.0,40.655680373310844,NGC5486,,13.54,0.725,67.81,1.751,24.15,0.7212533783318609
NGC5492,11.7,50613,NGC5492,0.013177067041397,9.9890585,35.809635,LT,Bad Decomp,,,,,47.4374413490292,NGC5492,,12.68,0.203,148.53,1.344,13.98,
NGC5496,45.0,50676,NGC5496,0.0224294550716877,9.378503,21.7,LT,56.23345280227633,56.23345280227633,0.8002354071734752,3.8280015609104687,377.0,80.74603825807571,NGC5496,,12.51,0.179,172.35,1.581,59.71,3.6280948127295884
NGC5506,9.6,50782,NGC5506,0.024033598601818,10.504905,21.7,LT,Bad Decomp,,,,,86.5209549665448,NGC5506,No fit,,,,,,
NGC5507,9.0,50786,NGC5507,0.0133296502754092,9.970285,20.0,ET,fit fail,,,0.40671487996451916,42.0,47.98674099147312,NGC5507,,11.54,0.692,64.56,5.737,14.27,0.4606207410391816
NGC5520,10.0,50728,NGC5520,0.0133911771699786,9.920718,30.5,LT,6.816670645798323,6.816670645798323,1.4669918087011915,0.4699390077848563,423.0,48.208237811922956,NGC5520,,12.14,0.526,64.15,3.644,11.8,0.3960914494186647
NGC5523,37.5,50895,NGC5523,0.0170144811272621,9.644427,19.8,LT,29.736718263103967,29.736718263103967,1.2610671987476296,0.563230253221436,629.0,61.252132058143566,NGC5523,,12.09,0.264,91.11,1.611,44.1,0.4731134127060063
NGC5526,12.9,50832,NGC5526,0.0092006539925932,9.722347,27.9,LT,18.34019149667557,18.34019149667557,0.7033732446216996,0.6880218148960898,72.0,33.12235437333552,NGC5526,,12.67,0.136,133.85,1.295,17.32,0.6598304448505137
NGC5529,40.1,50942,NGC5529,0.0482857264578342,10.832544,36.0,LT,Bad Decomp,,,,,173.82861524820314,NGC5529,,10.97,0.098,114.99,1.116,50.49,
NGC5534,7.9,51055,NGC5534,0.0113453706726431,9.837771,30.0,LT,All NaN,,,,,40.84333442151516,NGC5534,,11.63,0.598,71.68,8.456,24.46,
NGC5560,19.7,51223,NGC5560,0.0287619791924953,10.029688,23.5,LT,Bad Decomp,,,,,103.54312509298309,NGC5560,,11.96,0.264,108.58,1.224,21.44,
NGC5566,37.8,51233,NGC5566,0.0446497201919555,10.856795,23.5,LT,43.48640635726255,43.48640635726255,0.8692371517079179,2.504025262179798,2675.0,160.73899269103978,NGC5566,,9.76,0.658,23.48,5.185,39.53,1.8704481975428462
