col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,re_des,re,ratio,ratio2,nummasked,R25_arcsec,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo
IC5269C,30.4,70253,IC5269C,0.0174509361386299,9.107495,24.165745,LT,21.779061658298673,21.779061658298673,1.3958360776492136,0.7893864836829823,426.0,62.82337009906764,IC5269C,,13.52,0.319,62.11,2.299,49.89,0.9253404997872178
IC5270,20.0,70117,IC5270,0.027404299005866,9.938874,23.7,LT,9.503345180669971,9.503345180669971,2.104522104561715,2.2594228800296006,2134.0,98.6554764211176,IC5270,,11.82,0.275,105.7,1.252,25.62,2.0673719352270847
IC5271,25.6,70128,IC5271,0.0249930210411548,10.504189,25.4,LT,30.447927087016392,30.447927087016392,0.8407797327824118,4.873703791354269,1003.0,89.97487574815727,IC5271,,10.85,0.375,136.99,0.903,30.36,4.128505778613717
IC5273,33.6,70184,IC5273,0.0255751833319664,9.708091,14.7,LT,27.054938449271752,27.054938449271752,1.2419174437598628,2.586450122060435,2219.0,92.07065999507904,IC5273,,11.14,0.638,44.54,1.178,41.04,2.256545769756808
IC5321,14.0,71430,IC5321,0.0109349992126226,9.352699,40.36,LT,9.539426400022396,9.539426400022396,1.467593481298533,0.27937747156146914,327.0,39.36599716544136,IC5321,,13.37,0.723,48.1,2.003,20.08,0.286219368824199
IC5325,29.4,71548,IC5325,0.0239783190190792,10.115527,18.7,LT,All NaN,,,,,86.32194846868512,IC5325,,10.83,0.964,19.03,1.106,30.75,
IC5332,100.7,71775,IC5332,0.0505613610148429,9.625108,9.95,LT,All NaN,,,,,182.02089965343444,IC5332,,10.29,0.954,38.95,2.029,136.32,
IC5333,13.5,71800,IC5333,0.0139900334179401,9.567144,26.8,LT,Bad Decomp,,,,,50.36412030458436,IC5333,,13.19,0.127,85.33,0.738,17.54,
IC5334,8.8,71784,IC5334,0.0159154441207647,10.330896,42.46,LT,All NaN,,,,,57.29559883475292,IC5334,,12.46,0.372,125.22,4.918,13.21,
NGC0007,33.9,627,NGC0007,0.0205503273755311,8.953726,20.7,LT,27.85615697538413,27.85615697538413,1.2169661461183134,0.6213409666004708,147.0,73.98117855191195,NGC0007,,13.85,0.193,30.77,0.821,43.59,0.5706753631292568
NGC0014,29.2,647,NGC0014,0.012729718349874,9.22632,13.7,LT,28.510947427507173,28.510947427507173,1.0241679998269027,1.3197756352212557,493.0,45.8269860595464,NGC0014,,12.35,0.645,25.79,1.582,40.17,1.29685389595983
NGC0024,50.6,701,NGC0024,0.0515013672411441,8.953408999999999,5.27,LT,61.55678338726071,61.55678338726071,0.8220052643373137,5.478792364790509,4853.0,185.40492206811874,NGC0024,,11.33,0.256,43.91,1.088,58.72,4.541426985608395
NGC0045,116.1,930,NGC0045,0.0515013672411441,9.410581,6.61,LT,73.87180375800551,73.87180375800551,1.571641601988339,2.4965961346473957,9174.0,185.40492206811874,NGC0045,,10.17,0.817,161.7,1.507,176.7,2.714092143424356
NGC0055,,1014,NGC0055,0.2487818449735641,9.387739,2.11,,Bad Decomp,,,,,895.6146419048307,NGC0055,,7.92,0.217,108.64,1.959,429.96,
NGC0059,28.2,1034,NGC0059,0.0198526605963706,8.367069,4.9,ET,Bad Decomp,,,,,71.46957814693415,NGC0059,,12.36,0.585,120.62,2.452,39.51,
NGC0063,13.6,1160,NGC0063,0.0143159041181206,9.725641,18.7,,10.877766295308458,10.877766295308458,1.2502566823728904,0.26454265170785396,303.0,51.53725482523416,NGC0063,,11.54,0.61,99.03,3.319,20.08,0.2789924604145854
NGC0100,38.3,1525,NGC0100,0.0295677781105041,9.226955,17.5,LT,Bad Decomp,,,,,106.44400119781476,NGC0100,,12.9,0.122,55.47,1.062,45.6,
NGC0115,21.8,1651,NGC0115,0.0174108035862445,9.319815,27.0,LT,31.72886180020901,31.72886180020901,0.6870716049403447,1.2806280362464575,437.0,62.6788929104802,NGC0115,,13.45,0.393,122.82,1.483,27.47,1.152649153200858
NGC0131,15.2,1813,NGC0131,0.0150945009663701,9.021262,13.24,LT,8.101772499318328,8.101772499318328,1.8761326612514615,1.8338342533830927,341.0,54.34020347893236,NGC0131,,12.94,0.391,63.65,0.991,18.02,1.5528991187012846
NGC0134,59.6,1851,NGC0134,0.0697940960526466,10.898416,20.7,LT,Bad Decomp,,,,,251.25874578952775,NGC0134,,9.3,0.28,48.86,1.135,66.65,
NGC0148,11.0,2053,NGC0148,0.0164747480303049,10.062449,20.7,ET,Bad Decomp,,,,,59.309092909097636,NGC0148,,11.47,0.429,89.26,5.12,16.77,
NGC0150,33.7,2052,NGC0150,0.0294997785240411,9.775018,14.9,LT,21.672926774612094,21.672926774612094,1.5549353509317696,1.859025986043454,1845.0,106.19920268654796,NGC0150,,10.0,0.824,100.25,7.729,142.83,5.627907621589371
NGC0157,48.3,2081,NGC0157,0.0308190118521451,10.462845,20.0,LT,37.30574799422632,37.30574799422632,1.2947066496957846,2.8921914323461575,2424.0,110.94844266772236,NGC0157,,10.01,0.61,27.37,0.736,50.64,2.16593573105604
NGC0178,18.5,2349,NGC0178,0.0176124107092618,8.997052,19.0,,Bad Decomp,,,,,63.404678553342485,NGC0178,,13.0,0.467,4.53,1.567,23.54,
NGC0210,24.0,2437,NGC0210,0.0414780937135219,10.367503,19.0,LT,21.721545158515703,21.721545158515703,1.1048937736637512,6.38037651596262,5269.0,149.32113736867885,NGC0210,,10.52,0.661,172.18,6.644,36.77,6.982334657498382
NGC0216,18.0,2478,NGC0216,0.0112155023962259,9.130458,16.8,ET,18.71910533069781,18.71910533069781,0.9615844177382485,1.1971209571608554,69.0,40.37580862641324,NGC0216,,13.05,0.274,25.12,1.219,20.81,0.9885748856554525
NGC0244,9.8,2675,NGC0244,0.0086460709571838,8.558473,12.0,ET,All NaN,,,,,31.125855445861678,NGC0244,,13.54,0.959,48.28,1.417,10.34,
NGC0247,312.0,2758,NGC0247,0.1639904975891113,9.48448,3.7,LT,373.98892195365954,373.98892195365954,0.8342493097660778,11.844644529244809,34085.0,590.3657913208007,NGC0247,,8.94,0.294,172.76,1.156,332.74,9.022864058289647
NGC0253,,2789,NGC0253,0.2232640087604522,10.46918,3.68,LT,Bad Decomp,,,,,803.7504315376278,NGC0253,,6.22,0.277,51.9,1.266,224.02,
NGC0254,17.0,2778,NGC0254,0.0230578482151031,10.264258,21.5,ET,16.417014396209055,16.417014396209055,1.0355110612515248,0.35683819047535065,1544.0,83.00825357437117,NGC0254,,10.75,0.592,132.12,8.63,58.25,0.8733539745877804
NGC0255,23.0,2802,NGC0255,0.0170144811272621,9.498667,18.0,LT,24.07003183717144,24.07003183717144,0.955545059333117,0.4277480616570485,1396.0,61.252132058143566,NGC0255,,12.08,0.799,39.43,1.476,28.18,0.37434597445638595
NGC0274,7.3,2980,NGC0274,0.0106125259771943,9.880618,19.5,ET,20.099504154352132,20.099504154352132,0.36319303918844864,0.22855007771270902,482.0,38.205093517899485,NGC0274,,11.52,0.946,74.08,6.633,18.42,0.41192685239413906
NGC0275,15.9,2984,NGC0275,0.0145820565521717,9.59506,19.5,LT,All NaN,,,,,52.49540358781812,NGC0275,Fit uncertain,12.2,0.679,121.34,0.884,20.83,
NGC0289,27.9,3089,NGC0289,0.0279781389981508,10.4520645,21.5,LT,18.473348591654883,18.473348591654883,1.5102838481921732,2.8345781280432356,3089.0,100.72130039334289,NGC0289,,10.31,0.658,132.39,2.423,38.06,2.762008283495278
NGC0298,14.1,3250,NGC0298,0.0122692706063389,9.360218,30.9,LT,12.298555155247044,12.298555155247044,1.1464761365878324,1.359732317710168,230.0,44.169374182820036,NGC0298,,13.63,0.391,90.36,1.937,17.67,1.2171464059746033
NGC0300,258.2,3238,NGC0300,0.1617405265569687,9.293875,2.08,LT,261.7170552490284,261.7170552490284,0.986561612327168,2.354301347527561,93317.0,582.2658956050873,NGC0300,,8.28,0.679,109.26,1.174,276.45,1.8005051663273055
NGC0337,26.0,3572,NGC0337,0.0243118945509195,9.71214,19.5,LT,17.473258791963435,17.473258791963435,1.48798803414726,5.264900996910578,2007.0,87.5228203833102,NGC0337,,11.4,0.633,138.51,1.092,31.66,4.579306746213981
NGC0337A,47.4,3671,NGC0337A,0.0219188965857028,8.998039,11.4,LT,fit fail,,,1.5731659253073014,1446.0,78.90802770853007,NGC0337A,,12.33,0.757,27.67,1.901,80.54,1.9093246477433705
NGC0360,37.7,3743,NGC0360,0.0332520715892314,10.392875,26.5,LT,Bad Decomp,,,,,119.70745772123304,NGC0360,,11.57,0.13,144.46,1.062,50.82,
NGC0406,28.3,3980,NGC0406,0.0203150883316993,9.48859,19.7,LT,49.783983405626586,49.783983405626586,0.5684559182301498,1.432120676578108,915.0,73.13431799411748,NGC0406,,12.34,0.519,167.88,1.59,31.49,1.138250381258067
NGC0428,39.6,4367,NGC0428,0.0234865266829729,9.402131,14.8,,65.13023275116059,65.13023275116059,0.6080125669333547,0.4654139613896603,1996.0,84.55149605870244,NGC0428,,11.68,0.69,131.12,1.192,43.54,0.36551449998026353
NGC0450,37.8,4540,NGC0450,0.0245368462055921,9.6974535,29.1,LT,24.542056026542006,24.542056026542006,1.5402132551209096,0.7565758140045911,2093.0,88.33264634013156,NGC0450,,12.01,0.766,72.33,2.434,57.08,0.8160496497237728
NGC0470,25.3,4777,NGC0470,0.0238681510090827,10.156074,26.9,LT,16.9374507203014,16.9374507203014,1.4937312832842764,1.8125046173893202,1601.0,85.92534363269772,NGC0470,,10.52,0.6,159.26,11.884,122.19,6.252680383930012
NGC0473,12.6,4785,NGC0473,0.0147169809788465,10.189369,30.0,,16.082345877131683,16.082345877131683,0.7834677910961105,2.2364391667955275,543.0,52.9811315238474,NGC0473,,11.99,0.657,161.98,2.436,15.43,1.95625035961763
NGC0474,18.2,4801,NGC0474,0.0221217144280672,10.496477,26.9,ET,All NaN,,,,,79.63817194104192,NGC0474,,10.69,0.884,11.11,8.087,50.56,
NGC0485,17.4,4921,NGC0485,0.0136715825647115,9.5132475,26.9,LT,10.797511493318918,10.797511493318918,1.6114824245166532,0.957948772932379,291.0,49.2176972329614,NGC0485,,13.14,0.321,5.2,0.798,18.56,0.7298657317580032
NGC0488,47.4,4946,NGC0488,0.042055107653141,11.132105,26.9,LT,60.96647217681252,60.96647217681252,0.7774765097533021,1.1375501959871506,6682.0,151.3983875513076,NGC0488,,9.09,0.811,6.37,4.576,105.51,1.808663670563657
NGC0489,9.1,4957,NGC0489,0.012936558574438,10.053549,26.2,LT,5.903543160656907,5.903543160656907,1.541447187283274,3.426014241984034,90.0,46.5716108679768,NGC0489,,12.2,0.226,120.55,1.523,11.22,3.0172590106013235
NGC0493,40.2,4979,NGC0493,0.025050638243556,9.765432,26.9,LT,40.96586082968833,40.96586082968833,0.9813049008570253,0.548018334793878,898.0,90.1822976768016,NGC0493,,12.27,0.227,57.81,1.127,49.19,0.4789804884241445
NGC0514,38.1,5139,NGC0514,0.029162099584937,10.239755,28.4,LT,88.7356888076964,88.7356888076964,0.42936501098862756,0.5120169683756652,3210.0,104.98355850577319,NGC0514,,11.51,0.715,102.78,1.185,44.82,0.4302324807386073
NGC0518,16.8,5161,NGC0518,0.0129663804545998,10.316738,38.725746,LT,18.91346328203586,18.91346328203586,0.8882561458723828,1.4760355805200762,121.0,46.67896963655928,NGC0518,,11.89,0.394,96.52,7.211,41.21,2.586200096651035
NGC0520,24.2,5193,NGC0520,0.0341050550341606,10.241472,26.9,LT,28.870436058318436,28.870436058318436,0.8382277271848568,1.906945681201806,1547.0,122.77819812297815,NGC0520,Fit uncertain,10.52,0.524,122.17,6.317,31.8,1.7898722745636788
NGC0522,23.3,5218,NGC0522,0.0198070053011178,10.568144,41.5,LT,Bad Decomp,,,,,71.30521908402407,NGC0522,,11.98,0.098,32.97,0.932,33.92,
NGC0532,35.7,5264,NGC0532,0.0181894171983003,10.341066,26.2,LT,31.905837865784722,31.905837865784722,1.1189174893377138,2.5082329496584235,588.0,65.48190191388107,NGC0532,,11.15,0.318,29.83,2.901,53.21,2.6703296368812466
NGC0578,48.2,5619,NGC0578,0.0401623137295246,10.0591545,18.8,LT,27.046957172136533,27.046957172136533,1.7820858624960256,0.5546914031316246,5065.0,144.58432942628855,NGC0578,,10.85,0.513,107.31,1.863,70.8,0.5819820886443244
NGC0584,18.4,5663,NGC0584,0.0315368771553039,10.70547,20.1,ET,fit fail,,,0.5961556855147402,674.0,113.53275775909404,NGC0584,,9.81,0.646,63.09,4.242,27.38,0.6336468427559623
NGC0600,37.6,5777,NGC0600,0.0219188965857028,9.655237,23.2,LT,All NaN,,,,,78.90802770853007,NGC0600,,12.59,0.671,11.5,1.271,36.02,
NGC0613,51.6,5849,NGC0613,0.0456897430121898,10.929523,26.4,LT,31.28591377703732,31.28591377703732,1.6493045518099092,2.104886588748333,9133.0,164.4830748438833,NGC0613,,8.77,0.455,122.02,7.623,233.21,6.795135677768532
NGC0615,17.5,5897,NGC0615,0.0264739487320184,10.374322,23.2,LT,12.961925124861047,12.961925124861047,1.3501080920792312,2.8666385192344603,1002.0,95.30621543526624,NGC0615,,10.79,0.415,160.27,5.636,37.91,4.435684337313403
NGC0625,66.2,5896,NGC0625,0.0545530132949352,8.569519,4.0,LT,Bad Decomp,,,,,196.3908478617667,NGC0625,,11.21,0.364,92.32,1.266,65.63,
NGC0628,112.6,5974,NGC0628,0.0823794230818748,10.235052,9.77,LT,34.0607838760342,34.0607838760342,3.305854627709477,0.7083218036789648,36188.0,296.5659230947493,NGC0628,,8.86,0.985,151.87,2.095,127.08,0.5710069450109291
NGC0658,15.6,6275,NGC0658,0.0123259015381336,10.352731,44.87,LT,16.34319994819164,16.34319994819164,0.9545254325623133,0.4133247124331661,461.0,44.37324553728096,NGC0658,,12.18,0.557,26.45,1.715,16.23,0.3071547656955259
NGC0660,31.7,6318,NGC0660,0.0380906835198402,9.791028,9.0,LT,26.708795849958058,26.708795849958058,1.1868749223319919,1.8604813876483763,1522.0,137.12646067142472,NGC0660,,9.53,0.313,42.49,4.01,27.2,1.140267997837671
NGC0672,73.6,6595,NGC0672,0.0584545992314815,9.373411,8.28,LT,101.76956098732624,101.76956098732624,0.7232024908623286,2.595053573897155,6398.0,210.4365572333334,NGC0672,,10.96,0.306,74.45,1.189,88.31,2.2240797856255607
NGC0676,15.6,6656,NGC0676,0.0229519084095954,10.625184,21.0,LT,Bad Decomp,,,,,82.62687027454344,NGC0676,,10.27,0.422,173.0,8.28,44.1,
NGC0678,22.7,6690,NGC0678,0.025634141638875,10.850008,41.077145,LT,Bad Decomp,,,,,92.28290989995,NGC0678,,11.06,0.407,77.97,4.281,19.52,
NGC0681,20.7,6671,NGC0681,0.0205977000296115,10.105238,19.3,LT,33.33325936183609,33.33325936183609,0.6210013780920518,0.8026651683538932,1563.0,74.1517201066014,NGC0681,,10.97,0.456,66.46,2.696,28.96,0.8021112241383281
NGC0685,53.3,6581,NGC0685,0.0251083802431821,9.715643,16.0,LT,16.831298541455876,16.831298541455876,3.1667194226708575,0.6584456768143071,2550.0,90.39016887545556,NGC0685,,11.18,0.858,72.98,1.751,69.57,0.6138845582413743
NGC0691,33.4,6793,NGC0691,0.0225849263370037,10.5332575,30.6,LT,48.416822574227496,48.416822574227496,0.6898428732863394,0.39202544233958236,1836.0,81.30573481321332,NGC0691,,10.88,0.713,90.48,3.016,59.34,0.49749336502204483
NGC0693,11.4,6778,NGC0693,0.0175719000399112,9.882393,21.0,LT,23.39687913878798,23.39687913878798,0.487244471041472,0.18392781809749806,659.0,63.258840143680324,NGC0693,,11.78,0.237,105.8,1.618,12.84,0.1479720040333255
NGC0701,19.3,6826,NGC0701,0.0186990145593881,9.805042,19.3,LT,17.86761721307104,17.86761721307104,1.0801664133413997,0.4075867694980362,870.0,67.31645241379717,NGC0701,,11.46,0.362,48.7,1.774,27.37,0.412866390864591
NGC0718,16.9,6993,NGC0718,0.0228991191834211,10.258263,21.0,LT,11.524664440847463,11.524664440847463,1.4664201362861773,1.985465806183019,2484.0,82.43682906031596,NGC0718,,10.61,0.751,157.1,9.186,73.71,6.18548962695479
NGC0723,11.1,7024,NGC0723,0.0111382966861128,9.635707,26.4,LT,12.322704019818708,12.322704019818708,0.900776321669966,2.485667147787679,512.0,40.09786807000608,NGC0723,,12.77,0.933,151.09,0.64,10.09,1.613924164811949
NGC0755,27.0,7262,NGC0755,0.0239231679588556,9.431583,19.3,LT,16.268751616211105,16.268751616211105,1.659623346458598,2.8931931066131833,638.0,86.12340465188016,NGC0755,,12.55,0.31,49.75,1.007,28.44,2.1767833849756335
NGC0772,52.3,7525,NGC0772,0.0380906835198402,11.179884,33.3,LT,59.05700480174704,59.05700480174704,0.8855850406834863,1.0163298851879186,3948.0,137.12646067142472,NGC0772,,9.48,0.745,122.11,2.938,71.58,0.9935658724631415
NGC0779,27.6,7544,NGC0779,0.0112413577735424,10.3063,18.0,LT,37.46465042167389,37.46465042167389,0.7366944490167449,1.1554971228064836,237.0,40.46888798475264,NGC0779,,10.6,0.363,160.1,1.421,33.63,1.0056772318835934
NGC0784,86.5,7671,NGC0784,0.0347391180694103,8.362683,5.32,LT,Bad Decomp,,,,,125.0608250498771,NGC0784,,12.2,0.231,1.25,0.914,95.24,
NGC0803,28.0,7849,NGC0803,0.0222750548273324,9.72307,21.0,LT,32.12314837913572,32.12314837913572,0.8716455706498014,0.7665375296774264,774.0,80.19019737839663,NGC0803,,12.17,0.402,10.4,1.226,28.39,0.5551530731515851
NGC0855,19.4,8557,NGC0855,0.0244804192334413,9.051554,9.73,ET,Bad Decomp,,,,,88.12950924038869,NGC0855,,12.22,0.469,72.63,3.174,23.79,
NGC0864,45.4,8631,NGC0864,0.0310326423496007,9.814785,14.8,LT,47.43376763203089,47.43376763203089,0.9571240545805276,3.876174982833847,3496.0,111.71751245856252,NGC0864,,10.77,0.877,78.95,2.24,60.11,3.66577844899532
NGC0865,14.9,8678,NGC0865,0.0134839992970228,9.674161,25.4,LT,Bad Decomp,,,,,48.54239746928208,NGC0865,,12.57,0.278,157.31,1.165,16.89,
NGC0895,39.6,8974,NGC0895,0.0276578739285469,10.13871,28.0,LT,11.656582923332788,11.656582923332788,3.397222004120379,0.4432793100250756,2694.0,99.56834614276883,NGC0895,,11.54,0.597,121.97,1.599,49.54,0.39610492457868407
NGC0899,15.9,8990,NGC0899,0.0135774668306112,9.149997,19.0,LT,16.380493067583373,16.380493067583373,0.9706667518736504,0.9637893319036583,673.0,48.87888059020032,NGC0899,,12.79,0.798,120.51,1.076,15.75,0.6819264140827772
NGC0907,23.3,9054,NGC0907,0.0184000376611948,9.482272,19.0,LT,Bad Decomp,,,,,66.24013558030128,NGC0907,,12.35,0.265,91.06,0.997,28.36,
NGC0908,55.7,9057,NGC0908,0.0511468313634395,10.5942135,19.0,LT,31.193875830703625,31.193875830703625,1.7856069025310217,1.4969082017659243,5943.0,184.1285929083822,NGC0908,,9.75,0.502,80.74,0.962,58.84,1.1294957500885738
NGC0918,47.2,9236,NGC0918,0.0257524605840444,9.656442,16.1,LT,53.92397370623018,53.92397370623018,0.875306413009149,0.36174412644706705,1912.0,92.70885810255984,NGC0918,,11.18,0.572,158.17,0.937,51.09,0.2796838289978913
NGC0936,40.9,9359,NGC0936,0.0369673818349838,10.986974,23.0,ET,27.763652592433647,27.763652592433647,1.4731491061499007,1.7556782303201584,4672.0,133.08257460594166,NGC0936,,9.18,0.78,96.32,5.702,81.59,2.501672839885116
NGC0941,25.6,9414,NGC0941,0.0155890164896845,9.5290575,23.1,LT,36.311749193556494,36.311749193556494,0.7050059710299693,0.40778146062619613,918.0,56.1204593628642,NGC0941,,12.52,0.863,179.56,1.401,26.83,0.3052672039230146
NGC0955,14.9,9549,NGC0955,0.0226891729980707,10.287538,23.1,LT,25.323584561031428,25.323584561031428,0.5883843167656643,0.8134331704270721,406.0,81.68102279305452,NGC0955,,11.3,0.272,18.65,2.104,19.86,0.7744382916913544
NGC0986,32.4,9747,NGC0986,0.0313919819891452,10.3448305,23.0,LT,All NaN,,,,,113.01113516092273,NGC0986,,9.96,0.644,55.51,6.319,68.45,
NGC0986A,26.5,9686,NGC0986A,0.0142829762771725,8.750167999999999,17.226612,LT,Bad Decomp,,,,,51.418714597821,NGC0986A,,14.44,0.335,71.38,0.827,29.88,
NGC0988,50.1,9843,NGC0988,0.0360428243875503,10.424586,17.3,LT,7.660067902875909,7.660067902875909,6.540411995720087,0.9060087855917953,2545.0,129.75416779518108,NGC0988,,11.1,0.335,115.55,0.975,65.21,0.8423272442036066
NGC0991,34.1,9846,NGC0991,0.0123259015381336,9.474169,17.3,LT,All NaN,,,,,44.37324553728096,NGC0991,,12.08,0.916,83.9,1.271,41.01,
NGC1015,19.7,9988,NGC1015,0.0163613352924585,10.37262,33.0,LT,15.681305154837679,15.681305154837679,1.2562729827320882,0.28500274033810835,1179.0,58.900807052850595,NGC1015,,11.63,0.644,100.61,5.941,37.14,0.38379266773594434
NGC1022,17.3,10010,NGC1022,0.021667992696166,9.773827,17.3,LT,15.366726611075995,15.366726611075995,1.125809057312866,1.5912836604994172,1267.0,78.0047737061976,NGC1022,Fit fails,,,,,,
NGC1032,20.9,10060,NGC1032,0.0298413708806037,10.886072,38.14173,LT,Bad Decomp,,,,,107.42893517017332,NGC1032,,10.76,0.447,67.84,3.933,24.44,
NGC1035,24.1,10065,NGC1035,0.0173707585781812,9.796484,17.3,LT,25.091005189058702,25.091005189058702,0.9605035676493805,1.6388269212737323,420.0,62.534730881452326,NGC1035,,11.46,0.259,147.44,0.886,29.64,1.4396807927253534
NGC1036,13.2,10127,NGC1036,0.0116901127621531,8.564731,10.0,LT,13.059786749076869,13.059786749076869,1.010736258839222,0.3489634563950538,515.0,42.08440594375116,NGC1036,,12.89,0.662,16.03,2.631,18.99,0.35859394139296924
NGC1042,64.3,10122,NGC1042,0.0322714745998382,9.921914,17.3,LT,64.66598637127831,64.66598637127831,0.9943403573993752,1.6539305916848592,2961.0,116.17730855941753,NGC1042,,10.84,0.779,94.78,1.395,80.91,1.4865532567565205
NGC1047,17.2,10132,NGC1047,0.0113715259358286,9.239329,18.382305,,17.0424257321894,17.0424257321894,1.0092459999701202,0.8684651556481209,287.0,40.93749336898296,NGC1047,,13.32,0.451,88.37,1.635,26.28,0.947809978838564
NGC1051,26.2,10172,NGC1051,0.0150945009663701,9.116501,17.3,,17.356016713024673,17.356016713024673,1.5095629621247388,0.8265337455272552,526.0,54.34020347893236,NGC1051,,12.88,0.568,49.63,1.199,30.77,0.6933599604654755
NGC1052,18.1,10175,NGC1052,0.0245368462055921,10.666459,19.4,ET,21.770377200517363,21.770377200517363,0.8314049790359105,1.5784861402822248,1063.0,88.33264634013156,NGC1052,,9.78,0.706,116.29,5.01,26.31,1.638909642889713
NGC1055,43.7,10208,NGC1055,0.0576525889337062,10.440611,12.3,LT,72.7104744608694,72.7104744608694,0.6010138198660501,2.0914279501868993,8206.0,207.5493201613423,NGC1055,,9.55,0.183,102.37,1.969,62.6,2.1399704099656733
NGC1068,16.2,10266,NGC1068,0.0509118363261222,10.706241,12.3,LT,All NaN,,,,,183.2826107740399,NGC1068,,8.06,0.878,37.53,2.942,20.31,
NGC1073,65.8,10329,NGC1073,0.0294997785240411,9.498652,12.3,LT,55.22106791350738,55.22106791350738,1.1915742032200893,3.8861166114189993,2865.0,106.19920268654796,NGC1073,,10.73,0.524,60.3,3.08,167.47,7.064784508405773
NGC1076,11.5,10313,NGC1076,0.0150945009663701,10.069822,32.0,LT,15.131355373476874,15.131355373476874,0.7600112294076361,0.4153876501410676,774.0,54.34020347893236,NGC1076,,12.33,0.513,100.59,1.761,14.3,0.368946794845793
NGC1079,27.5,10330,NGC1079,0.0220708325505256,10.030845,14.2,LT,25.990315526591953,25.990315526591953,1.0580864234550524,0.7350623736724431,1242.0,79.45499718189215,NGC1079,,10.62,0.653,102.04,4.415,43.52,0.8309068701876553
NGC1084,26.0,10464,NGC1084,0.0283021070063114,10.16228,17.3,LT,All NaN,,,,,101.88758522272104,NGC1084,,10.19,0.606,40.83,1.061,29.83,
NGC1087,38.8,10496,NGC1087,0.024763885885477,9.7989645,14.4,LT,26.3882979692143,26.3882979692143,1.47034871461834,0.7921796907947647,1935.0,89.1499891877172,NGC1087,,10.61,0.849,11.91,1.785,41.76,0.6090100126581255
NGC1090,37.7,10507,NGC1090,0.0275942590087652,10.227117,27.5,LT,36.61351561948328,36.61351561948328,1.0296744074458277,0.35100881191840516,1571.0,99.33933243155472,NGC1090,,11.48,0.475,104.93,1.958,44.91,0.29867005955391385
NGC1097,58.8,10488,NGC1097,0.0880681127309799,10.721384,14.2,LT,60.24629723314572,60.24629723314572,0.9759935913148533,1.2323664600513409,23899.0,317.04520583152765,NGC1097,,8.57,0.567,144.93,4.589,77.53,1.1606580618049136
NGC1110,38.0,10673,NGC1110,0.0197614468634128,8.695298,17.3,,Bad Decomp,,,,,71.14120870828609,NGC1110,,13.96,0.198,18.97,1.133,49.01,
NGC1140,10.7,10966,NGC1140,0.0170144811272621,9.084945,17.3,LT,7.206189370229709,7.206189370229709,1.4848346956026384,2.731599474780404,437.0,61.252132058143566,NGC1140,,12.64,0.465,2.84,2.922,11.58,2.111610274897002
NGC1145,28.3,10965,NGC1145,0.0279781389981508,10.184087,25.1,LT,fit fail,,,5.14488161549658,481.0,100.72130039334289,NGC1145,,11.81,0.141,59.83,0.855,35.25,4.577412340894862
NGC1163,13.8,11359,NGC1163,0.0188720356673002,10.0294895,34.5,LT,Bad Decomp,,,,,67.93932840228072,NGC1163,,12.74,0.172,142.92,1.532,16.98,
NGC1179,57.6,11480,NGC1179,0.0306068621575832,10.038318,26.1,LT,45.93306630179979,45.93306630179979,1.253998581796031,0.4621601146247373,3372.0,110.18470376729951,NGC1179,,11.42,0.86,27.7,2.559,110.97,0.6359859613083717
NGC1187,46.2,11479,NGC1187,0.0344999693334102,10.155164,18.9,LT,25.492554082324176,25.492554082324176,1.8122938898473806,0.5663245023882976,4587.0,124.19988960027672,NGC1187,Fit fails,,,,,,
NGC1222,7.3,11774,NGC1222,0.0130863571539521,9.856955,31.0,ET,10.31312836406494,10.31312836406494,0.7078356578432705,0.501594634098502,349.0,47.11088575422756,NGC1222,,12.03,0.723,106.37,4.133,6.51,0.31950891076137455
NGC1232,79.4,11819,NGC1232,0.0566003061830997,10.835658,26.1,LT,33.765547836665945,33.765547836665945,2.351509307181437,3.1489360871510472,14537.0,203.76110225915892,NGC1232,,9.53,0.886,90.68,1.883,100.62,2.8503593836734287
NGC1249,41.9,11836,NGC1249,0.0303262509405612,9.267327,12.6,LT,41.86563654396855,41.86563654396855,1.0008208033812016,2.750378387321578,1776.0,109.17450338602032,NGC1249,,11.77,0.29,79.53,1.758,62.65,2.937456630850612
NGC1253,46.9,12041,NGC1253,0.0380906835198402,9.895479,20.9,LT,87.30340967815961,87.30340967815961,0.5372069678938646,0.47050197186720755,2896.0,137.12646067142472,NGC1253,,11.26,0.345,82.91,2.116,72.16,0.5170792307331359
NGC1255,48.5,12007,NGC1255,0.0337146557867527,10.025595,20.0,LT,33.39363932039097,33.39363932039097,1.4523723974698595,3.1810876865130693,3165.0,121.37276083230972,NGC1255,,10.89,0.596,117.21,1.551,66.59,3.119714713474305
NGC1258,19.3,12034,NGC1258,0.0117711452767252,9.172307,18.95833,LT,20.312336888005586,20.312336888005586,0.9501614760730279,2.191021789389371,538.0,42.37612299621072,NGC1258,,13.25,0.746,17.49,0.972,21.47,1.7409784536709767
NGC1291,60.7,12209,NGC1291,0.0930719524621963,10.778668,9.08,LT,121.76699851133465,121.76699851133465,0.4984930296557302,3.285938785839403,40626.0,335.05902886390663,NGC1291,,7.84,0.804,172.24,6.084,108.96,4.213178278478011
